============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: 7
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rH
R2 c-1 b470 m9400 rB
R3 c-2 b450 m8930 rJ
R4 c-2 b485 m9605 rL
R5 c-3 b368 m9120 rL
R6 c-2 b440 m8752 rU
R7 c-1 b460 m9192 rL
R8 c-2 b440 m8732 rU
R9 c-2 b460 m9172 rU
R10 c-1 b505 m10092 rW
R11 c-1 b530 m10597 rH
R12 c-1 b505 m10067 rB
R13 c-1 b480 m9562 rD
R14 c0 b576 m9562 rB
R15 c0 b630 m8986 rJ
R16 c0 b600 m9931 rS
R17 c-1 b485 m9631.0 rS
R18 c-1 b470 m9388.5 rD
R19 c-1 b470 m9388.5 rH
R20 c1 b595 m8448.5 rW
R21 c1 b637 m9043.5 rJ
R22 c0 b700 m9999.5 rU
R23 c0 b749 m10699.5 rJ
R24 c0 b714 m11823.5 rB
R25 c1 b896 m11109.5 rH
R26 c2 b846 m9317.5 rW
R27 c1 b816 m10163.5 rD
R28 c2 b918 m10163.5 rL
R29 c2 b837 m9245.5 rD
R30 c3 b837 m9245.5 rB
R31 c3 b765 m8408.5 rB
R32 c2 b693 m7643.5 rU
R33 c2 b672 m8336.5 rB
R34 c2 b616 m7664.5 rW
R35 c1 b581 m8280.5 rW
R36 c3 b855 m9442.5 rW
R37 c0 b721 m10297.5 rW
R38 c1 b777 m11018.5 rU
R39 c1 b1008 m12572.5 rW
R40 c0 b952 m13580.5 rW
R41 c2 b1168 m14532.5 rJ
R42 c1 b1304 m16284.5 rU
R43 c1 b1232 m17588.5 rU
R44 c0 b1134 m18820.5 rW
R45 c-1 b1000 m19954.5 rU
R46 c-1 b1100 m21954.5 rJ
R47 c-3 b948 m23604.5 rW
R48 c-1 b1230 m24552.5 rJ
R49 c-3 b1056 m26397.5 rU
R50 c-2 b1375 m27453.5 rB
R51 c-3 b1044 m26078.5 rS
R52 c-2 b1280 m25556.5 rL
R53 c0 b1458 m24276.5 rJ
R54 c-1 b1325 m26463.5 rL
R55 c0 b1512 m25138.5 rW
R56 c0 b1602 m26650.5 rL
R57 c0 b1757 m25048.5 rU
R58 c0 b1614 m26805.5 rS
R59 c0 b1560 m25998.5 rU
R60 c0 b1656 m27558.5 rU
R61 c0 b2051 m29214.5 rW
R62 c0 b2191 m31265.5 rD
R63 c1 b2504 m31265.5 rJ
R64 c1 b2457 m35021.5 rL
R65 c2 b2934 m32564.5 rB
R66 c2 b2673 m29630.5 rW
R67 c1 b2592 m32303.5 rU
R68 c1 b2792 m34895.5 rU
R69 c0 b2639 m37687.5 rW
R70 c0 b2424 m40326.5 rL
R71 c0 b2660 m37902.5 rL
R72 c0 b2471 m35242.5 rU
R73 c-1 b1890 m37713.5 rH
R74 c0 b2154 m35823.5 rL
R75 c1 b2359 m33669.5 rL
R76 c2 b2512 m31310.5 rB
R77 c1 b2304 m28798.5 rU
R78 c0 b2184 m31102.5 rH
R79 c0 b2030 m28918.5 rB
R80 c1 b1883 m26888.5 rL
R81 c1 b2008 m25005.5 rU
R82 c0 b1897 m27013.5 rU
R83 c0 b2030 m28910.5 rU
R84 c1 b2640 m32970.5 rB
R85 c0 b1824 m30330.5 rL
R86 c0 b2002 m28506.5 rW
R87 c0 b2142 m30508.5 rW
R88 c2 b2943 m32650.5 rW
R89 c2 b2848 m35593.5 rU
R90 c2 b3717 m41289.5 rU
R91 c5 b4880 m48723.5 rL
R92 c7 b4290 m38963.5 rW
R93 c6 b4763 m43253.5 rW
R94 c7 b5808 m52779.5 rL
R95 c5 b4700 m46971.5 rB
R96 c5 b4230 m42271.5 rU
R97 c4 b4660 m46501.5 rD
R98 c4 b4660 m46501.5 rU
R99 c4 b5120 m51161.5 rB
R100 c3 b4149 m46041.5 rW
R101 c3 b4518 m50190.5 rL
R102 c3 b4113 m45672.5 rW
R103 c3 b4482 m49785.5 rW
R104 c2 b4887 m54267.5 rB
R105 c2 b4446 m49380.5 rJ
R106 c0 b3927 m56049.5 rL
R107 c0 b3132 m52122.5 rH
R108 c0 b3213 m45858.5 rW
R109 c0 b3437 m49071.5 rH
R110 c-1 b2285 m45634.5 rL
R111 c0 b2604 m43349.5 rU
R112 c0 b3220 m45953.5 rS
R113 c1 b3108 m44343.5 rW
R114 c1 b3325 m47451.5 rU
