============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: 7
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rW
R2 c0 b742 m10600 rU
R3 c-1 b570 m11342 rU
R4 c-1 b600 m11912 rW
R5 c-2 b630 m12512 rU
R6 c-2 b660 m13142 rW
R7 c-2 b695 m13802 rW
R8 c-4 b435 m14497 rB
R9 c-5 b423 m14062 rU
R10 c-6 b290 m14485 rW
R11 c-6 b296 m14775 rB
R12 c-6 b290 m14479 rU
R13 c-4 b444 m14769 rU
R14 c-3 b612 m15213 rL
R15 c-2 b700 m13989 rU
R16 c0 b882 m14689 rU
R17 c0 b936 m15571 rH
R18 c-1 b735 m14635 rH
R19 c-1 b695 m13900 rU
R20 c-1 b730 m14595 rL
R21 c-2 b695 m13865 rL
R22 c-1 b660 m13170 rB
R23 c-2 b630 m12510 rW
R24 c-2 b660 m13140 rL
R25 c-1 b625 m12480 rL
R26 c-1 b595 m11855 rB
R27 c-1 b565 m11260 rL
R28 c0 b642 m10695 rL
R29 c-1 b505 m10053 rW
R30 c0 b636 m10558 rD
R31 c1 b848 m10558 rL
R32 c2 b882 m9710 rU
R33 c1 b848 m10592 rU
R34 c2 b1035 m11440 rW
R35 c1 b875 m12475 rW
R36 c1 b1072 m13350 rU
R37 c1 b1015 m14422 rS
R38 c0 b980 m13914.5 rU
R39 c0 b894 m14894.5 rL
R40 c0 b846 m14000.5 rB
R41 c-1 b660 m13154.5 rL
R42 c0 b875 m12494.5 rL
R43 c1 b819 m11619.5 rW
R44 c0 b750 m12438.5 rS
R45 c0 b726 m12063.5 rD
R46 c0 b726 m12063.5 rW
R47 c0 b816 m13515.5 rW
R48 c-2 b720 m14331.5 rU
R49 c-1 b790 m15771.5 rU
R50 c0 b1218 m17351.5 rW
R51 c1 b1584 m19787.5 rU
R52 c2 b1712 m21371.5 rB
R53 c0 b1379 m19659.5 rL
R54 c1 b1464 m18280.5 rJ
R55 c1 b1640 m20476.5 rU
R56 c1 b1776 m22116.5 rL
R57 c2 b1488 m18564.5 rB
R58 c1 b1368 m17076.5 rS
R59 c1 b1312 m16392.5 rW
R60 c0 b1246 m17704.5 rL
R61 c0 b1155 m16458.5 rL
R62 c0 b1078 m15303.5 rL
R63 c2 b1188 m13147.5 rB
R64 c2 b1080 m11959.5 rW
R65 c3 b1179 m13039.5 rJ
R66 c2 b1192 m14808.5 rL
R67 c0 b959 m13616.5 rH
R68 c1 b936 m11698.5 rL
R69 c0 b756 m10762.5 rU
R70 c1 b861 m12274.5 rL
R71 c0 b690 m11413.5 rU
R72 c0 b732 m12103.5 rH
R73 c0 b798 m11371.5 rU
R74 c1 b976 m12169.5 rW
R75 c0 b924 m13145.5 rB
R76 c0 b738 m12221.5 rW
R77 c-1 b650 m12959.5 rH
R78 c0 b868 m12309.5 rL
R79 c1 b920 m11441.5 rU
R80 c1 b992 m12361.5 rL
R81 c2 b1026 m11369.5 rW
R82 c3 b1215 m13421.5 rU
R83 c5 b1470 m14636.5 rU
R84 c6 b1782 m16106.5 rU
R85 c7 b1969 m17888.5 rB
R86 c5 b1600 m15919.5 rW
R87 c5 b1760 m17519.5 rU
R88 c6 b1930 m19279.5 rW
R89 c6 b2343 m21209.5 rH
R90 c6 b2079 m18866.5 rW
R91 c6 b2100 m20945.5 rW
R92 c5 b2310 m23045.5 rU
R93 c4 b2286 m25355.5 rU
R94 c4 b2770 m27641.5 rW
R95 c3 b2745 m30411.5 rU
R96 c2 b2988 m33156.5 rL
R97 c3 b2718 m30168.5 rW
R98 c1 b2632 m32886.5 rL
R99 c1 b2424 m30254.5 rS
R100 c2 b2328 m29042.5 rU
R101 c1 b2512 m31370.5 rH
R102 c1 b2023 m28858.5 rL
R103 c2 b2241 m24812.5 rU
R104 c0 b2051 m29294.5 rU
R105 c0 b2198 m31345.5 rL
R106 c1 b2160 m26949.5 rW
R107 c2 b2817 m31269.5 rU
R108 c1 b2728 m34086.5 rH
R109 c-1 b1570 m31358.5 rL
R110 c0 b1788 m29788.5 rU
R111 c-1 b1580 m31576.5 rL
R112 c-1 b1425 m28416.5 rH
R113 c-1 b1350 m26991.5 rU
R114 c0 b1704 m28341.5 rL
R115 c1 b2136 m26637.5 rB
R116 c1 b1722 m24501.5 rU
R117 c2 b2520 m27945.5 rU
