============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: H
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rW
R2 c0 b636 m10600 rU
R3 c-1 b565 m11236 rW
R4 c0 b833 m11801 rS
R5 c0 b684 m11384.5 rW
R6 c2 b1024 m12752.5 rB
R7 c1 b944 m11728.5 rW
R8 c0 b889 m12672.5 rW
R9 c-1 b680 m13561.5 rS
R10 c-1 b665 m13221.5 rD
R11 c-1 b665 m13221.5 rJ
R12 c-2 b715 m14219.5 rL
R13 c0 b768 m12789.5 rB
R14 c-1 b605 m12021.5 rH
R15 c0 b690 m11416.5 rW
R16 c0 b854 m12106.5 rU
R17 c1 b1040 m12960.5 rW
R18 c0 b846 m14000.5 rL
R19 c0 b792 m13154.5 rL
R20 c0 b744 m12362.5 rL
R21 c0 b702 m11618.5 rU
R22 c0 b868 m12320.5 rL
R23 c4 b1150 m11452.5 rH
R24 c4 b1040 m10302.5 rU
R25 c4 b1140 m11342.5 rS
R26 c5 b1080 m10772.5 rD
R27 c3 b972 m10772.5 rJ
R28 c4 b1107 m12230.5 rL
R29 c3 b1008 m11123.5 rU
R30 c3 b1098 m12131.5 rJ
R31 c1 b1104 m13778.5 rD
R32 c2 b1242 m13778.5 rU
R33 c2 b1359 m15020.5 rW
R34 c1 b1312 m16379.5 rD
R35 c0 b1148 m16379.5 rS
R36 c1 b1113 m15805.5 rH
R37 c1 b1176 m14692.5 rW
R38 c1 b1368 m17044.5 rU
R39 c0 b1386 m19780.5 rU
R40 c1 b1582 m22552.5 rW
R41 c0 b1452 m24134.5 rL
R42 c0 b1362 m22682.5 rW
R43 c-1 b1205 m24044.5 rD
R44 c-1 b1205 m24044.5 rJ
R45 c-1 b1295 m25852.5 rU
R46 c0 b1632 m27147.5 rB
R47 c0 b1792 m25515.5 rW
R48 c0 b1644 m27307.5 rU
R49 c-1 b1450 m28951.5 rS
R50 c0 b1698 m28226.5 rU
R51 c0 b2219 m31622.5 rH
R52 c0 b2065 m29403.5 rU
R53 c0 b1890 m31468.5 rU
R54 c0 b2004 m33358.5 rH
R55 c0 b2198 m31354.5 rL
R56 c0 b1752 m29156.5 rL
R57 c-1 b1285 m25652.5 rS
R58 c-1 b1255 m25010.0 rD
R59 c-1 b1255 m25010.0 rL
R60 c-1 b1190 m23755.0 rL
R61 c0 b1356 m22565.0 rS
R62 c-1 b1095 m21887.0 rU
R63 c-1 b1150 m22982.0 rU
R64 c-1 b1210 m24132.0 rL
R65 c0 b1380 m22922.0 rD
R66 c0 b1380 m22922.0 rD
R67 c0 b1380 m22922.0 rL
R68 c0 b1296 m21542.0 rL
R69 c0 b1218 m20246.0 rH
R70 c0 b1146 m19028.0 rU
R71 c0 b1212 m20174.0 rU
R72 c-2 b1070 m21386.0 rW
R73 c-2 b1125 m22456.0 rB
R74 c-3 b856 m21331.0 rD
R75 c-2 b1070 m21331.0 rW
R76 c-3 b900 m22401.0 rU
R77 c-2 b1170 m23301.0 rW
R78 c-3 b980 m24471.0 rB
R79 c-3 b940 m23491.0 rU
R80 c-1 b1270 m25371.0 rU
R81 c-1 b1335 m26641.0 rW
R82 c-1 b1400 m27976.0 rW
R83 c-3 b1176 m29376.0 rU
R84 c-2 b1590 m31728.0 rU
R85 c-3 b1336 m33318.0 rW
R86 c-2 b1735 m34654.0 rB
R87 c-2 b1650 m32919.0 rL
R88 c-2 b1565 m31269.0 rW
R89 c-3 b1316 m32834.0 rL
R90 c-1 b1515 m30202.0 rB
R91 c-2 b1435 m28687.0 rH
R92 c-1 b1365 m27252.0 rU
R93 c0 b1722 m28617.0 rW
R94 c-2 b1520 m30339.0 rW
R95 c-3 b1276 m31859.0 rL
R96 c-3 b1176 m29307.0 rL
R97 c-2 b1410 m28131.0 rS
R98 c-1 b1375 m27426.0 rW
R99 c-3 b1156 m28801.0 rW
R100 c-3 b1200 m29957.0 rU
R101 c-2 b1560 m31157.0 rS
R102 c-3 b1216 m30377.0 rL
R103 c0 b1752 m29161.0 rW
R104 c-1 b1635 m32665.0 rW
R105 c-2 b1715 m34300.0 rW
R106 c-3 b1444 m36015.0 rB
R107 c-5 b1038 m34571.0 rB
R108 c-4 b1008 m33533.0 rS
R109 c-4 b993 m33029.0 rB
R110 c-4 b963 m32036.0 rS
R111 c-3 b1264 m31554.5 rD
R112 c-2 b1580 m31554.5 rB
R113 c-2 b1500 m29974.5 rJ
R114 c-2 b1615 m32224.5 rD
R115 c-1 b1615 m32224.5 rW
R116 c-2 b1695 m33839.5 rU
R117 c-2 b1780 m35534.5 rH
R118 c-1 b1690 m33754.5 rJ
R119 c-1 b1815 m36289.5 rH
R120 c-2 b1725 m34474.5 rW
R121 c-3 b1448 m36199.5 rW
R122 c-3 b1508 m37647.5 rL
R123 c-2 b1810 m36139.5 rJ
R124 c-4 b1167 m38854.5 rW
R125 c-5 b1203 m40021.5 rW
R126 c-6 b826 m41224.5 rL
R127 c-5 b1212 m40398.5 rS
R128 c-5 b1194 m39792.5 rU
R129 c-4 b1230 m40986.5 rL
R130 c-5 b1194 m39756.5 rL
R131 c-4 b1122 m37368.5 rL
R132 c-2 b1815 m36246.5 rU
R133 c-2 b1905 m38061.5 rD
R134 c-1 b1905 m38061.5 rB
R135 c-2 b1810 m36156.5 rS
R136 c-2 b1765 m35251.5 rB
R137 c-2 b1675 m33486.5 rL
R138 c-2 b1595 m31811.5 rL
R139 c-1 b1515 m30216.5 rS
R140 c-1 b1475 m29459.0 rS
R141 c-1 b1440 m28721.5 rU
R142 c-2 b1510 m30161.5 rU
R143 c-2 b1585 m31671.5 rL
R144 c0 b1716 m28501.5 rL
R145 c0 b1608 m26785.5 rL
R146 c0 b1764 m25177.5 rD
R147 c1 b2016 m25177.5 rH
R148 c3 b2088 m23161.5 rB
R149 c2 b1899 m21073.5 rH
R150 c1 b1344 m19174.5 rU
R151 c1 b1648 m20518.5 rD
R152 c0 b1236 m20518.5 rH
R153 c-1 b965 m19282.5 rD
R154 c-1 b965 m19282.5 rB
R155 c-1 b920 m18317.5 rU
R156 c-3 b772 m19237.5 rB
R157 c-2 b925 m18465.5 rL
R158 c-1 b880 m17540.5 rJ
R159 c0 b1134 m18860.5 rU
R160 c-1 b1000 m19994.5 rW
R161 c-3 b840 m20994.5 rU
R162 c-2 b1095 m21834.5 rW
R163 c-5 b690 m22929.5 rB
R164 c-5 b669 m22239.5 rD
R165 c-5 b669 m22239.5 rS
R166 c-6 b440 m21905.0 rH
R167 c-6 b430 m21465.0 rS
R168 c-6 b426 m21250.0 rU
R169 c-8 b217 m21676.0 rL
R170 c-8 b213 m21242.0 rB
R171 c-8 b211 m21029.0 rJ
R172 c-10 b214 m21346.0 rD
R173 c-8 b214 m21346.0 rB
R174 c-8 b212 m21132.0 rW
R175 c-5 b648 m21556.0 rB
R176 c-6 b420 m20908.0 rB
R177 c-6 b410 m20488.0 rL
R178 c-4 b603 m20078.0 rB
R179 c-4 b585 m19475.0 rS
R180 c-4 b576 m19182.5 rU
R181 c-2 b1020 m20334.5 rU
R182 c-3 b856 m21354.5 rS
R183 c-3 b840 m20926.5 rL
R184 c-2 b1005 m20086.5 rJ
R185 c-3 b864 m21594.5 rW
R186 c-4 b675 m22458.5 rH
R187 c-4 b654 m21783.5 rD
R188 c-4 b654 m21783.5 rD
R189 c-5 b654 m21783.5 rL
R190 c-3 b848 m21129.5 rU
R191 c-1 b1100 m21977.5 rL
R192 c-1 b1045 m20877.5 rL
R193 c-1 b995 m19832.5 rS
R194 c-1 b970 m19335.0 rU
R195 c-3 b816 m20305.0 rB
R196 c-3 b780 m19489.0 rU
R197 c-3 b812 m20269.0 rS
R198 c-3 b796 m19863.0 rU
R199 c-2 b1035 m20659.0 rW
R200 c-3 b868 m21694.0 rS
R201 c-3 b852 m21260.0 rU
R202 c-3 b888 m22112.0 rS
R203 c-2 b1085 m21668.0 rL
R204 c-3 b824 m20583.0 rW
R205 c-3 b860 m21407.0 rU
R206 c-3 b892 m22267.0 rU
R207 c-5 b696 m23159.0 rU
R208 c-5 b717 m23855.0 rH
R209 c-5 b675 m22421.0 rH
R210 c-4 b654 m21746.0 rU
R211 c-4 b672 m22400.0 rW
R212 c-6 b462 m23072.0 rB
R213 c-6 b454 m22610.0 rL
R214 c-4 b666 m22156.0 rL
R215 c-5 b645 m21490.0 rL
R216 c-6 b418 m20845.0 rU
R217 c-7 b426 m21263.0 rB
R218 c-8 b209 m20837.0 rL
R219 c-7 b414 m20628.0 rJ
R220 c-7 b426 m21249.0 rU
R221 c-6 b434 m21675.0 rU
R222 c-6 b444 m22109.0 rU
R223 c-5 b678 m22553.0 rL
R224 c-3 b876 m21875.0 rL
R225 c-2 b1050 m20999.0 rL
R226 c-1 b945 m18899.0 rW
R227 c-2 b995 m19844.0 rL
R228 c-3 b756 m18849.0 rL
R229 c-1 b870 m17337.0 rW
R230 c-2 b915 m18207.0 rD
R231 c-3 b732 m18207.0 rL
R232 c-2 b875 m17475.0 rL
R233 c-1 b830 m16600.0 rU
R234 c0 b1050 m17430.0 rL
R235 c-2 b820 m16380.0 rU
R236 c-2 b860 m17200.0 rU
R237 c-4 b543 m18060.0 rB
R238 c-3 b704 m17517.0 rW
R239 c-3 b732 m18221.0 rD
R240 c-4 b549 m18221.0 rW
R241 c-3 b776 m19319.0 rH
R242 c-3 b744 m18543.0 rU
