============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: X
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rU
R2 c1 b896 m11200 rS
R3 c1 b864 m10752.0 rS
R4 c0 b728 m10320.0 rJ
R5 c0 b805 m11412.0 rL
R6 c-1 b535 m10607.0 rL
R7 c0 b576 m9537.0 rJ
R8 c0 b735 m10401.0 rD
R9 c0 b735 m10401.0 rB
R10 c-1 b485 m9666.0 rU
R11 c0 b612 m10151.0 rU
R12 c0 b648 m10763.0 rL
R13 c0 b665 m9467.0 rB
R14 c1 b712 m8802.0 rU
R15 c1 b768 m9514.0 rH
R16 c0 b616 m8746.0 rW
R17 c0 b658 m9362.0 rH
R18 c1 b704 m8704.0 rJ
R19 c0 b588 m9760.0 rB
R20 c0 b644 m9172.0 rL
R21 c-2 b430 m8528.0 rB
R22 c-2 b405 m8098.0 rL
R23 c-2 b385 m7693.0 rU
R24 c-3 b324 m8078.0 rL
R25 c-4 b234 m7754.0 rW
R26 c-6 b160 m7988.0 rJ
R27 c-7 b166 m8228.0 rU
R28 c-7 b168 m8394.0 rB
R29 c-7 b166 m8226.0 rU
R30 c-7 b168 m8392.0 rU
R31 c-9 b86 m8560.0 rW
R32 c-8 b87 m8646.0 rL
R33 c-9 b86 m8559.0 rS
R34 c-7 b172 m8516.0 rL
R35 c-6 b164 m8172.0 rW
R36 c-7 b168 m8336.0 rS
R37 c-7 b166 m8252.0 rU
R38 c-7 b172 m8584.0 rW
R39 c-6 b176 m8756.0 rL
R40 c-4 b258 m8580.0 rW
R41 c-2 b445 m8838.0 rD
R42 c-2 b445 m8838.0 rU
R43 c-2 b465 m9283.0 rL
R44 c-3 b356 m8818.0 rL
R45 c-4 b255 m8462.0 rW
R46 c-3 b360 m8972.0 rW
R47 c-3 b376 m9332.0 rU
R48 c-3 b392 m9708.0 rU
R49 c-1 b505 m10100.0 rH
R50 c-2 b480 m9595.0 rL
R51 c1 b696 m8635.0 rL
R52 c2 b720 m7939.0 rW
R53 c2 b783 m8659.0 rU
R54 c2 b927 m10225.0 rU
R55 c0 b784 m11152.0 rW
R56 c0 b896 m12720.0 rL
R57 c-1 b595 m11824.0 rU
R58 c-2 b625 m12419.0 rL
R59 c-1 b590 m11794.0 rW
R60 c-1 b620 m12384.0 rW
R61 c-2 b655 m13004.0 rU
R62 c-1 b685 m13659.0 rW
R63 c0 b864 m14344.0 rW
R64 c1 b1224 m15208.0 rU
R65 c1 b1416 m17656.0 rW
R66 c2 b1845 m20488.0 rU
R67 c2 b2016 m22333.0 rD
R68 c1 b1792 m22333.0 rB
R69 c0 b1442 m20541.0 rL
R70 c0 b1337 m19099.0 rW
R71 c0 b1230 m20436.0 rW
R72 c0 b1302 m21666.0 rU
R73 c-1 b1150 m22968.0 rU
R74 c-2 b1210 m24118.0 rW
R75 c-4 b762 m25328.0 rU
R76 c-3 b1044 m26090.0 rU
R77 c-5 b816 m27134.0 rW
R78 c-3 b1152 m28766.0 rU
R79 c-3 b1200 m29918.0 rU
R80 c-4 b936 m31118.0 rW
R81 c-4 b963 m32054.0 rD
R82 c-5 b963 m32054.0 rU
R83 c-5 b993 m33017.0 rW
R84 c-7 b682 m34010.0 rL
R85 c-3 b1308 m32646.0 rD
R86 c-4 b981 m32646.0 rU
R87 c-4 b1011 m33627.0 rL
R88 c-5 b981 m32616.0 rL
R89 c-4 b951 m31635.0 rB
R90 c-5 b921 m30684.0 rU
R91 c-4 b951 m31605.0 rW
R92 c-3 b1304 m32556.0 rD
R93 c-3 b1304 m32556.0 rL
R94 c-3 b1252 m31252.0 rU
R95 c-3 b1304 m32504.0 rW
R96 c-3 b1356 m33808.0 rJ
R97 c-3 b1436 m35842.0 rL
R98 c-2 b1725 m34406.0 rS
R99 c-3 b1344 m33543.5 rS
R100 c-3 b1316 m32871.5 rU
R101 c-3 b1368 m34187.5 rW
R102 c-4 b1068 m35555.5 rB
R103 c-5 b1035 m34487.5 rW
R104 c-4 b1068 m35522.5 rW
R105 c-5 b1098 m36590.5 rD
R106 c-3 b1464 m36590.5 rS
R107 c-3 b1436 m35858.5 rD
R108 c0 b2154 m35858.5 rW
R109 c-1 b1905 m38012.5 rW
R110 c-3 b1600 m39917.5 rW
R111 c-4 b1248 m41517.5 rL
R112 c-5 b1173 m39021.5 rL
R113 c-6 b758 m37848.5 rL
R114 c-5 b1113 m37090.5 rH
R115 c-4 b1080 m35977.5 rW
R116 c-3 b1528 m38137.5 rW
R117 c-4 b1191 m39665.5 rS
R118 c-5 b1173 m39070.0 rD
R119 c-6 b782 m39070.0 rW
R120 c-5 b1197 m39852.0 rS
R121 c-6 b786 m39253.5 rW
R122 c-7 b802 m40039.5 rS
R123 c-8 b397 m39638.5 rU
R124 c-8 b401 m40035.5 rB
R125 c-8 b397 m39634.5 rU
R126 c-8 b401 m40031.5 rW
R127 c-9 b409 m40833.5 rU
R128 c-8 b413 m41242.5 rW
R129 c-6 b842 m42068.5 rJ
R130 c-7 b868 m43331.5 rD
R131 c-3 b1736 m43331.5 rW
R132 c-2 b2255 m45067.5 rW
R133 c-4 b1422 m47322.5 rW
R134 c-3 b2008 m50166.5 rW
R135 c-3 b2088 m52174.5 rB
R136 c-4 b1503 m50086.5 rU
R137 c-3 b2064 m51589.5 rW
R138 c-3 b2148 m53653.5 rL
R139 c-1 b2580 m51505.5 rL
R140 c-1 b2450 m48925.5 rJ
R141 c-1 b2635 m52600.5 rB
R142 c-2 b2500 m49965.5 rW
R143 c-1 b2625 m52465.5 rW
R144 c0 b3857 m55090.5 rS
R145 c1 b4256 m53162.0 rW
R146 c0 b4025 m57418.0 rL
R147 c1 b4272 m53393.0 rW
R148 c0 b3462 m57665.0 rU
R149 c0 b4284 m61127.0 rU
R150 c1 b5240 m65411.0 rU
R151 c1 b5656 m70651.0 rL
R152 c0 b4550 m64995.0 rU
R153 c0 b4176 m69545.0 rH
R154 c0 b3924 m65369.0 rW
R155 c0 b4158 m69293.0 rW
R156 c-2 b3675 m73451.0 rB
R157 c-3 b2792 m69776.0 rU
R158 c-3 b2904 m72568.0 rJ
R159 c-5 b2310 m76924.0 rS
R160 c-5 b2274 m75769.0 rU
R161 c-5 b2343 m78043.0 rU
R162 c-5 b2412 m80386.0 rD
R163 c-5 b2412 m80386.0 rD
R164 c-3 b3216 m80386.0 rB
R165 c0 b4632 m77170.0 rW
R166 c-3 b3276 m81802.0 rW
R167 c-1 b4255 m85078.0 rS
R168 c0 b4980 m82950.5 rH
R169 c-2 b3900 m77970.5 rL
R170 c-2 b3705 m74070.5 rU
R171 c0 b5446 m77775.5 rW
R172 c0 b4998 m83221.5 rU
R173 c-1 b4415 m88219.5 rW
R174 c-2 b4635 m92634.5 rB
R175 c-2 b4400 m87999.5 rU
R176 c-2 b4620 m92399.5 rL
R177 c-4 b2634 m87779.5 rU
R178 c-6 b1810 m90413.5 rL
R179 c-7 b1774 m88603.5 rU
R180 c-8 b904 m90377.5 rL
R181 c-6 b1790 m89473.5 rL
R182 c-6 b1754 m87683.5 rU
R183 c-4 b2685 m89437.5 rL
R184 c-1 b4340 m86752.5 rS
R185 c-2 b4230 m84582.5 rH
R186 c-4 b2412 m80352.5 rU
R187 c-4 b2484 m82764.5 rU
R188 c-5 b2559 m85248.5 rU
R189 c-5 b2637 m87807.5 rS
R190 c-5 b2595 m86489.0 rD
R191 c-2 b4325 m86489.0 rB
R192 c-2 b4110 m82164.0 rS
R193 c-2 b4010 m80109.0 rL
R194 c-3 b3044 m76099.0 rL
R195 c-1 b3655 m73055.0 rL
R196 c0 b4164 m69400.0 rS
R197 c-1 b3370 m67318.0 rU
R198 c0 b4242 m70688.0 rU
R199 c0 b4500 m74930.0 rU
R200 c-1 b3975 m79430.0 rH
R201 c-1 b3775 m75455.0 rL
R202 c0 b4760 m67905.0 rW
R203 c0 b4362 m72665.0 rU
R204 c0 b4884 m81389.0 rL
R205 c-1 b3830 m76505.0 rW
R206 c-3 b3216 m80335.0 rL
R207 c0 b4632 m77119.0 rB
R208 c0 b4350 m72487.0 rL
R209 c-1 b3410 m68137.0 rU
R210 c-2 b3580 m71547.0 rL
R211 c-1 b3400 m67967.0 rW
R212 c-2 b3570 m71367.0 rU
R213 c-1 b3930 m78507.0 rU
R214 c0 b4950 m82437.0 rW
R215 c1 b6992 m87387.0 rU
R216 c1 b7552 m94379.0 rH
R217 c3 b7137 m79275.0 rW
R218 c1 b6920 m86412.0 rU
R219 c1 b7472 m93332.0 rU
R220 c0 b7063 m100804.0 rH
R221 c1 b6936 m86678.0 rU
R222 c1 b7496 m93614.0 rL
R223 c3 b7758 m86118.0 rW
R224 c4 b10170 m101634.0 rH
R225 c2 b8235 m91464.0 rW
R226 c1 b7976 m99699.0 rD
R227 c1 b7976 m99699.0 rU
R228 c2 b10413 m115651.0 rS
R229 c2 b9945 m110444.5 rW
R230 c1 b9632 m120389.5 rB
R231 c1 b8864 m110757.5 rH
R232 c0 b6114 m101893.5 rW
R233 c0 b7567 m108007.5 rL
R234 c0 b7035 m100440.5 rL
R235 c0 b5610 m93405.5 rU
R236 c0 b5946 m99015.5 rU
R237 c-2 b5250 m104961.5 rU
R238 c-2 b5515 m110211.5 rW
R239 c-3 b4632 m115726.5 rS
R240 c-4 b3405 m113410.5 rD
R241 c-5 b3405 m113410.5 rU
R242 c-3 b4812 m120220.5 rU
R243 c-5 b3753 m125032.5 rL
R244 c-4 b3528 m117526.5 rS
R245 c-3 b4632 m115762.5 rU
R246 c-3 b4816 m120394.5 rW
R247 c-2 b6505 m130026.5 rL
R248 c-3 b4684 m117016.5 rH
R249 c-3 b4496 m112332.5 rU
R250 c-2 b5845 m116828.5 rL
R251 c-1 b5260 m105138.5 rL
R252 c0 b6993 m99878.5 rU
R253 c0 b6414 m106871.5 rU
R254 c1 b9576 m119699.5 rU
R255 c0 b9051 m129275.5 rD
R256 c-1 b6465 m129275.5 rD
R257 c-1 b6465 m129275.5 rJ
R258 c-2 b6950 m138973.5 rW
R259 c-3 b5840 m145923.5 rL
R260 c-2 b7005 m140083.5 rJ
R261 c-3 b6024 m150591.5 rD
R262 c-4 b4518 m150591.5 rU
R263 c-6 b3104 m155109.5 rU
R264 c-6 b3166 m158213.5 rU
R265 c-4 b4938 m164545.5 rL
R266 c-1 b7735 m154669.5 rL
R267 c-1 b7350 m146934.5 rU
R268 c-1 b8085 m161634.5 rW
R269 c0 b10188 m169719.5 rL
R270 c0 b9576 m159531.5 rS
R271 c0 b9288 m154743.5 rD
R272 c-2 b7740 m154743.5 rH
R273 c-2 b7355 m147003.5 rJ
R274 c-4 b4743 m158036.5 rU
R275 c-4 b4884 m162779.5 rL
R276 c-5 b4737 m157895.5 rL
R277 c0 b8910 m148421.5 rU
R278 c0 b11018 m157331.5 rW
R279 c0 b10104 m168349.5 rU
R280 c0 b12495 m178453.5 rB
R281 c0 b9960 m165958.5 rW
R282 c0 b10560 m175918.5 rU
R283 c-1 b9325 m186478.5 rS
R284 c-2 b9095 m181816.0 rD
R285 c-2 b9095 m181816.0 rW
R286 c-2 b9550 m190911.0 rL
R287 c-1 b9070 m181361.0 rD
R288 c-3 b7256 m181361.0 rH
R289 c-1 b8710 m174105.0 rH
R290 c-1 b8270 m165395.0 rU
R291 c0 b10422 m173665.0 rW
R292 c0 b11046 m184087.0 rW
R293 c-2 b9760 m195133.0 rL
R294 c-1 b9270 m185373.0 rL
R295 c-1 b8810 m176103.0 rJ
R296 c-3 b7576 m189318.0 rL
R297 c-2 b8710 m174166.0 rB
R298 c-1 b8275 m165456.0 rH
R299 c0 b8940 m148906.0 rJ
R300 c0 b9744 m162316.0 rW
R301 c-2 b8605 m172060.0 rS
R302 c-2 b8390 m167757.5 rU
R303 c-2 b8810 m176147.5 rW
R304 c-2 b9250 m184957.5 rJ
R305 c-1 b9945 m198832.5 rU
R306 c-1 b10440 m208777.5 rW
R307 c-4 b6579 m219217.5 rU
R308 c-5 b6774 m225796.5 rL
R309 c-2 b10955 m219022.5 rU
R310 c-3 b9200 m229977.5 rL
R311 c-3 b8832 m220777.5 rL
R312 c-2 b10600 m211945.5 rL
R313 c-2 b10070 m201345.5 rL
R314 c-1 b9565 m191275.5 rS
R315 c-2 b9325 m186493.0 rL
R316 c0 b10074 m167843.0 rU
R317 c0 b12460 m177917.0 rS
R318 c0 b12019 m171687.0 rU
R319 c0 b11028 m183706.0 rU
R320 c-1 b10290 m205762.0 rJ
R321 c-1 b11060 m221197.0 rD
R322 c-4 b6636 m221197.0 rB
R323 c-3 b8584 m214561.0 rU
R324 c-5 b6696 m223145.0 rW
R325 c-4 b6897 m229841.0 rD
R326 c-3 b9196 m229841.0 rH
R327 c-2 b11035 m220645.0 rW
R328 c-1 b12140 m242715.0 rU
R329 c-2 b12745 m254855.0 rU
R330 c-3 b10704 m267600.0 rU
R331 c-3 b11136 m278304.0 rW
R332 c-3 b12024 m300576.0 rU
R333 c-4 b9741 m324624.0 rW
R334 c-4 b10032 m334365.0 rL
R335 c-6 b6488 m324333.0 rW
R336 c-6 b6618 m330821.0 rL
R337 c-6 b6486 m324203.0 rL
R338 c-5 b9534 m317717.0 rS
R339 c-5 b9390 m312950.0 rW
R340 c-4 b9672 m322340.0 rU
R341 c-2 b17085 m341684.0 rS
R342 c-1 b16660 m333141.5 rL
R343 c0 b17994 m299821.5 rW
R344 c0 b19074 m317815.5 rH
R345 c0 b17928 m298741.5 rU
R346 c-1 b15835 m316669.5 rB
R347 c-2 b15045 m300834.5 rH
R348 c-2 b14290 m285789.5 rL
R349 c-4 b8145 m271499.5 rB
R350 c-3 b10536 m263354.5 rW
R351 c-5 b8217 m273890.5 rW
R352 c-3 b11288 m282107.5 rL
R353 c-2 b13545 m270819.5 rD
R354 c-3 b10836 m270819.5 rL
R355 c-3 b10400 m259983.5 rW
R356 c-4 b8112 m270383.5 rB
R357 c-5 b7869 m262271.5 rW
R358 c-7 b5404 m270140.5 rU
R359 c-8 b2756 m275544.5 rS
R360 c-8 b2742 m274166.5 rL
R361 c-8 b2715 m271424.5 rL
R362 c-7 b5320 m265994.5 rU
R363 c-8 b2714 m271314.5 rW
R364 c-6 b5482 m274028.5 rU
R365 c-6 b5592 m279510.5 rW
R366 c-7 b5704 m285102.5 rW
R367 c-6 b5818 m290806.5 rL
R368 c-3 b11400 m284988.5 rL
R369 c-1 b13680 m273588.5 rL
R370 c0 b15600 m259908.5 rS
R371 c0 b15132 m252108.5 rB
R372 c-2 b11850 m236976.5 rL
R373 c-2 b11260 m225126.5 rD
R374 c-5 b6756 m225126.5 rL
R375 c-5 b6351 m211614.5 rL
R376 c-5 b6159 m205263.5 rU
R377 c-4 b6345 m211422.5 rW
R378 c-6 b4356 m217767.5 rW
R379 c-5 b6666 m222123.5 rW
R380 c-7 b4576 m228789.5 rL
R381 c-6 b4394 m219637.5 rW
R382 c-5 b6723 m224031.5 rB
R383 c-5 b6522 m217308.5 rL
R384 c-4 b6324 m210786.5 rD
R385 c-4 b6324 m210786.5 rU
R386 c-2 b10860 m217110.5 rL
R387 c-4 b6189 m206250.5 rL
R388 c-3 b8004 m200061.5 rL
R389 c-3 b7684 m192057.5 rU
R390 c-2 b9990 m199741.5 rU
R391 c-4 b6294 m209731.5 rL
R392 c-2 b10175 m203437.5 rD
R393 c-3 b8140 m203437.5 rW
R394 c-3 b8464 m211577.5 rU
R395 c-4 b6603 m220041.5 rU
R396 c-2 b11665 m233247.5 rB
R397 c-2 b11080 m221582.5 rJ
R398 c-4 b7149 m238202.5 rW
R399 c-6 b4908 m245351.5 rS
R400 c-6 b4858 m242897.5 rH
R401 c-6 b4762 m238039.5 rW
R402 c-7 b4858 m242801.5 rD
R403 c-3 b9716 m242801.5 rL
R404 c-2 b11170 m223369.5 rJ
R405 c-3 b9608 m240124.5 rL
R406 c-3 b9224 m230516.5 rW
R407 c-4 b7194 m239740.5 rH
R408 c-4 b6978 m232546.5 rD
R409 c-4 b6978 m232546.5 rL
R410 c-4 b6768 m225568.5 rW
R411 c-6 b4648 m232336.5 rS
R412 c-7 b4602 m230012.5 rD
R413 c-9 b2301 m230012.5 rU
R414 c-8 b2347 m234614.5 rL
R415 c-9 b2323 m232267.5 rU
R416 c-9 b2346 m234590.5 rD
R417 c-9 b2346 m234590.5 rL
R418 c-8 b2323 m232244.5 rL
R419 c-8 b2300 m229921.5 rU
R420 c-6 b4646 m232221.5 rW
R421 c-5 b7248 m241513.5 rH
R422 c-5 b7029 m234265.5 rW
R423 c-6 b4826 m241294.5 rL
R424 c-5 b7095 m236468.5 rS
R425 c-6 b4660 m232921.0 rL
R426 c-5 b6711 m223601.0 rD
R427 c-2 b11185 m223601.0 rB
R428 c-1 b10625 m212416.0 rL
R429 c-3 b8072 m201791.0 rH
R430 c-1 b9285 m185647.0 rD
R431 c-3 b7428 m185647.0 rL
R432 c-5 b5349 m178219.0 rU
R433 c-4 b5670 m188917.0 rS
R434 c-3 b7444 m186082.0 rW
R435 c-1 b9680 m193526.0 rU
R436 c-2 b10645 m212886.0 rL
R437 c-4 b6069 m202241.0 rU
