============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: X
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rU
R2 c0 b742 m10600 rU
R3 c1 b912 m11342 rW
R4 c1 b984 m12254 rU
R5 c0 b931 m13238 rJ
R6 c-1 b735 m14635 rU
R7 c-1 b770 m15370 rU
R8 c-1 b810 m16140 rW
R9 c-1 b850 m16950 rL
R10 c0 b966 m16100 rU
R11 c-2 b855 m17066 rW
R12 c-2 b900 m17921 rD
R13 c-4 b540 m17921 rS
R14 c-4 b531 m17651.0 rL
R15 c-4 b516 m17120.0 rW
R16 c-4 b531 m17636.0 rU
R17 c-3 b748 m18698.0 rL
R18 c-2 b865 m17202.0 rL
R19 c-1 b820 m16337.0 rB
R20 c-1 b780 m15517.0 rW
R21 c-2 b815 m16297.0 rS
R22 c-2 b795 m15889.5 rU
R23 c-2 b835 m16684.5 rS
R24 c-2 b815 m16267.0 rD
R25 c-3 b652 m16267.0 rW
R26 c-5 b510 m16919.0 rU
R27 c-4 b540 m17939.0 rH
R28 c-4 b522 m17399.0 rS
R29 c-4 b516 m17138.0 rU
R30 c-5 b531 m17654.0 rL
R31 c-5 b516 m17123.0 rU
R32 c-5 b531 m17639.0 rH
R33 c-4 b516 m17108.0 rD
R34 c-1 b860 m17108.0 rL
R35 c0 b978 m16248.0 rL
R36 c-1 b765 m15270.0 rJ
R37 c-1 b825 m16418.0 rL
R38 c-1 b780 m15593.0 rW
R39 c0 b1204 m17153.0 rU
R40 c0 b1176 m19561.0 rD
R41 c2 b1764 m19561.0 rH
R42 c2 b1602 m17797.0 rH
R43 c2 b1458 m16195.0 rL
R44 c4 b1480 m14737.0 rU
R45 c4 b1770 m17697.0 rU
R46 c6 b2145 m19467.0 rL
R47 c9 b2088 m17322.0 rL
R48 c9 b1584 m13146.0 rW
R49 c7 b1628 m14730.0 rW
R50 c8 b1968 m16358.0 rB
R51 c8 b1728 m14390.0 rW
R52 c6 b1782 m16118.0 rL
R53 c7 b1584 m14336.0 rB
R54 c6 b1408 m12752.0 rW
R55 c4 b1420 m14160.0 rL
R56 c4 b1280 m12740.0 rU
R57 c2 b1269 m14020.0 rJ
R58 c1 b1280 m15924.0 rU
R59 c0 b1211 m17204.0 rW
R60 c0 b1110 m18415.0 rL
R61 c2 b1566 m17305.0 rU
R62 c0 b1323 m18871.0 rW
R63 c1 b1616 m20194.0 rJ
R64 c0 b1362 m22618.0 rU
R65 c-1 b1200 m23980.0 rU
R66 c-3 b1008 m25180.0 rD
R67 c-2 b1260 m25180.0 rD
R68 c-1 b1260 m25180.0 rB
R69 c0 b1440 m23920.0 rL
R70 c1 b1800 m22480.0 rS
R71 c1 b1728 m21580.0 rW
R72 c0 b1638 m23308.0 rH
R73 c0 b1302 m21670.0 rW
R74 c0 b1380 m22972.0 rL
R75 c-2 b1080 m21592.0 rH
R76 c-1 b1030 m20512.0 rL
R77 c0 b1110 m18452.0 rU
R78 c0 b1449 m20672.0 rU
R79 c1 b1776 m22121.0 rL
R80 c5 b2040 m20345.0 rW
R81 c6 b2464 m22385.0 rB
R82 c4 b2000 m19921.0 rJ
R83 c4 b2300 m22921.0 rU
R84 c2 b2277 m25221.0 rL
R85 c1 b1840 m22944.0 rL
R86 c1 b1696 m21104.0 rU
R87 c1 b1824 m22800.0 rB
R88 c0 b1470 m20976.0 rL
R89 c-1 b980 m19506.0 rU
R90 c0 b1230 m20486.0 rW
R91 c0 b1308 m21716.0 rL
R92 c0 b1435 m20408.0 rB
R93 c0 b1330 m18973.0 rU
R94 c3 b1953 m21633.0 rS
R95 c2 b1863 m20656.5 rU
R96 c2 b2034 m22519.5 rW
R97 c0 b1722 m24553.5 rW
R98 c1 b2240 m27997.5 rJ
R99 c1 b2512 m31357.5 rW
R100 c3 b3276 m36381.5 rB
R101 c2 b2988 m33105.5 rL
R102 c1 b2416 m30117.5 rD
R103 c0 b1812 m30117.5 rW
R104 c0 b1920 m31929.5 rL
R105 c1 b2248 m28089.5 rU
R106 c1 b2432 m30337.5 rB
R107 c0 b1960 m27905.5 rL
R108 c1 b1920 m23985.5 rL
R109 c3 b1989 m22065.5 rS
R110 c2 b1899 m21071.0 rU
R111 c2 b2070 m22970.0 rS
R112 c1 b1760 m21935.0 rW
R113 c0 b1659 m23695.0 rW
R114 c0 b1778 m25354.0 rL
R115 c1 b1744 m21798.0 rB
R116 c2 b1809 m20054.0 rB
R117 c0 b1281 m18245.0 rU
R118 c0 b1372 m19526.0 rH
R119 c1 b1456 m18154.0 rL
R120 c0 b1002 m16698.0 rW
R121 c0 b1062 m17700.0 rW
R122 c-3 b752 m18762.0 rW
R123 c-3 b784 m19514.0 rU
R124 c-1 b1015 m20298.0 rS
R125 c-1 b990 m19790.5 rL
R126 c-2 b945 m18800.5 rW
R127 c0 b1188 m19745.5 rW
R128 c0 b1260 m20933.5 rL
R129 c-1 b985 m19673.5 rL
R130 c-2 b935 m18688.5 rB
R131 c-2 b890 m17753.5 rL
R132 c-2 b845 m16863.5 rW
R133 c-1 b890 m17708.5 rL
R134 c0 b1014 m16818.5 rS
R135 c0 b984 m16311.5 rD
R136 c-2 b820 m16311.5 rL
R137 c-2 b775 m15491.5 rW
R138 c0 b1197 m17041.5 rS
R139 c0 b990 m16443.0 rL
R140 c0 b1085 m15453.0 rW
R141 c-2 b830 m16538.0 rH
R142 c-3 b632 m15708.0 rU
R143 c-2 b850 m16972.0 rW
R144 c0 b1122 m18672.0 rL
R145 c0 b1232 m17550.0 rL
R146 c-1 b820 m16318.0 rL
R147 c0 b1029 m14678.0 rW
R148 c0 b1106 m15707.0 rU
R149 c2 b1620 m17919.0 rH
R150 c3 b1467 m16299.0 rU
R151 c3 b1602 m17766.0 rW
R152 c2 b1746 m19368.0 rB
R153 c1 b1416 m17622.0 rU
R154 c0 b1337 m19038.0 rD
R155 c1 b1528 m19038.0 rW
R156 c1 b1648 m20566.0 rH
R157 c0 b1330 m18918.0 rB
R158 c0 b1232 m17588.0 rL
R159 c0 b984 m16356.0 rB
R160 c-1 b770 m15372.0 rW
R161 c-2 b810 m16142.0 rU
R162 c-1 b890 m17762.0 rW
R163 c-2 b980 m19542.0 rU
R164 c-1 b1030 m20522.0 rU
R165 c-1 b1080 m21552.0 rU
R166 c-2 b1135 m22632.0 rL
R167 c-4 b645 m21497.0 rB
R168 c-5 b627 m20852.0 rJ
R169 c-6 b436 m21793.0 rL
R170 c-2 b1070 m21357.0 rL
R171 c-1 b1015 m20287.0 rS
R172 c-2 b990 m19779.5 rW
R173 c-1 b1090 m21759.5 rS
R174 c0 b1278 m21214.5 rL
R175 c1 b1600 m19936.5 rB
R176 c0 b1288 m18336.5 rB
R177 c0 b1197 m17048.5 rW
R178 c0 b1281 m18245.5 rU
R179 c-1 b980 m19526.5 rS
R180 c-2 b955 m19036.5 rW
R181 c-2 b1000 m19991.5 rL
R182 c-1 b950 m18991.5 rD
R183 c0 b1330 m18991.5 rW
R184 c0 b1428 m20321.5 rH
R185 c3 b1701 m18893.5 rU
R186 c0 b1442 m20594.5 rL
R187 c0 b1246 m17710.5 rU
R188 c0 b1140 m18956.5 rU
R189 c0 b1491 m21236.5 rH
R190 c0 b1386 m19745.5 rB
R191 c-1 b920 m18359.5 rH
R192 c-2 b875 m17439.5 rL
R193 c-1 b785 m15689.5 rH
R194 c-1 b750 m14904.5 rL
R195 c0 b852 m14154.5 rD
R196 c-1 b710 m14154.5 rJ
R197 c-1 b765 m15219.5 rU
R198 c-1 b840 m16749.5 rH
R199 c-1 b800 m15909.5 rB
R200 c-1 b760 m15109.5 rL
R201 c-3 b576 m14349.5 rL
R202 c0 b828 m13773.5 rS
R203 c-1 b670 m13359.5 rS
R204 c-1 b655 m13024.5 rU
R205 c-3 b548 m13679.5 rU
R206 c-2 b715 m14227.5 rD
R207 c-1 b715 m14227.5 rB
R208 c-1 b680 m13512.5 rB
R209 c-1 b645 m12832.5 rU
R210 c-3 b540 m13477.5 rU
R211 c-3 b564 m14017.5 rD
R212 c-2 b705 m14017.5 rJ
R213 c-1 b755 m15075.5 rW
R214 c0 b954 m15830.5 rU
R215 c0 b1176 m16784.5 rU
R216 c0 b1080 m17960.5 rS
R217 c0 b1225 m17420.5 rH
R218 c0 b972 m16195.5 rL
R219 c-1 b765 m15223.5 rJ
R220 c-3 b656 m16371.5 rL
R221 c0 b948 m15715.5 rU
R222 c-1 b835 m16663.5 rU
R223 c0 b1050 m17498.5 rW
R224 c0 b1116 m18548.5 rJ
R225 c0 b1218 m20222.5 rU
R226 c0 b1505 m21440.5 rU
R227 c0 b1380 m22945.5 rW
R228 c0 b1548 m25705.5 rU
R229 c-1 b1365 m27253.5 rL
R230 c0 b1554 m25888.5 rW
R231 c0 b1650 m27442.5 rD
R232 c1 b2200 m27442.5 rB
R233 c0 b1518 m25242.5 rJ
R234 c0 b1656 m27519.5 rU
R235 c1 b2336 m29175.5 rL
R236 c2 b2421 m26839.5 rW
R237 c1 b2344 m29260.5 rB
R238 c0 b1890 m26916.5 rJ
R239 c0 b1788 m29751.5 rU
R240 c-3 b1264 m31539.5 rD
R241 c-4 b948 m31539.5 rU
R242 c-3 b1300 m32487.5 rL
R243 c-2 b1560 m31187.5 rB
R244 c-2 b1485 m29627.5 rL
R245 c-2 b1335 m26657.5 rU
R246 c-2 b1400 m27992.5 rB
R247 c-3 b1064 m26592.5 rH
R248 c-3 b1024 m25528.5 rL
R249 c-3 b984 m24504.5 rB
R250 c-3 b944 m23520.5 rU
R251 c-2 b1225 m24464.5 rU
R252 c-1 b1285 m25689.5 rS
R253 c-1 b1255 m25047.0 rD
R254 c-1 b1255 m25047.0 rD
R255 c0 b1506 m25047.0 rL
R256 c0 b1326 m22035.0 rW
R257 c1 b1872 m23361.0 rH
R258 c0 b1505 m21489.0 rL
R259 c0 b1400 m19984.0 rH
R260 c-1 b930 m18584.0 rL
R261 c0 b1062 m17654.0 rL
R262 c0 b996 m16592.0 rB
R263 c0 b936 m15596.0 rU
R264 c-1 b830 m16532.0 rU
R265 c0 b1044 m17362.0 rL
R266 c0 b1148 m16318.0 rB
R267 c-1 b760 m15170.0 rW
R268 c0 b960 m15930.0 rW
R269 c-1 b845 m16890.0 rB
R270 c-3 b644 m16045.0 rU
R271 c-3 b668 m16689.0 rU
R272 c-4 b522 m17357.0 rL
R273 c-2 b845 m16835.0 rD
R274 c0 b1014 m16835.0 rH
R275 c0 b954 m15821.0 rU
R276 c1 b1424 m17729.0 rS
R277 c0 b1197 m17017.0 rW
R278 c0 b1098 m18214.0 rU
R279 c-1 b970 m19312.0 rB
R280 c-1 b920 m18342.0 rW
R281 c-2 b965 m19262.0 rJ
R282 c-2 b1040 m20710.0 rL
R283 c-3 b748 m18630.0 rJ
R284 c-5 b594 m19752.0 rB
R285 c-5 b576 m19158.0 rU
R286 c-5 b594 m19734.0 rB
R287 c-5 b576 m19140.0 rL
R288 c-5 b558 m18564.0 rW
R289 c-6 b384 m19122.0 rH
R290 c-4 b564 m18738.0 rU
R291 c-4 b582 m19302.0 rU
R292 c-5 b597 m19884.0 rL
R293 c-4 b561 m18690.0 rB
R294 c-3 b728 m18129.0 rJ
R295 c-5 b579 m19221.0 rL
R296 c-5 b561 m18642.0 rL
R297 c-2 b880 m17520.0 rW
R298 c-3 b736 m18400.0 rW
R299 c0 b1194 m19872.0 rW
R300 c0 b1266 m21066.0 rL
R301 c0 b1386 m19800.0 rL
R302 c0 b1295 m18414.0 rL
R303 c0 b1032 m17119.0 rW
R304 c-1 b910 m18151.0 rL
R305 c0 b1038 m17241.0 rW
R306 c-1 b915 m18279.0 rB
R307 c-2 b870 m17364.0 rW
R308 c0 b1098 m18234.0 rU
R309 c-3 b776 m19332.0 rD
R310 c-1 b970 m19332.0 rH
R311 c-1 b920 m18362.0 rW
R312 c0 b1351 m19282.0 rU
R313 c0 b1449 m20633.0 rL
R314 c0 b1344 m19184.0 rB
R315 c0 b1074 m17840.0 rH
R316 c-2 b840 m16766.0 rB
R317 c-3 b640 m15926.0 rL
R318 c0 b918 m15286.0 rL
R319 c0 b1008 m14368.0 rS
R320 c0 b834 m13864.0 rW
R321 c0 b1029 m14698.0 rJ
R322 c0 b978 m16242.0 rW
R323 c0 b1274 m18198.0 rH
R324 c0 b1190 m16924.0 rW
R325 c0 b1092 m18114.0 rL
R326 c0 b1197 m17022.0 rW
R327 c0 b1098 m18219.0 rB
R328 c-1 b860 m17121.0 rB
R329 c-1 b815 m16261.0 rL
R330 c-2 b775 m15446.0 rW
R331 c-2 b815 m16221.0 rH
R332 c-3 b620 m15406.0 rH
R333 c-2 b740 m14786.0 rL
R334 c-2 b705 m14046.0 rL
R335 c-2 b670 m13341.0 rW
R336 c0 b882 m14681.0 rU
R337 c-1 b780 m15563.0 rL
R338 c1 b1184 m14783.0 rU
R339 c1 b1280 m15967.0 rW
R340 c0 b1038 m17247.0 rS
R341 c0 b1008 m16728.0 rW
R342 c-1 b890 m17736.0 rS
R343 c-1 b865 m17291.0 rL
R344 c0 b1092 m15561.0 rU
R345 c1 b1336 m16653.0 rU
R346 c0 b1260 m17989.0 rJ
R347 c0 b1393 m19879.0 rL
R348 c1 b1480 m18486.0 rW
R349 c4 b2150 m21446.0 rB
R350 c4 b1930 m19296.0 rL
R351 c4 b1740 m17366.0 rW
R352 c4 b1920 m19106.0 rW
R353 c3 b1899 m21026.0 rU
R354 c3 b2070 m22925.0 rB
R355 c3 b1881 m20855.0 rW
R356 c3 b2223 m24617.0 rD
R357 c3 b2223 m24617.0 rW
R358 c2 b2421 m26840.0 rU
R359 c3 b2853 m31682.0 rB
R360 c3 b2601 m28829.0 rJ
R361 c2 b2952 m32731.0 rW
R362 c1 b2856 m35683.0 rH
R363 c1 b2632 m32827.0 rU
R364 c1 b2840 m35459.0 rU
R365 c0 b2681 m38299.0 rU
R366 c2 b3690 m40980.0 rS
R367 c1 b3136 m39135.0 rL
R368 c2 b3240 m35999.0 rU
R369 c2 b3537 m39239.0 rD
R370 c2 b3537 m39239.0 rH
R371 c4 b3220 m32165.0 rW
R372 c4 b3870 m38605.0 rJ
R373 c3 b4005 m44410.0 rU
R374 c2 b4365 m48415.0 rU
R375 c3 b4752 m52780.0 rU
R376 c3 b5184 m57532.0 rB
R377 c2 b4716 m52348.0 rJ
R378 c1 b4760 m59422.0 rU
R379 c2 b5778 m64182.0 rB
R380 c3 b5265 m58404.0 rL
R381 c5 b5320 m53139.0 rU
R382 c4 b5850 m58459.0 rW
R383 c5 b7020 m70159.0 rB
R384 c5 b6320 m63139.0 rL
R385 c5 b5690 m56819.0 rB
R386 c4 b5120 m51129.0 rU
R387 c4 b5630 m56249.0 rU
R388 c6 b7436 m67509.0 rL
R389 c6 b6611 m60073.0 rH
R390 c6 b5885 m53462.0 rJ
R391 c5 b6230 m62290.0 rW
R392 c2 b6174 m68520.0 rH
R393 c1 b4992 m62346.0 rS
R394 c1 b4792 m59850.0 rW
R395 c1 b5176 m64642.0 rL
R396 c2 b5355 m59466.0 rL
R397 c3 b4878 m54111.0 rU
R398 c2 b5310 m58989.0 rB
R399 c3 b4833 m53679.0 rU
R400 c3 b5706 m63345.0 rW
R401 c5 b6910 m69051.0 rW
R402 c7 b9119 m82871.0 rU
R403 c6 b10120 m91990.0 rU
R404 c7 b11242 m102110.0 rL
R405 c7 b9999 m90868.0 rU
R406 c8 b12108 m100867.0 rJ
R407 c7 b13101 m119029.0 rU
R408 c8 b15864 m132130.0 rL
R409 c9 b12060 m100402.0 rU
R410 c7 b12375 m112462.0 rH
R411 c5 b10010 m100087.0 rW
R412 c5 b11010 m110097.0 rL
R413 c4 b9910 m99087.0 rS
R414 c3 b8478 m94132.0 rB
R415 c4 b8570 m85654.0 rU
R416 c6 b11308 m102794.0 rW
R417 c5 b11420 m114102.0 rL
R418 c6 b11297 m102682.0 rH
R419 c6 b10054 m91385.0 rL
R420 c6 b8954 m81331.0 rB
R421 c6 b7964 m72377.0 rL
R422 c6 b6215 m56449.0 rU
R423 c6 b6897 m62664.0 rU
R424 c6 b7656 m69561.0 rL
R425 c8 b7440 m61905.0 rW
R426 c10 b8328 m69345.0 rL
R427 c8 b7332 m61017.0 rU
R428 c9 b8208 m68349.0 rW
R429 c7 b8426 m76557.0 rU
R430 c6 b9350 m84983.0 rU
R431 c5 b9440 m94333.0 rB
R432 c4 b8490 m84893.0 rL
R433 c4 b7650 m76403.0 rU
R434 c4 b8410 m84053.0 rL
R435 c4 b7570 m75643.0 rW
R436 c5 b8330 m83213.0 rJ
R437 c4 b9580 m95708.0 rU
R438 c5 b10530 m105288.0 rU
R439 c4 b11590 m115818.0 rD
R440 c3 b10431 m115818.0 rU
R441 c3 b12303 m136680.0 rH
R442 c4 b12440 m124377.0 rU
R443 c6 b15059 m136817.0 rJ
R444 c7 b17545 m159406.0 rW
R445 c7 b19470 m176951.0 rH
R446 c5 b15750 m157481.0 rS
R447 c4 b14970 m149606.0 rW
R448 c4 b17960 m179546.0 rB
R449 c4 b16160 m161586.0 rH
R450 c4 b14550 m145426.0 rS
