============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: X
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rL
R2 c0 b564 m9400 rJ
R3 c-1 b515 m10246 rU
R4 c-1 b540 m10761 rU
R5 c-1 b595 m11841 rW
R6 c-1 b655 m13031 rU
R7 c-3 b548 m13686 rL
R8 c-4 b396 m13138 rL
R9 c-5 b384 m12742 rW
R10 c-4 b408 m13510 rL
R11 c-3 b528 m13102 rL
R12 c-2 b630 m12574 rU
R13 c-2 b665 m13204 rL
R14 c0 b756 m12539 rS
R15 c-1 b610 m12161.0 rU
R16 c0 b804 m13381.0 rL
R17 c1 b944 m11773.0 rU
R18 c2 b1152 m12717.0 rW
R19 c1 b1112 m13869.0 rS
R20 c1 b1072 m13313.0 rB
R21 c1 b984 m12241.0 rD
R22 c0 b861 m12241.0 rL
R23 c2 b1026 m11380.0 rW
R24 c0 b750 m12406.0 rH
R25 c0 b702 m11656.0 rU
R26 c0 b917 m13060.0 rB
R27 c0 b854 m12143.0 rU
R28 c0 b910 m12997.0 rW
R29 c0 b840 m13907.0 rU
R30 c0 b888 m14747.0 rB
R31 c-1 b695 m13859.0 rU
R32 c-1 b765 m15249.0 rL
R33 c-2 b725 m14484.0 rL
R34 c-2 b655 m13034.0 rW
R35 c-1 b685 m13689.0 rL
R36 c0 b786 m13004.0 rU
R37 c1 b1168 m14576.0 rJ
R38 c1 b1312 m16328.0 rW
R39 c1 b1416 m17640.0 rS
R40 c1 b1360 m16932.0 rD
R41 c0 b1190 m16932.0 rU
R42 c0 b1092 m18122.0 rB
R43 c-1 b855 m17030.0 rL
R44 c0 b972 m16175.0 rS
R45 c-1 b785 m15689.0 rU
R46 c0 b990 m16474.0 rU
R47 c-2 b875 m17464.0 rL
R48 c0 b996 m16589.0 rL
R49 c0 b1092 m15593.0 rU
R50 c2 b1602 m17777.0 rH
R51 c1 b1296 m16175.0 rU
R52 c2 b1575 m17471.0 rU
R53 c2 b1719 m19046.0 rJ
R54 c2 b1953 m21625.0 rU
R55 c3 b2124 m23578.0 rH
R56 c2 b1935 m21454.0 rW
R57 c3 b2106 m23389.0 rW
R58 c1 b2040 m25495.0 rH
R59 c0 b1645 m23455.0 rW
R60 c0 b1757 m25100.0 rH
R61 c2 b1944 m21586.0 rW
R62 c1 b1888 m23530.0 rL
R63 c1 b1584 m19754.0 rU
R64 c0 b1498 m21338.0 rU
R65 c0 b1603 m22836.0 rW
R66 c0 b1470 m24439.0 rS
R67 c-1 b1190 m23704.0 rL
R68 c-2 b1130 m22514.0 rL
R69 c-2 b1070 m21384.0 rU
R70 c-3 b900 m22454.0 rU
R71 c-3 b936 m23354.0 rU
R72 c-2 b1215 m24290.0 rW
R73 c-1 b1280 m25505.0 rS
R74 c-2 b1245 m24865.0 rD
R75 c-1 b1245 m24865.0 rB
R76 c-1 b1185 m23620.0 rU
R77 c1 b1992 m24805.0 rB
R78 c0 b1603 m22813.0 rW
R79 c0 b1470 m24416.0 rL
R80 c-1 b1150 m22946.0 rH
R81 c0 b1308 m21796.0 rS
R82 c-1 b1060 m21142.0 rU
R83 c-1 b1115 m22202.0 rL
R84 c-1 b1055 m21087.0 rJ
R85 c-1 b1135 m22670.0 rH
R86 c-3 b864 m21535.0 rD
R87 c-1 b1080 m21535.0 rB
R88 c-2 b1025 m20455.0 rU
R89 c-3 b860 m21480.0 rW
R90 c-2 b1120 m22340.0 rU
R91 c-2 b1175 m23460.0 rH
R92 c-2 b1115 m22285.0 rH
R93 c-1 b1005 m20055.0 rW
R94 c0 b1266 m21060.0 rB
R95 c-1 b990 m19794.0 rH
R96 c-1 b945 m18804.0 rW
R97 c-3 b792 m19749.0 rU
R98 c-2 b1070 m21333.0 rU
R99 c-4 b675 m22403.0 rW
R100 c-2 b1190 m23753.0 rW
R101 c-1 b1250 m24943.0 rJ
R102 c-2 b1345 m26818.0 rL
R103 c-1 b1275 m25473.0 rW
R104 c-3 b1072 m26748.0 rS
R105 c-4 b789 m26212.0 rL
R106 c-5 b765 m25423.0 rL
R107 c-5 b741 m24658.0 rD
R108 c-5 b741 m24658.0 rD
R109 c-5 b741 m24658.0 rU
R110 c-5 b762 m25399.0 rH
R111 c-2 b1235 m24637.0 rS
R112 c-2 b1205 m24019.5 rL
R113 c-2 b1145 m22814.5 rL
R114 c-1 b1085 m21669.5 rU
R115 c-1 b1140 m22754.5 rW
R116 c-2 b1195 m23894.5 rU
R117 c-2 b1255 m25089.5 rW
R118 c-3 b1056 m26344.5 rH
R119 c-2 b1265 m25288.5 rW
R120 c-2 b1330 m26553.5 rL
R121 c-2 b1265 m25223.5 rS
R122 c-1 b1230 m24591.0 rU
R123 c0 b1626 m27051.0 rU
R124 c-2 b1435 m28677.0 rU
R125 c-5 b906 m30112.0 rU
R126 c-3 b1280 m31924.0 rS
R127 c-4 b939 m31284.0 rU
R128 c-3 b1328 m33162.0 rL
R129 c-2 b1530 m30506.0 rH
R130 c-4 b870 m28976.0 rU
R131 c-3 b1232 m30716.0 rB
R132 c-4 b885 m29484.0 rL
R133 c-3 b1144 m28599.0 rW
R134 c-1 b1490 m29743.0 rU
R135 c-2 b1565 m31233.0 rW
R136 c-2 b1640 m32798.0 rW
R137 c-1 b1725 m34438.0 rD
R138 c-1 b1725 m34438.0 rB
R139 c-1 b1640 m32713.0 rB
R140 c-1 b1555 m31073.0 rU
R141 c-1 b1635 m32628.0 rL
R142 c-1 b1550 m30993.0 rL
R143 c-2 b1475 m29443.0 rH
R144 c-1 b1400 m27968.0 rL
R145 c0 b1596 m26568.0 rL
R146 c0 b1750 m24972.0 rB
R147 c0 b1631 m23222.0 rH
R148 c-1 b1080 m21591.0 rL
R149 c1 b1648 m20511.0 rH
R150 c0 b1323 m18863.0 rW
R151 c0 b1414 m20186.0 rL
R152 c0 b1128 m18772.0 rW
R153 c-2 b995 m19900.0 rL
R154 c0 b1140 m18905.0 rS
R155 c0 b1104 m18335.0 rU
R156 c-1 b975 m19439.0 rW
R157 c-1 b1025 m20414.0 rS
R158 c-1 b1000 m19901.5 rD
R159 c-1 b1000 m19901.5 rU
R160 c-3 b840 m20901.5 rJ
R161 c-1 b1110 m22161.5 rS
R162 c0 b1302 m21606.5 rU
R163 c-1 b1150 m22908.5 rL
R164 c0 b1308 m21758.5 rL
R165 c-2 b1025 m20450.5 rL
R166 c0 b1110 m18400.5 rU
R167 c0 b1176 m19510.5 rU
R168 c0 b1314 m21862.5 rH
R169 c-1 b1030 m20548.5 rL
R170 c0 b1110 m18488.5 rB
R171 c0 b1218 m17378.5 rU
R172 c0 b1194 m19814.5 rU
R173 c0 b1561 m22202.5 rB
R174 c0 b1449 m20641.5 rB
R175 c0 b1152 m19192.5 rU
R176 c-1 b1020 m20344.5 rS
R177 c0 b1194 m19834.5 rD
R178 c-3 b796 m19834.5 rW
R179 c-2 b1075 m21426.5 rL
R180 c-2 b1020 m20351.5 rD
R181 c-2 b1020 m20351.5 rL
R182 c-1 b970 m19331.5 rW
R183 c-2 b1020 m20301.5 rL
R184 c-2 b965 m19281.5 rL
R185 c-2 b920 m18316.5 rW
R186 c-3 b772 m19236.5 rS
R187 c-1 b945 m18850.5 rH
R188 c-3 b720 m17905.5 rU
R189 c-3 b748 m18625.5 rL
R190 c-1 b895 m17877.5 rU
R191 c-1 b985 m19667.5 rW
R192 c-2 b1035 m20652.5 rW
R193 c0 b1302 m21687.5 rU
R194 c0 b1458 m24291.5 rL
R195 c-1 b1145 m22833.5 rU
R196 c-1 b1200 m23978.5 rB
R197 c-2 b1140 m22778.5 rJ
R198 c-4 b735 m24488.5 rU
R199 c-6 b506 m25223.5 rU
R200 c-7 b516 m25729.5 rL
R201 c-6 b494 m24697.5 rL
R202 c-8 b243 m24203.5 rW
R203 c-7 b490 m24446.5 rU
R204 c-7 b510 m25426.5 rU
R205 c-7 b520 m25936.5 rU
R206 c-7 b530 m26456.5 rU
R207 c-7 b540 m26986.5 rS
R208 c-7 b536 m26716.5 rS
R209 c-7 b530 m26448.5 rU
R210 c-5 b828 m27508.5 rU
R211 c-5 b852 m28336.5 rS
R212 c-5 b840 m27910.5 rU
R213 c-7 b576 m28750.5 rU
R214 c-5 b900 m29902.5 rS
R215 c-5 b885 m29452.5 rW
R216 c-4 b912 m30337.5 rU
R217 c-3 b1252 m31249.5 rW
R218 c-2 b1630 m32501.5 rD
R219 c-3 b1304 m32501.5 rL
R220 c-5 b936 m31197.5 rL
R221 c-5 b909 m30261.5 rW
R222 c-7 b624 m31170.5 rW
R223 c-9 b318 m31794.5 rL
R224 c-7 b630 m31476.5 rB
R225 c-9 b309 m30846.5 rB
R226 c-10 b306 m30537.5 rU
R227 c-7 b618 m30843.5 rU
R228 c-7 b630 m31461.5 rW
R229 c-8 b321 m32091.5 rL
R230 c-6 b630 m31449.5 rU
R231 c-7 b642 m32079.5 rU
R232 c-5 b984 m32721.5 rW
R233 c-3 b1388 m34689.5 rL
R234 c-1 b1600 m31913.5 rU
R235 c-3 b1344 m33513.5 rW
R236 c-3 b1396 m34857.5 rU
R237 c-2 b1815 m36253.5 rU
R238 c-1 b1905 m38068.5 rS
R239 c0 b2232 m37116.0 rW
R240 c-1 b1970 m39348.0 rB
R241 c-3 b1496 m37378.0 rH
R242 c-1 b1795 m35882.0 rU
R243 c-1 b1885 m37677.0 rB
R244 c-2 b1790 m35792.0 rW
R245 c-4 b1128 m37582.0 rD
R246 c-3 b1504 m37582.0 rJ
R247 c-4 b1197 m39838.0 rW
R248 c-6 b822 m41035.0 rB
R249 c-7 b806 m40213.0 rL
R250 c-7 b790 m39407.0 rU
R251 c-6 b804 m40197.0 rU
R252 c-4 b1233 m41001.0 rU
R253 c-4 b1269 m42234.0 rU
R254 c-5 b1308 m43503.0 rS
R255 c-5 b1287 m42849.0 rL
R256 c-3 b1664 m41562.0 rW
R257 c-5 b1299 m43226.0 rW
R258 c-5 b1338 m44525.0 rU
R259 c-6 b918 m45863.0 rU
R260 c-7 b936 m46781.0 rB
R261 c-5 b1377 m45845.0 rU
R262 c-5 b1419 m47222.0 rL
R263 c-4 b1332 m44384.0 rH
R264 c-5 b1293 m43052.0 rW
R265 c-8 b444 m44345.0 rB
R266 c-7 b880 m43901.0 rU
R267 c-7 b896 m44781.0 rB
R268 c-8 b439 m43885.0 rL
R269 c-8 b435 m43446.0 rL
R270 c-6 b862 m43011.0 rB
R271 c-7 b844 m42149.0 rH
R272 c-5 b1215 m40461.0 rS
R273 c-4 b1197 m39853.5 rU
R274 c-3 b1692 m42247.5 rH
R275 c-1 b1945 m38863.5 rU
R276 c-1 b2045 m40808.5 rU
R277 c-1 b2145 m42853.5 rH
R278 c0 b2448 m40708.5 rH
R279 c-4 b1149 m38260.5 rL
R280 c-4 b1116 m37111.5 rU
R281 c-6 b766 m38227.5 rL
R282 c-4 b1125 m37461.5 rL
R283 c-3 b1456 m36336.5 rB
R284 c-3 b1396 m34880.5 rU
R285 c-5 b1089 m36276.5 rL
R286 c-2 b1760 m35187.5 rW
R287 c-3 b1480 m36947.5 rW
R288 c-5 b1155 m38427.5 rD
R289 c-4 b1155 m38427.5 rU
R290 c-5 b1188 m39582.5 rS
R291 c-5 b1170 m38988.5 rU
R292 c-5 b1206 m40158.5 rH
R293 c-4 b1134 m37746.5 rU
R294 c-4 b1167 m38880.5 rJ
R295 c-3 b1628 m40631.5 rS
R296 c-2 b1995 m39817.5 rB
R297 c-3 b1516 m37822.5 rH
R298 c-1 b1820 m36306.5 rL
R299 c0 b2415 m34486.5 rU
R300 c0 b2364 m39316.5 rW
R301 c1 b3528 m44044.5 rS
R302 c1 b3384 m42280.5 rW
R303 c0 b2742 m45664.5 rU
R304 c-2 b2425 m48406.5 rL
R305 c-1 b2300 m45981.5 rB
R306 c-1 b2185 m43681.5 rU
R307 c-2 b2295 m45866.5 rL
R308 c-2 b2180 m43571.5 rL
R309 c-2 b2070 m41391.5 rD
R310 c0 b2484 m41391.5 rU
R311 c0 b3073 m43875.5 rU
R312 c-2 b2350 m46948.5 rU
R313 c-3 b1972 m49298.5 rL
R314 c-3 b1896 m47326.5 rH
R315 c-5 b1308 m43534.5 rB
R316 c-5 b1269 m42226.5 rB
R317 c-5 b1230 m40957.5 rU
R318 c-8 b422 m42187.5 rW
R319 c-8 b427 m42609.5 rS
R320 c-8 b424 m42396.0 rL
R321 c-6 b840 m41972.0 rH
R322 c-3 b1648 m41132.0 rW
R323 c-2 b2225 m44428.0 rD
R324 c-2 b2225 m44428.0 rW
R325 c-2 b2335 m46653.0 rD
R326 c-3 b1868 m46653.0 rL
R327 c-4 b1344 m44785.0 rW
R328 c-6 b924 m46129.0 rS
R329 c-6 b914 m45667.0 rD
R330 c-4 b1371 m45667.0 rU
R331 c-5 b1413 m47038.0 rS
R332 c-6 b928 m46331.5 rU
R333 c-6 b946 m47259.5 rH
R334 c-3 b1856 m46313.5 rB
R335 c-2 b2225 m44457.5 rD
R336 c-3 b1780 m44457.5 rL
R337 c-1 b2135 m42677.5 rU
R338 c-1 b2245 m44812.5 rS
R339 c-2 b2185 m43690.0 rB
R340 c-3 b1664 m41505.0 rU
R341 c-2 b2245 m44833.0 rU
R342 c-2 b2355 m47078.0 rW
R343 c-1 b2475 m49433.0 rL
R344 c-3 b1880 m46958.0 rJ
R345 c-4 b1494 m49778.0 rW
R346 c-5 b1539 m51272.0 rU
R347 c-3 b2116 m52811.0 rD
R348 c-3 b2116 m52811.0 rL
R349 c-2 b2535 m50695.0 rU
R350 c-3 b2132 m53230.0 rL
R351 c-4 b1533 m51098.0 rU
R352 c-4 b1581 m52631.0 rH
R353 c-3 b1980 m49469.0 rJ
R354 c-2 b2625 m52439.0 rU
R355 c0 b3306 m55064.0 rU
R356 c-2 b2920 m58370.0 rL
R357 c-2 b2775 m55450.0 rU
R358 c-2 b2915 m58225.0 rU
R359 c0 b3672 m61140.0 rL
R360 c-2 b2875 m57468.0 rL
R361 c-1 b2590 m51718.0 rD
R362 c0 b3108 m51718.0 rD
R363 c-3 b2072 m51718.0 rU
R364 c-4 b1614 m53790.0 rL
R365 c-5 b1566 m52176.0 rW
R366 c-4 b1614 m53742.0 rU
R367 c-2 b2770 m55356.0 rU
R368 c-3 b2328 m58126.0 rU
R369 c-2 b3025 m60454.0 rW
R370 c-1 b3330 m66504.0 rL
R371 c-1 b2995 m59844.0 rS
R372 c-1 b2920 m58346.5 rL
R373 c-4 b1665 m55426.5 rW
R374 c-3 b2284 m57091.5 rU
R375 c-3 b2376 m59375.5 rW
R376 c-3 b2472 m61751.5 rW
R377 c-3 b2572 m64223.5 rS
R378 c-4 b1890 m62937.5 rU
R379 c-3 b2596 m64827.5 rU
R380 c-4 b2025 m67423.5 rU
R381 c-4 b2085 m69448.5 rS
R382 c-4 b2055 m68406.0 rL
R383 c-4 b1992 m66351.0 rW
R384 c-4 b2052 m68343.0 rW
R385 c-5 b2112 m70395.0 rD
R386 c-5 b2112 m70395.0 rW
R387 c-5 b2178 m72507.0 rL
R388 c-6 b1364 m68151.0 rW
R389 c-5 b2127 m70879.0 rW
R390 c-6 b1462 m73006.0 rU
R391 c-7 b1490 m74468.0 rB
R392 c-5 b2190 m72978.0 rL
R393 c-4 b2058 m68598.0 rB
R394 c-5 b1998 m66540.0 rB
R395 c-5 b1938 m64542.0 rS
R396 c-6 b1272 m63573.0 rW
R397 c-5 b1947 m64845.0 rU
R398 c-5 b2004 m66792.0 rD
R399 c-6 b1336 m66792.0 rU
R400 c-5 b2085 m69464.0 rS
R401 c-5 b2055 m68421.5 rU
R402 c-7 b1410 m70476.5 rL
R403 c-8 b691 m69066.5 rW
R404 c-7 b1410 m70448.5 rB
R405 c-7 b1382 m69038.5 rS
R406 c-7 b1368 m68347.5 rH
R407 c-6 b1340 m66979.5 rU
R408 c-6 b1368 m68319.5 rW
R409 c-6 b1394 m69687.5 rS
R410 c-6 b1380 m68990.5 rW
R411 c-5 b2154 m71750.5 rB
R412 c-6 b1392 m69596.5 rW
R413 c-6 b1420 m70988.5 rL
R414 c-6 b1392 m69568.5 rJ
R415 c-7 b1434 m71656.5 rU
R416 c-9 b731 m73090.5 rU
R417 c-8 b739 m73821.5 rU
R418 c-8 b753 m75299.5 rL
R419 c-10 b746 m74546.5 rL
R420 c-8 b739 m73800.5 rU
R421 c-6 b1492 m74539.5 rH
R422 c-7 b1462 m73047.5 rH
R423 c-4 b2148 m71585.5 rB
R424 c-4 b2085 m69437.5 rH
R425 c-3 b2696 m67352.5 rU
R426 c-4 b2103 m70048.5 rL
R427 c-6 b1360 m67945.5 rL
R428 c-5 b1998 m66585.5 rH
R429 c-4 b1938 m64587.5 rL
R430 c-3 b2508 m62649.5 rL
R431 c-3 b2308 m57633.5 rJ
R432 c-3 b2444 m61095.5 rB
R433 c-3 b2348 m58651.5 rU
R434 c-4 b1830 m60999.5 rL
R435 c-2 b2870 m57339.5 rL
R436 c-3 b2180 m54469.5 rW
R437 c-5 b1701 m56649.5 rL
R438 c-4 b1650 m54948.5 rL
R439 c-1 b2665 m53298.5 rW
