============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: X
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rB
R2 c-1 b470 m9400 rB
R3 c0 b540 m8930 rL
R4 c-1 b420 m8390 rL
R5 c-1 b380 m7550 rH
R6 c-1 b360 m7170 rL
R7 c-1 b345 m6810 rW
R8 c0 b525 m7500 rW
R9 c0 b567 m8025 rU
R10 c1 b736 m9159 rL
R11 c0 b510 m8423 rW
R12 c-1 b450 m8933 rU
R13 c-1 b495 m9833 rS
R14 c-1 b480 m9585.5 rJ
R15 c-3 b416 m10305.5 rS
R16 c-3 b404 m10097.5 rW
R17 c-3 b440 m10905.5 rD
R18 c-2 b550 m10905.5 rU
R19 c-1 b575 m11455.5 rH
R20 c0 b728 m10305.5 rJ
R21 c0 b798 m11397.5 rU
R22 c0 b732 m12195.5 rB
R23 c0 b690 m11463.5 rS
R24 c-1 b560 m11118.5 rU
R25 c0 b702 m11678.5 rS
R26 c-1 b570 m11327.5 rL
R27 c0 b612 m10187.5 rW
R28 c0 b648 m10799.5 rS
R29 c-1 b525 m10475.5 rS
R30 c-1 b515 m10213.0 rU
R31 c-1 b565 m11243.0 rU
R32 c-1 b595 m11808.0 rB
R33 c-1 b565 m11213.0 rB
R34 c-1 b535 m10648.0 rL
R35 c0 b612 m10113.0 rD
R36 c0 b714 m10113.0 rU
R37 c0 b654 m10827.0 rL
R38 c-2 b510 m10173.0 rL
R39 c-3 b388 m9663.0 rD
R40 c-2 b485 m9663.0 rH
R41 c-3 b368 m9178.0 rL
R42 c-2 b425 m8442.0 rW
R43 c0 b623 m8867.0 rU
R44 c0 b665 m9490.0 rL
R45 c1 b712 m8825.0 rL
R46 c2 b738 m8113.0 rJ
R47 c0 b651 m9220.0 rS
R48 c0 b623 m8894.5 rD
R49 c0 b534 m8894.5 rD
R50 c1 b712 m8894.5 rU
R51 c1 b832 m10318.5 rS
R52 c0 b700 m9902.5 rU
R53 c1 b912 m11302.5 rJ
R54 c2 b1143 m12670.5 rL
R55 c2 b1044 m11527.5 rW
R56 c1 b1008 m12571.5 rB
R57 c0 b812 m11563.5 rU
R58 c0 b744 m12375.5 rD
R59 c1 b992 m12375.5 rB
R60 c0 b798 m11383.5 rB
R61 c1 b848 m10585.5 rD
R62 c0 b742 m10585.5 rU
R63 c0 b684 m11327.5 rU
R64 c0 b726 m12011.5 rH
R65 c1 b904 m11285.5 rU
R66 c0 b732 m12189.5 rS
R67 c0 b714 m11823.5 rW
R68 c2 b1197 m13251.5 rL
R69 c2 b1089 m12054.5 rB
R70 c1 b880 m10965.5 rU
R71 c1 b952 m11845.5 rW
R72 c1 b1024 m12797.5 rU
R73 c0 b973 m13821.5 rL
R74 c0 b774 m12848.5 rJ
R75 c0 b846 m14009.5 rJ
R76 c-1 b765 m15278.5 rH
R77 c0 b828 m13748.5 rB
R78 c0 b780 m12920.5 rL
R79 c1 b976 m12140.5 rD
R80 c1 b976 m12140.5 rU
R81 c0 b924 m13116.5 rL
R82 c0 b854 m12192.5 rH
R83 c0 b684 m11338.5 rU
R84 c0 b847 m12022.5 rL
R85 c2 b1008 m11175.5 rJ
R86 c1 b1016 m12687.5 rW
R87 c0 b828 m13703.5 rU
R88 c2 b1386 m15359.5 rU
R89 c0 b1176 m16745.5 rS
R90 c0 b972 m16157.5 rJ
R91 c0 b1062 m17615.5 rS
R92 c0 b1026 m17084.5 rJ
R93 c-1 b935 m18623.5 rB
R94 c-1 b885 m17688.5 rD
R95 c-4 b531 m17688.5 rJ
R96 c-4 b555 m18485.5 rU
R97 c-3 b764 m19040.5 rB
R98 c-2 b915 m18276.5 rW
R99 c-2 b960 m19191.5 rW
R100 c-1 b1010 m20151.5 rL
R101 c0 b1092 m18131.5 rL
R102 c1 b1368 m17039.5 rW
R103 c1 b1480 m18407.5 rS
R104 c1 b1416 m17667.5 rW
R105 c0 b1146 m19083.5 rU
R106 c1 b1624 m20229.5 rB
R107 c1 b1496 m18605.5 rS
R108 c1 b1432 m17857.5 rL
R109 c1 b1320 m16425.5 rB
R110 c0 b1064 m15105.5 rL
R111 c0 b846 m14041.5 rW
R112 c0 b894 m14887.5 rJ
R113 c1 b1304 m16228.5 rH
R114 c1 b1200 m14924.5 rL
R115 c0 b828 m13724.5 rU
R116 c1 b1168 m14552.5 rU
R117 c0 b948 m15720.5 rL
R118 c1 b1184 m14772.5 rU
R119 c1 b1280 m15956.5 rD
R120 c1 b1280 m15956.5 rW
R121 c0 b1211 m17236.5 rL
R122 c1 b1288 m16025.5 rB
R123 c1 b1184 m14737.5 rB
R124 c2 b1224 m13553.5 rU
R125 c1 b1184 m14777.5 rL
R126 c0 b816 m13593.5 rU
R127 c-1 b725 m14409.5 rL
R128 c-3 b548 m13684.5 rS
R129 c-2 b675 m13410.5 rD
R130 c-2 b675 m13410.5 rW
R131 c-4 b423 m14085.5 rL
R132 c-2 b685 m13662.5 rS
R133 c0 b804 m13320.0 rJ
R134 c-1 b730 m14526.0 rW
R135 c-1 b765 m15256.0 rH
R136 c0 b828 m13726.0 rB
R137 c0 b903 m12898.0 rS
R138 c0 b750 m12446.5 rB
R139 c0 b819 m11696.5 rU
R140 c0 b756 m12515.5 rU
R141 c-1 b665 m13271.5 rB
R142 c-2 b635 m12606.5 rH
R143 c0 b840 m11971.5 rL
R144 c1 b896 m11131.5 rS
R145 c0 b749 m10683.5 rL
R146 c0 b700 m9934.5 rS
R147 c0 b672 m9584.5 rW
R148 c2 b990 m10928.5 rD
R149 c0 b660 m10928.5 rL
R150 c3 b927 m10268.5 rU
R151 c2 b1008 m11195.5 rU
R152 c1 b984 m12203.5 rJ
R153 c0 b959 m13679.5 rU
R154 c1 b1248 m15597.5 rD
R155 c0 b1092 m15597.5 rL
R156 c0 b876 m14505.5 rJ
R157 c0 b1113 m15819.5 rL
R158 c1 b1088 m13593.5 rW
R159 c2 b1323 m14681.5 rL
R160 c2 b1206 m13358.5 rU
R161 c2 b1314 m14564.5 rJ
R162 c0 b1162 m16535.5 rD
R163 c0 b996 m16535.5 rS
R164 c-1 b805 m16037.5 rJ
R165 c0 b1038 m17245.5 rB
R166 c0 b1141 m16207.5 rW
R167 c0 b1044 m17348.5 rD
R168 c0 b1218 m17348.5 rS
R169 c0 b1176 m16739.5 rU
R170 c0 b1260 m17915.5 rW
R171 c-1 b960 m19175.5 rD
R172 c0 b1344 m19175.5 rW
R173 c-1 b1030 m20519.5 rD
R174 c-4 b618 m20519.5 rL
R175 c-2 b1000 m19901.5 rL
R176 c-3 b760 m18901.5 rW
R177 c-2 b985 m19661.5 rJ
R178 c-4 b636 m21139.5 rH
R179 c-2 b1030 m20503.5 rL
R180 c0 b1170 m19473.5 rU
R181 c0 b1449 m20643.5 rW
R182 c1 b1768 m22092.5 rU
R183 c1 b2056 m25628.5 rJ
R184 c0 b1728 m28712.5 rL
R185 c0 b1890 m26984.5 rL
R186 c1 b2008 m25094.5 rL
R187 c2 b2079 m23086.5 rJ
R188 c1 b2104 m26205.5 rH
R189 c0 b1694 m24101.5 rW
R190 c0 b1806 m25795.5 rL
R191 c0 b1440 m23989.5 rL
R192 c0 b1582 m22549.5 rB
R193 c0 b1470 m20967.5 rU
R194 c0 b1680 m23907.5 rL
R195 c1 b1784 m22227.5 rJ
R196 c1 b2000 m24903.5 rL
R197 c0 b1610 m22903.5 rW
R198 c0 b1722 m24513.5 rL
R199 c0 b1596 m22791.5 rL
R200 c0 b1484 m21195.5 rJ
R201 c0 b1410 m23421.5 rU
R202 c0 b1743 m24831.5 rW
R203 c0 b1862 m26574.5 rU
R204 c2 b2727 m30298.5 rL
R205 c2 b2484 m27571.5 rL
R206 c3 b2259 m25087.5 rW
R207 c3 b2466 m27346.5 rD
R208 c2 b2466 m27346.5 rW
R209 c2 b2691 m29812.5 rH
R210 c1 b2176 m27121.5 rW
R211 c3 b2637 m29297.5 rL
R212 c1 b2136 m26660.5 rU
R213 c1 b2304 m28796.5 rU
R214 c0 b1872 m31100.5 rU
R215 c0 b1980 m32972.5 rW
R216 c-1 b1750 m34952.5 rW
R217 c-2 b1840 m36702.5 rB
R218 c-3 b1396 m34862.5 rB
R219 c-4 b1005 m33466.5 rL
R220 c-3 b1300 m32461.5 rB
R221 c-4 b936 m31161.5 rD
R222 c-5 b936 m31161.5 rU
R223 c-5 b963 m32097.5 rD
R224 c-3 b1284 m32097.5 rL
R225 c-1 b1545 m30813.5 rU
R226 c0 b2040 m33903.5 rU
R227 c1 b2880 m35943.5 rL
R228 c4 b3020 m30183.5 rL
R229 c3 b2448 m27163.5 rL
R230 c4 b2480 m24715.5 rD
R231 c4 b2480 m24715.5 rU
R232 c4 b2970 m29675.5 rW
R233 c2 b2943 m32645.5 rW
R234 c2 b3204 m35588.5 rH
R235 c3 b2628 m29180.5 rS
R236 c4 b2790 m27866.5 rW
R237 c2 b2763 m30656.5 rW
R238 c1 b2680 m33419.5 rL
R239 c1 b2464 m30739.5 rD
R240 c1 b2464 m30739.5 rD
R241 c1 b2464 m30739.5 rB
R242 c1 b2264 m28275.5 rH
R243 c0 b1827 m26011.5 rD
R244 c1 b2088 m26011.5 rL
R245 c2 b2160 m23923.5 rS
R246 c1 b1832 m22843.5 rL
R247 c3 b1899 m21011.5 rB
R248 c4 b1920 m19112.5 rL
R249 c6 b1892 m17192.5 rL
R250 c4 b1540 m15300.5 rL
R251 c5 b1380 m13760.5 rH
R252 c6 b1364 m12380.5 rD
R253 c6 b1364 m12380.5 rW
R254 c5 b1380 m13744.5 rB
R255 c4 b1240 m12364.5 rS
R256 c3 b1062 m11744.5 rW
R257 c4 b1290 m12806.5 rW
R258 c3 b1269 m14096.5 rL
R259 c1 b1032 m12827.5 rL
R260 c3 b1062 m11795.5 rL
R261 c4 b1080 m10733.5 rH
R262 c5 b970 m9653.5 rL
R263 c5 b870 m8683.5 rB
R264 c5 b790 m7813.5 rU
R265 c4 b870 m8603.5 rW
R266 c3 b855 m9473.5 rU
R267 c3 b936 m10328.5 rW
R268 c4 b1130 m11264.5 rS
R269 c3 b963 m10699.5 rU
R270 c2 b1053 m11662.5 rH
R271 c1 b856 m10609.5 rD
R272 c1 b856 m10609.5 rU
R273 c2 b1035 m11465.5 rB
R274 c2 b945 m10430.5 rS
R275 c1 b800 m9958.0 rL
R276 c3 b756 m8358.0 rH
R277 c4 b770 m7602.0 rB
R278 c3 b621 m6832.0 rD
R279 c3 b621 m6832.0 rS
R280 c2 b594 m6521.5 rW
R281 c1 b576 m7115.5 rU
R282 c2 b693 m7691.5 rU
R283 c2 b756 m8384.5 rB
R284 c1 b616 m7628.5 rW
R285 c1 b664 m8244.5 rL
R286 c2 b684 m7580.5 rU
R287 c1 b664 m8264.5 rU
R288 c1 b768 m9592.5 rS
R289 c1 b744 m9208.5 rW
R290 c1 b800 m9952.5 rB
R291 c0 b644 m9152.5 rB
R292 c0 b516 m8508.5 rB
R293 c0 b480 m7992.5 rH
R294 c0 b532 m7512.5 rL
R295 c2 b630 m6980.5 rJ
R296 c2 b720 m7925.5 rU
R297 c1 b696 m8645.5 rL
R298 c1 b640 m7949.5 rW
R299 c0 b602 m8589.5 rU
R300 c2 b882 m9793.5 rU
R301 c3 b963 m10675.5 rJ
R302 c1 b976 m12120.5 rU
R303 c2 b1179 m13096.5 rL
R304 c2 b1080 m11917.5 rL
R305 c0 b763 m10837.5 rU
R306 c1 b992 m12363.5 rU
R307 c2 b1206 m13355.5 rH
R308 c3 b1098 m12149.5 rW
R309 c5 b1330 m13247.5 rU
R310 c3 b1314 m14577.5 rL
R311 c4 b1330 m13263.5 rS
R312 c4 b1260 m12598.5 rB
R313 c4 b1140 m11338.5 rD
R314 c5 b1140 m11338.5 rW
R315 c4 b1250 m12478.5 rU
R316 c2 b1242 m13728.5 rU
R317 c3 b1350 m14970.5 rU
R318 c2 b1476 m16320.5 rU
R319 c0 b1246 m17796.5 rJ
R320 c0 b1379 m19665.5 rW
R321 c0 b1477 m21044.5 rL
R322 c0 b1176 m19567.5 rJ
R323 c-1 b1070 m21331.5 rU
R324 c0 b1350 m22401.5 rU
R325 c0 b1666 m23751.5 rD
R326 c1 b1904 m23751.5 rB
R327 c2 b1971 m21847.5 rH
R328 c2 b1791 m19876.5 rW
R329 c0 b1519 m21667.5 rJ
R330 c0 b1680 m23946.5 rL
R331 c0 b1561 m22266.5 rW
R332 c3 b2151 m23827.5 rW
R333 c2 b2340 m25978.5 rB
R334 c1 b1896 m23638.5 rU
R335 c0 b1536 m25534.5 rL
R336 c2 b2025 m22462.5 rU
R337 c1 b1960 m24487.5 rB
R338 c1 b1808 m22527.5 rW
R339 c1 b1952 m24335.5 rL
R340 c1 b1792 m22383.5 rU
R341 c2 b2178 m24175.5 rU
R342 c2 b2376 m26353.5 rU
R343 c1 b2304 m28729.5 rL
R344 c3 b2385 m26425.5 rL
R345 c1 b1928 m24040.5 rB
R346 c1 b1776 m22112.5 rU
R347 c2 b2151 m23888.5 rW
R348 c4 b2610 m26039.5 rS
R349 c3 b2232 m24734.5 rJ
R350 c2 b2529 m28082.5 rL
R351 c2 b2304 m25553.5 rU
R352 c2 b2511 m27857.5 rL
R353 c2 b2286 m25346.5 rS
R354 c1 b1944 m24203.5 rU
R355 c3 b2529 m28091.5 rH
R356 c6 b2816 m25562.5 rJ
R357 c4 b2980 m29786.5 rL
R358 c4 b2690 m26806.5 rB
R359 c4 b2420 m24116.5 rU
R360 c4 b2660 m26536.5 rW
R361 c3 b2628 m29196.5 rB
R362 c3 b2394 m26568.5 rW
R363 c3 b2826 m31356.5 rJ
R364 c3 b3204 m35595.5 rH
R365 c1 b2592 m32391.5 rL
R366 c3 b2682 m29799.5 rH
R367 c1 b2176 m27117.5 rB
R368 c2 b2250 m24941.5 rL
R369 c0 b1589 m22691.5 rJ
R370 c0 b1757 m25075.5 rB
R371 c0 b1404 m23318.5 rB
R372 c0 b1540 m21914.5 rL
R373 c0 b1428 m20374.5 rU
R374 c-1 b1095 m21802.5 rL
R375 c0 b1248 m20707.5 rD
R376 c0 b1456 m20707.5 rH
R377 c0 b1158 m19251.5 rU
R378 c0 b1435 m20409.5 rU
R379 c0 b1533 m21844.5 rB
R380 c-1 b1020 m20311.5 rB
R381 c-1 b965 m19291.5 rU
R382 c-1 b1015 m20256.5 rL
R383 c-1 b965 m19241.5 rL
R384 c0 b1218 m17311.5 rL
R385 c2 b1449 m16093.5 rH
R386 c3 b1323 m14644.5 rB
R387 c1 b1072 m13321.5 rW
R388 c2 b1296 m14393.5 rU
R389 c2 b1413 m15689.5 rL
R390 c3 b1287 m14276.5 rL
R391 c5 b1300 m12989.5 rU
R392 c4 b1430 m14289.5 rL
R393 c5 b1290 m12859.5 rD
R394 c5 b1290 m12859.5 rL
R395 c3 b1044 m11569.5 rU
R396 c3 b1143 m12613.5 rU
R397 c3 b1242 m13756.5 rU
R398 c2 b1350 m14998.5 rU
R399 c2 b1476 m16348.5 rW
R400 c2 b1611 m17824.5 rD
R401 c2 b1611 m17824.5 rU
R402 c1 b1560 m19435.5 rU
R403 c0 b1470 m20995.5 rB
R404 c1 b1568 m19525.5 rW
R405 c2 b1899 m21093.5 rU
R406 c1 b1840 m22992.5 rL
R407 c5 b1940 m19312.5 rW
R408 c4 b2130 m21252.5 rW
R409 c2 b2106 m23382.5 rU
R410 c1 b2040 m25488.5 rH
R411 c3 b1935 m21408.5 rW
R412 c5 b2530 m25278.5 rJ
R413 c4 b2910 m29073.5 rU
R414 c6 b3520 m31983.5 rL
R415 c5 b2850 m28463.5 rB
R416 c5 b2570 m25613.5 rL
R417 c3 b2079 m23043.5 rL
R418 c1 b1680 m20964.5 rW
R419 c0 b1589 m22644.5 rS
R420 c0 b1533 m21850.0 rB
R421 c-1 b1020 m20317.0 rL
R422 c1 b1544 m19297.0 rB
R423 c1 b1424 m17753.0 rS
R424 c0 b1197 m17041.0 rU
R425 c1 b1464 m18238.0 rW
R426 c0 b1188 m19702.0 rB
R427 c-2 b930 m18514.0 rU
R428 c-1 b975 m19444.0 rB
R429 c-1 b925 m18469.0 rU
R430 c-1 b970 m19394.0 rW
R431 c0 b1428 m20364.0 rH
R432 c0 b1140 m18936.0 rU
R433 c0 b1491 m21216.0 rD
R434 c-1 b1065 m21216.0 rL
R435 c-2 b1010 m20151.0 rL
R436 c0 b1152 m19141.0 rJ
R437 c0 b1463 m20869.0 rL
R438 c2 b1620 m17943.0 rB
R439 c3 b1476 m16323.0 rW
R440 c3 b1602 m17799.0 rW
R441 c3 b1755 m19401.0 rW
R442 c2 b1908 m21156.0 rJ
R443 c2 b2169 m24018.0 rL
R444 c0 b1533 m21849.0 rL
R445 c0 b1428 m20316.0 rL
R446 c0 b1134 m18888.0 rL
R447 c0 b1246 m17754.0 rU
R448 c1 b1520 m19000.0 rU
R449 c1 b1648 m20520.0 rB
R450 c0 b1323 m18872.0 rB
R451 c0 b1056 m17549.0 rU
R452 c1 b1576 m19661.0 rL
R453 c1 b1448 m18085.0 rJ
R454 c0 b1421 m20257.0 rH
R455 c0 b1323 m18836.0 rS
