============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: X
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rH
R2 c1 b752 m9400 rU
R3 c1 b816 m10152 rU
R4 c0 b770 m10968 rW
R5 c0 b708 m11738 rS
R6 c-1 b570 m11384.0 rU
R7 c-1 b600 m11954.0 rL
R8 c0 b798 m11354.0 rL
R9 c-1 b530 m10556.0 rS
R10 c-1 b515 m10291.0 rU
R11 c-1 b545 m10806.0 rU
R12 c0 b714 m11896.0 rW
R13 c0 b804 m13324.0 rL
R14 c0 b756 m12520.0 rB
R15 c0 b708 m11764.0 rU
R16 c0 b750 m12472.0 rU
R17 c0 b798 m13222.0 rU
R18 c-1 b705 m14020.0 rW
R19 c0 b1085 m15430.0 rU
R20 c2 b1584 m17600.0 rU
R21 c1 b1536 m19184.0 rL
R22 c3 b1593 m17648.0 rU
R23 c2 b1737 m19241.0 rU
R24 c1 b1824 m22715.0 rW
R25 c1 b1968 m24539.0 rU
R26 c1 b2128 m26507.0 rB
R27 c0 b1708 m24379.0 rW
R28 c-1 b1305 m26087.0 rH
R29 c0 b1645 m23477.0 rW
R30 c0 b1764 m25122.0 rL
R31 c2 b2106 m23358.0 rU
R32 c2 b2295 m25464.0 rL
R33 c0 b1624 m23169.0 rL
R34 c2 b1944 m21545.0 rD
R35 c2 b1944 m21545.0 rW
R36 c0 b1645 m23489.0 rW
R37 c1 b2144 m26779.0 rL
R38 c2 b2223 m24635.0 rW
R39 c0 b1614 m26858.0 rB
R40 c0 b1518 m25244.0 rS
R41 c0 b1715 m24485.0 rU
R42 c1 b2096 m26200.0 rW
R43 c0 b1698 m28296.0 rB
R44 c0 b1862 m26598.0 rW
R45 c-1 b1425 m28460.0 rH
R46 c-1 b1355 m27035.0 rL
R47 c0 b1542 m25680.0 rH
R48 c0 b1694 m24138.0 rW
R49 c1 b2208 m27526.0 rL
R50 c3 b2286 m25318.0 rD
R51 c0 b1778 m25318.0 rL
R52 c2 b1962 m21762.0 rU
R53 c0 b1666 m23724.0 rL
R54 c2 b1989 m22058.0 rB
R55 c1 b1608 m20069.0 rL
R56 c0 b1295 m18461.0 rB
R57 c0 b1204 m17166.0 rL
R58 c0 b1120 m15962.0 rU
R59 c0 b1026 m17082.0 rH
R60 c-2 b805 m16056.0 rW
R61 c-2 b845 m16861.0 rW
R62 c-1 b890 m17706.0 rB
R63 c-1 b845 m16816.0 rS
R64 c0 b984 m16393.5 rL
R65 c0 b1085 m15409.5 rJ
R66 c0 b1197 m17037.5 rL
R67 c0 b1113 m15840.5 rW
R68 c2 b1530 m16953.5 rU
R69 c1 b1480 m18483.5 rL
R70 c0 b1026 m17003.5 rW
R71 c0 b1267 m18029.5 rU
R72 c1 b1648 m20563.5 rJ
R73 c1 b1848 m23035.5 rB
R74 c0 b1484 m21187.5 rH
R75 c0 b1386 m19703.5 rD
R76 c0 b1188 m19703.5 rU
R77 c0 b1326 m22079.5 rW
R78 c0 b1410 m23405.5 rL
R79 c0 b1320 m21995.5 rW
R80 c0 b1404 m23315.5 rU
R81 c0 b1488 m24719.5 rU
R82 c0 b1841 m26207.5 rU
R83 c2 b2691 m29889.5 rB
R84 c2 b2448 m27198.5 rW
R85 c2 b2889 m32094.5 rJ
R86 c1 b2920 m36428.5 rW
R87 c1 b3152 m39348.5 rU
R88 c2 b3834 m42500.5 rJ
R89 c3 b4347 m48251.5 rJ
R90 c1 b4384 m54772.5 rB
R91 c1 b4032 m50388.5 rW
R92 c2 b5265 m58452.5 rB
R93 c1 b4256 m53187.5 rL
R94 c3 b4410 m48931.5 rL
R95 c2 b4014 m44521.5 rL
R96 c2 b3654 m40507.5 rD
R97 c0 b2842 m40507.5 rU
R98 c0 b2604 m43349.5 rD
R99 c-2 b2170 m43349.5 rD
R100 c-1 b2170 m43349.5 rW
R101 c-1 b2385 m47689.5 rL
R102 c-1 b2270 m45304.5 rL
R103 c0 b2856 m40764.5 rW
R104 c1 b3496 m43620.5 rL
R105 c1 b3216 m40124.5 rH
R106 c1 b2960 m36908.5 rH
R107 c-1 b1700 m33948.5 rU
R108 c-1 b1870 m37348.5 rS
R109 c-1 b1825 m36413.5 rH
R110 c0 b2076 m34588.5 rD
R111 c0 b2076 m34588.5 rL
R112 c0 b2282 m32512.5 rU
R113 c2 b3132 m34794.5 rU
R114 c2 b3420 m37926.5 rB
R115 c1 b2768 m34506.5 rW
R116 c0 b2238 m37274.5 rH
R117 c-2 b1755 m35036.5 rL
R118 c-3 b1264 m31526.5 rU
R119 c-2 b1640 m32790.5 rL
R120 c-3 b1248 m31150.5 rL
R121 c-2 b1500 m29902.5 rB
R122 c-3 b1140 m28402.5 rL
R123 c-3 b1092 m27262.5 rL
R124 c-1 b1255 m25078.5 rW
R125 c-2 b1320 m26333.5 rW
R126 c-2 b1385 m27653.5 rL
R127 c0 b1578 m26268.5 rW
R128 c-1 b1395 m27846.5 rL
R129 c0 b1506 m25056.5 rL
R130 c0 b1416 m23550.5 rH
R131 c0 b1332 m22134.5 rL
R132 c-1 b1045 m20802.5 rJ
R133 c-1 b1120 m22370.5 rW
R134 c-1 b1175 m23490.5 rL
R135 c-3 b896 m22315.5 rD
R136 c0 b1344 m22315.5 rD
R137 c-1 b1120 m22315.5 rU
R138 c-2 b1175 m23435.5 rW
R139 c-3 b988 m24610.5 rL
R140 c-2 b1185 m23622.5 rU
R141 c-2 b1300 m25992.5 rW
R142 c-2 b1430 m28592.5 rW
R143 c-1 b1505 m30022.5 rW
R144 c-1 b1580 m31527.5 rU
R145 c-1 b1660 m33107.5 rS
R146 c-1 b1615 m32277.5 rJ
R147 c-2 b1740 m34700.5 rS
R148 c-1 b1695 m33830.5 rB
R149 c-1 b1610 m32135.5 rL
R150 c-1 b1530 m30525.5 rW
R151 c-1 b1605 m32055.5 rL
R152 c-1 b1525 m30450.5 rW
R153 c0 b1920 m31975.5 rU
R154 c-1 b1695 m33895.5 rD
R155 c-2 b1695 m33895.5 rU
R156 c-3 b1424 m35590.5 rH
R157 c-3 b1368 m34166.5 rH
R158 c-1 b1640 m32798.5 rU
R159 c-2 b1725 m34438.5 rL
R160 c-1 b1640 m32713.5 rU
R161 c-3 b1376 m34353.5 rU
R162 c-2 b1860 m37105.5 rL
R163 c0 b2118 m35245.5 rB
R164 c-1 b1660 m33127.5 rU
R165 c0 b2555 m36447.5 rL
R166 c1 b2712 m33892.5 rL
R167 c3 b2808 m31180.5 rL
R168 c5 b2840 m28372.5 rJ
R169 c3 b2943 m32632.5 rU
R170 c1 b2848 m35575.5 rJ
R171 c0 b2793 m39847.5 rW
R172 c0 b2562 m42640.5 rL
R173 c0 b2406 m40078.5 rB
R174 c0 b2639 m37672.5 rH
R175 c-2 b1755 m35033.5 rU
R176 c-2 b1840 m36788.5 rL
R177 c-2 b1750 m34948.5 rU
R178 c-2 b1835 m36698.5 rH
R179 c-5 b1047 m34863.5 rW
R180 c-4 b1110 m36957.5 rW
R181 c-4 b1143 m38067.5 rU
R182 c-5 b1179 m39210.5 rS
R183 c-5 b1161 m38621.0 rL
R184 c-3 b1500 m37460.0 rW
R185 c-4 b1170 m38960.0 rW
R186 c-2 b2010 m40130.0 rS
R187 c-3 b1568 m39125.0 rL
R188 c-3 b1440 m35989.0 rW
R189 c-1 b1945 m38869.0 rW
R190 c-3 b1636 m40814.0 rU
R191 c-3 b1700 m42450.0 rH
R192 c-1 b2040 m40750.0 rL
R193 c-2 b1940 m38710.0 rL
R194 c-1 b1840 m36770.0 rS
R195 c-1 b1795 m35850.0 rU
R196 c-1 b1975 m39440.0 rU
R197 c0 b2490 m41415.0 rU
R198 c0 b2640 m43905.0 rL
R199 c-2 b2065 m41265.0 rL
R200 c-1 b1960 m39200.0 rU
R201 c0 b2472 m41160.0 rU
R202 c1 b3496 m43632.0 rH
R203 c1 b2936 m36640.0 rW
R204 c0 b2772 m39576.0 rJ
R205 c0 b2628 m43734.0 rL
R206 c0 b2472 m41106.0 rL
R207 c0 b2172 m36162.0 rW
R208 c0 b2842 m40506.0 rS
R209 c0 b2737 m39085.0 rU
R210 c-2 b2095 m41822.0 rU
R211 c0 b2640 m43917.0 rJ
R212 c0 b2874 m47877.0 rH
R213 c1 b3376 m42129.0 rL
R214 c0 b2716 m38753.0 rW
R215 c1 b3536 m44185.0 rJ
R216 c1 b3960 m49489.0 rJ
R217 c0 b3330 m55429.0 rB
R218 c0 b3647 m52099.0 rL
R219 c0 b3395 m48452.0 rS
R220 c0 b2808 m46754.5 rH
R221 c0 b3080 m43946.5 rU
R222 c0 b2826 m47026.5 rS
R223 c1 b3656 m45613.5 rU
R224 c0 b3451 m49269.5 rD
R225 c0 b3451 m49269.5 rH
R226 c0 b3213 m45818.5 rS
R227 c0 b3101 m44212.0 rW
R228 c2 b4266 m47313.0 rH
R229 c1 b3448 m43047.0 rJ
R230 c1 b3864 m48219.0 rB
R231 c2 b3996 m44355.0 rW
R232 c2 b4716 m52347.0 rU
R233 c5 b6180 m61779.0 rW
R234 c4 b6800 m67959.0 rU
R235 c2 b6732 m74759.0 rW
R236 c1 b6520 m81491.0 rU
R237 c2 b8514 m94531.0 rW
R238 c1 b8248 m103045.0 rW
R239 c1 b8904 m111293.0 rD
R240 c3 b10017 m111293.0 rL
R241 c3 b9117 m101276.0 rW
R242 c4 b11040 m110393.0 rU
R243 c2 b10935 m121433.0 rB
R244 c1 b8840 m110498.0 rL
R245 c3 b9153 m101658.0 rW
R246 c5 b12000 m119964.0 rH
R247 c7 b10560 m95964.0 rD
R248 c4 b9600 m95964.0 rW
R249 c5 b11520 m115164.0 rW
R250 c4 b13830 m138204.0 rD
R251 c2 b12447 m138204.0 rD
R252 c1 b11064 m138204.0 rU
R253 c1 b12832 m160332.0 rH
R254 c2 b13275 m147500.0 rU
R255 c1 b12864 m160775.0 rH
R256 c2 b13320 m147911.0 rL
R257 c3 b12114 m134591.0 rD
R258 c3 b12114 m134591.0 rW
R259 c1 b11744 m146705.0 rB
R260 c1 b10800 m134961.0 rD
R261 c1 b10800 m134961.0 rD
R262 c0 b8100 m134961.0 rD
R263 c-1 b6750 m134961.0 rL
R264 c-1 b6415 m128211.0 rL
R265 c0 b8526 m121796.0 rU
R266 c0 b9128 m130322.0 rL
R267 c0 b8484 m121194.0 rS
R268 c0 b7020 m116952.0 rD
R269 c1 b9360 m116952.0 rW
R270 c0 b8848 m126312.0 rL
R271 c2 b9783 m108616.0 rU
R272 c2 b11538 m128182.0 rB
R273 c3 b10503 m116644.0 rU
R274 c4 b12720 m127147.0 rL
R275 c6 b12595 m114427.0 rL
R276 c7 b9823 m89237.0 rL
R277 c7 b8745 m79414.0 rL
R278 c8 b8484 m70669.0 rU
R279 c9 b9504 m79153.0 rB
R280 c8 b8364 m69649.0 rU
R281 c7 b8591 m78013.0 rS
R282 c6 b8118 m73717.5 rL
R283 c4 b6560 m65599.5 rL
R284 c5 b5910 m59039.5 rW
R285 c3 b5850 m64949.5 rW
R286 c2 b6372 m70799.5 rU
R287 c4 b7720 m77171.5 rD
R288 c2 b6948 m77171.5 rW
R289 c2 b7578 m84119.5 rS
R290 c1 b6432 m80330.5 rL
R291 c3 b6651 m73898.5 rW
R292 c3 b7857 m87200.5 rU
R293 c5 b10300 m102914.5 rL
R294 c5 b9270 m92614.5 rL
R295 c7 b9174 m83344.5 rW
R296 c8 b11112 m92518.5 rU
R297 c7 b12628 m114742.5 rJ
R298 c6 b14707 m133684.5 rU
R299 c5 b14840 m148391.5 rB
R300 c6 b14696 m133551.5 rU
R301 c5 b14830 m148247.5 rL
R302 c4 b13350 m133417.5 rW
R303 c5 b14680 m146767.5 rL
R304 c7 b14531 m132087.5 rL
R305 c4 b11760 m117556.5 rW
R306 c4 b12940 m129316.5 rD
R307 c6 b14234 m129316.5 rW
R308 c6 b15796 m143550.5 rJ
R309 c7 b18403 m167244.5 rB
R310 c5 b14890 m148841.5 rW
R311 c5 b16380 m163731.5 rL
R312 c6 b16214 m147351.5 rW
R313 c6 b17996 m163565.5 rL
R314 c5 b14560 m145569.5 rL
R315 c4 b13110 m131009.5 rB
R316 c4 b11790 m117899.5 rB
R317 c4 b10620 m106109.5 rS
R318 c3 b9072 m100799.5 rL
R319 c4 b9180 m91727.5 rJ
R320 c2 b9495 m105497.5 rW
R321 c1 b9200 m114992.5 rB
R322 c2 b9522 m105792.5 rB
R323 c3 b8667 m96270.5 rB
R324 c2 b7893 m87603.5 rB
R325 c2 b7182 m79710.5 rL
R326 c3 b6534 m72528.5 rW
R327 c0 b5537 m79062.5 rW
R328 c0 b5076 m84599.5 rD
R329 c0 b5076 m84599.5 rW
R330 c3 b8073 m89675.5 rW
R331 c5 b10590 m105821.5 rB
R332 c6 b10483 m95231.5 rS
R333 c6 b9900 m89990.0 rB
R334 c5 b8010 m80090.0 rU
R335 c3 b7929 m88100.0 rB
R336 c2 b7218 m80171.0 rU
R337 c3 b7866 m87389.0 rB
R338 c2 b7164 m79523.0 rD
R339 c3 b7164 m79523.0 rJ
R340 c2 b8127 m90269.0 rW
R341 c3 b8856 m98396.0 rH
R342 c5 b8960 m89540.0 rJ
R343 c4 b10300 m102980.0 rB
R344 c5 b9270 m92680.0 rL
R345 c6 b9185 m83410.0 rL
R346 c6 b8173 m74225.0 rL
R347 c6 b7271 m66052.0 rJ
R348 c6 b8470 m76959.0 rL
R349 c7 b7535 m68489.0 rU
R350 c7 b8371 m76024.0 rL
R351 c7 b7447 m67653.0 rL
R352 c7 b6633 m60206.0 rL
R353 c5 b5360 m53573.0 rL
R354 c6 b5313 m48213.0 rB
R355 c6 b4719 m42900.0 rW
R356 c5 b4770 m47619.0 rJ
R357 c5 b5480 m54774.0 rU
R358 c4 b6030 m60254.0 rB
R359 c4 b5430 m54224.0 rL
R360 c5 b4340 m43364.0 rU
R361 c6 b5258 m47704.0 rW
R362 c7 b6413 m58220.0 rD
R363 c7 b6413 m58220.0 rL
R364 c6 b4994 m45394.0 rU
R365 c5 b5040 m50388.0 rU
R366 c5 b5550 m55428.0 rU
R367 c6 b6710 m60978.0 rL
R368 c7 b5973 m54268.0 rW
R369 c6 b6633 m60241.0 rW
R370 c5 b6690 m66874.0 rU
R371 c7 b8833 m80254.0 rS
R372 c6 b8349 m75837.5 rW
R373 c6 b9262 m84186.5 rL
R374 c8 b9000 m74924.5 rH
R375 c8 b7920 m65924.5 rD
R376 c6 b7260 m65924.5 rS
R377 c5 b6230 m62294.5 rL
R378 c7 b6171 m56064.5 rB
R379 c7 b5489 m49893.5 rU
R380 c6 b6094 m55382.5 rL
R381 c7 b5423 m49288.5 rL
R382 c7 b4829 m43865.5 rW
R383 c7 b5357 m48694.5 rW
R384 c5 b5410 m54051.5 rW
R385 c5 b5950 m59461.5 rL
R386 c5 b5360 m53511.5 rU
R387 c6 b6479 m58871.5 rU
R388 c6 b7194 m65350.5 rD
R389 c8 b7848 m65350.5 rJ
R390 c9 b9264 m77122.5 rD
R391 c8 b9264 m77122.5 rW
R392 c6 b9504 m86386.5 rL
R393 c6 b8459 m76882.5 rH
R394 c6 b7535 m68423.5 rU
R395 c7 b8360 m75958.5 rH
R396 c7 b7436 m67598.5 rH
R397 c7 b5808 m52726.5 rU
R398 c7 b6446 m58534.5 rD
R399 c7 b6446 m58534.5 rW
R400 c8 b7800 m64980.5 rL
R401 c8 b6864 m57180.5 rD
R402 c7 b6292 m57180.5 rL
R403 c9 b6108 m50888.5 rL
R404 c10 b5376 m44780.5 rH
R405 c9 b4740 m39404.5 rD
R406 c10 b4740 m39404.5 rH
R407 c9 b4164 m34664.5 rJ
R408 c7 b4510 m40910.5 rU
R409 c6 b5005 m45420.5 rW
R410 c5 b5050 m50425.5 rB
R411 c6 b4994 m45375.5 rL
R412 c6 b4444 m40381.5 rU
R413 c5 b4490 m44825.5 rU
R414 c4 b4940 m49315.5 rL
R415 c6 b4884 m44375.5 rW
R416 c8 b6504 m54143.5 rB
R417 c8 b5724 m47639.5 rL
R418 c8 b5040 m41915.5 rL
R419 c8 b3828 m31835.5 rW
R420 c10 b4740 m39491.5 rS
R421 c9 b4464 m37121.5 rS
R422 c9 b4188 m34889.5 rL
R423 c10 b3696 m30701.5 rU
R424 c10 b4128 m34397.5 rW
R425 c9 b5124 m42653.5 rB
R426 c9 b4512 m37529.5 rH
R427 c6 b3641 m33017.5 rU
R428 c5 b3670 m36658.5 rW
R429 c4 b4040 m40328.5 rS
R430 c4 b3840 m38308.5 rH
R431 c3 b3105 m34468.5 rL
R432 c3 b2826 m31363.5 rH
R433 c2 b2574 m28537.5 rW
R434 c3 b2808 m31111.5 rL
R435 c3 b2556 m28303.5 rL
R436 c2 b2088 m23191.5 rW
R437 c1 b2024 m25279.5 rU
R438 c2 b2466 m27303.5 rL
R439 c2 b2241 m24837.5 rD
R440 c2 b2241 m24837.5 rL
R441 c1 b1808 m22596.5 rL
R442 c0 b1248 m20788.5 rW
R443 c0 b1326 m22036.5 rL
R444 c0 b1248 m20710.5 rW
R445 c0 b1540 m21958.5 rW
R446 c2 b2115 m23498.5 rU
