============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: X
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rW
R2 c-1 b530 m10600 rU
R3 c-3 b448 m11130 rS
R4 c-2 b550 m10906.0 rL
R5 c0 b728 m10356.0 rJ
R6 c-1 b575 m11448.0 rL
R7 c0 b654 m10873.0 rL
R8 c0 b618 m10219.0 rW
R9 c1 b872 m10837.0 rL
R10 c1 b800 m9965.0 rU
R11 c1 b864 m10765.0 rD
R12 c2 b972 m10765.0 rW
R13 c1 b944 m11737.0 rS
R14 c1 b904 m11265.0 rW
R15 c3 b1098 m12169.0 rU
R16 c4 b1330 m13267.0 rB
R17 c2 b1080 m11937.0 rS
R18 c2 b1026 m11397.0 rH
R19 c2 b936 m10371.0 rJ
R20 c0 b826 m11775.0 rW
R21 c0 b889 m12601.0 rS
R22 c0 b854 m12156.5 rH
R23 c1 b912 m11302.5 rU
R24 c0 b861 m12214.5 rW
R25 c0 b786 m13075.5 rH
R26 c-1 b615 m12289.5 rB
R27 c-2 b585 m11674.5 rW
R28 c-4 b369 m12259.5 rU
R29 c-2 b650 m12997.5 rH
R30 c0 b702 m11697.5 rL
R31 c0 b660 m10995.5 rW
R32 c1 b992 m12315.5 rL
R33 c2 b1026 m11323.5 rW
R34 c2 b1116 m12349.5 rH
R35 c2 b1017 m11233.5 rB
R36 c3 b927 m10216.5 rU
R37 c5 b1120 m11143.5 rU
R38 c4 b1230 m12263.5 rB
R39 c2 b999 m11033.5 rH
R40 c1 b808 m10034.5 rB
R41 c0 b651 m9226.5 rU
R42 c2 b891 m9877.5 rU
R43 c2 b972 m10768.5 rU
R44 c2 b1062 m11740.5 rD
R45 c3 b1062 m11740.5 rW
R46 c1 b1032 m12802.5 rD
R47 c1 b1032 m12802.5 rL
R48 c0 b826 m11770.5 rW
R49 c-1 b630 m12596.5 rB
R50 c-1 b600 m11966.5 rS
R51 c-2 b585 m11666.5 rL
R52 c0 b666 m11081.5 rU
R53 c-2 b590 m11747.5 rW
R54 c-3 b496 m12337.5 rS
R55 c-3 b484 m12089.5 rS
R56 c-4 b357 m11847.5 rU
R57 c-3 b504 m12561.5 rL
R58 c-4 b363 m12057.5 rU
R59 c-1 b640 m12783.5 rL
R60 c0 b854 m12143.5 rB
R61 c0 b791 m11289.5 rL
R62 c4 b1050 m10498.5 rB
R63 c3 b855 m9448.5 rL
R64 c4 b860 m8593.5 rU
R65 c3 b855 m9453.5 rL
R66 c0 b602 m8598.5 rW
R67 c1 b792 m9802.5 rU
R68 c1 b848 m10594.5 rU
R69 c1 b920 m11442.5 rU
R70 c0 b868 m12362.5 rH
R71 c0 b805 m11494.5 rU
R72 c1 b984 m12299.5 rU
R73 c0 b931 m13283.5 rU
R74 c0 b1064 m15145.5 rL
R75 c2 b1269 m14081.5 rL
R76 c2 b1161 m12812.5 rW
R77 c1 b1120 m13973.5 rS
R78 c1 b1080 m13413.5 rU
R79 c1 b1160 m14493.5 rS
R80 c0 b980 m13913.5 rW
R81 c0 b894 m14893.5 rH
R82 c0 b980 m13999.5 rD
R83 c0 b840 m13999.5 rL
R84 c1 b1056 m13159.5 rH
R85 c2 b999 m11047.5 rB
R86 c1 b808 m10048.5 rL
R87 c2 b837 m9240.5 rL
R88 c0 b595 m8403.5 rU
R89 c0 b672 m9593.5 rL
R90 c2 b810 m8921.5 rL
R91 c1 b656 m8111.5 rH
R92 c3 b675 m7455.5 rW
R93 c3 b738 m8130.5 rL
R94 c3 b666 m7392.5 rH
R95 c1 b544 m6726.5 rL
R96 c2 b558 m6182.5 rS
R97 c1 b480 m5903.5 rU
R98 c1 b512 m6383.5 rW
R99 c1 b552 m6895.5 rS
R100 c1 b536 m6619.5 rU
R101 c1 b576 m7155.5 rU
R102 c0 b468 m7731.5 rS
R103 c0 b525 m7497.5 rW
R104 c0 b486 m8022.5 rJ
R105 c0 b528 m8751.5 rH
R106 c0 b581 m8223.5 rB
R107 c0 b539 m7642.5 rB
R108 c0 b504 m7103.5 rW
R109 c-1 b385 m7607.5 rU
R110 c-1 b420 m8377.5 rL
R111 c0 b560 m7957.5 rU
R112 c2 b774 m8517.5 rL
R113 c2 b702 m7743.5 rL
R114 c2 b639 m7041.5 rU
R115 c2 b693 m7680.5 rW
R116 c0 b588 m8373.5 rJ
R117 c1 b744 m9255.5 rB
R118 c0 b602 m8511.5 rH
R119 c0 b560 m7909.5 rW
R120 c2 b819 m9029.5 rH
R121 c2 b747 m8210.5 rH
R122 c3 b675 m7463.5 rL
R123 c6 b748 m6788.5 rB
R124 c5 b610 m6040.5 rU
R125 c7 b803 m7260.5 rW
R126 c9 b972 m8063.5 rU
R127 c7 b1001 m9035.5 rS
R128 c7 b946 m8535.0 rU
R129 c7 b1155 m10427.0 rS
R130 c6 b1089 m9849.5 rL
R131 c7 b968 m8760.5 rS
R132 c6 b913 m8276.5 rL
R133 c5 b740 m7363.5 rD
R134 c5 b740 m7363.5 rS
R135 c4 b700 m6993.5 rW
R136 c4 b770 m7693.5 rU
R137 c4 b850 m8463.5 rS
R138 c4 b810 m8038.5 rW
R139 c3 b801 m8848.5 rU
R140 c4 b1050 m10450.5 rD
R141 c3 b945 m10450.5 rL
R142 c3 b864 m9505.5 rW
R143 c2 b936 m10369.5 rL
R144 c4 b950 m9433.5 rL
R145 c5 b850 m8483.5 rL
R146 c5 b770 m7633.5 rD
R147 c4 b770 m7633.5 rW
R148 c6 b935 m8403.5 rL
R149 c8 b900 m7468.5 rL
R150 c7 b726 m6568.5 rS
R151 c7 b693 m6205.5 rU
R152 c6 b759 m6898.5 rL
R153 c6 b682 m6139.5 rW
R154 c7 b759 m6821.5 rW
R155 c8 b912 m7580.5 rU
R156 c8 b1020 m8492.5 rU
R157 c7 b1056 m9512.5 rD
R158 c7 b1056 m9512.5 rL
R159 c7 b935 m8456.5 rB
R160 c5 b760 m7521.5 rB
R161 c4 b680 m6761.5 rW
R162 c3 b675 m7441.5 rW
R163 c3 b738 m8116.5 rU
R164 c2 b801 m8854.5 rL
R165 c4 b730 m7252.5 rL
R166 c5 b660 m6522.5 rJ
R167 c4 b760 m7512.5 rL
R168 c5 b680 m6752.5 rU
R169 c7 b825 m7432.5 rW
R170 c6 b913 m8257.5 rL
R171 c6 b814 m7344.5 rD
R172 c9 b888 m7344.5 rH
R173 c10 b780 m6456.5 rS
R174 c10 b732 m6066.5 rL
R175 c8 b648 m5334.5 rS
R176 c8 b612 m5010.5 rS
R177 c8 b576 m4704.5 rS
R178 c7 b495 m4416.5 rH
R179 c7 b440 m3921.5 rW
R180 c5 b440 m4361.5 rL
R181 c4 b400 m3921.5 rS
R182 c3 b342 m3721.5 rU
R183 c3 b369 m4063.5 rW
R184 c4 b450 m4432.5 rW
R185 c6 b594 m5332.5 rW
R186 c6 b660 m5926.5 rJ
R187 c6 b770 m6916.5 rH
R188 c8 b744 m6146.5 rW
R189 c6 b759 m6890.5 rD
R190 c4 b690 m6890.5 rW
R191 c2 b684 m7580.5 rL
R192 c2 b621 m6896.5 rJ
R193 c1 b632 m7828.5 rU
R194 c2 b765 m8460.5 rH
R195 c3 b693 m7695.5 rL
R196 c3 b639 m7002.5 rD
R197 c4 b710 m7002.5 rW
R198 c3 b702 m7712.5 rD
R199 c2 b702 m7712.5 rL
R200 c3 b639 m7010.5 rU
R201 c3 b747 m8288.5 rS
R202 c3 b720 m7915.0 rL
R203 c4 b650 m6475.0 rU
R204 c4 b720 m7125.0 rU
R205 c5 b860 m8565.0 rJ
R206 c4 b990 m9855.0 rL
R207 c2 b801 m8865.0 rL
R208 c1 b648 m8064.0 rL
R209 c2 b675 m7416.0 rS
R210 c1 b568 m7078.5 rW
R211 c2 b693 m7646.5 rB
R212 c2 b630 m6953.5 rU
R213 c0 b532 m7583.5 rL
R214 c1 b568 m7051.5 rW
R215 c2 b693 m7619.5 rU
R216 c2 b756 m8312.5 rL
R217 c0 b532 m7556.5 rS
R218 c0 b511 m7290.5 rS
R219 c0 b497 m7035.0 rW
R220 c0 b456 m7532.0 rH
R221 c0 b426 m7076.0 rU
R222 c1 b608 m7502.0 rL
R223 c2 b621 m6894.0 rH
R224 c0 b441 m6273.0 rU
R225 c1 b544 m6714.0 rL
R226 c3 b558 m6170.0 rU
R227 c1 b544 m6728.0 rW
R228 c0 b511 m7272.0 rW
R229 c0 b468 m7783.0 rW
R230 c1 b704 m8719.0 rS
R231 c1 b672 m8367.0 rL
R232 c0 b539 m7695.0 rL
R233 c0 b504 m7156.0 rB
R234 c0 b469 m6652.0 rU
R235 c0 b504 m7121.0 rH
R236 c1 b536 m6617.0 rU
R237 c2 b648 m7153.0 rL
R238 c5 b590 m5857.0 rB
R239 c4 b530 m5267.0 rW
R240 c2 b522 m5797.0 rU
R241 c4 b640 m6319.0 rU
R242 c3 b630 m6959.0 rL
R243 c1 b512 m6329.0 rJ
R244 c0 b497 m7097.0 rU
R245 c0 b532 m7594.0 rU
R246 c1 b656 m8126.0 rS
R247 c1 b624 m7798.0 rJ
R248 c0 b528 m8734.0 rH
R249 c1 b664 m8206.0 rS
R250 c2 b711 m7874.0 rS
R251 c1 b608 m7518.5 rL
R252 c1 b560 m6910.5 rL
R253 c0 b448 m6350.5 rH
R254 c-1 b300 m5902.5 rD
R255 c0 b360 m5902.5 rD
R256 c1 b480 m5902.5 rL
R257 c1 b400 m4942.5 rH
R258 c-1 b230 m4542.5 rH
R259 c0 b264 m4312.5 rS
R260 c0 b252 m4180.5 rH
R261 c0 b240 m3928.5 rW
R262 c1 b336 m4168.5 rW
R263 c2 b414 m4504.5 rH
R264 c2 b369 m4090.5 rL
R265 c3 b342 m3721.5 rU
R266 c2 b369 m4063.5 rU
R267 c1 b360 m4432.5 rH
R268 c1 b328 m4072.5 rS
R269 c2 b360 m3908.5 rH
R270 c4 b360 m3548.5 rH
R271 c4 b320 m3188.5 rL
R272 c5 b290 m2868.5 rW
R273 c4 b320 m3158.5 rD
R274 c1 b256 m3158.5 rL
R275 c2 b270 m2902.5 rL
R276 c0 b189 m2632.5 rU
R277 c3 b279 m3010.5 rH
R278 c3 b252 m2731.5 rS
R279 c2 b243 m2605.5 rL
R280 c3 b198 m2119.5 rH
R281 c4 b200 m1921.5 rL
R282 c3 b162 m1721.5 rS
R283 c3 b153 m1640.5 rU
R284 c3 b180 m1946.5 rB
R285 c3 b162 m1766.5 rW
R286 c3 b180 m1928.5 rW
R287 c3 b207 m2288.5 rL
R288 c5 b210 m2081.5 rW
R289 c5 b230 m2291.5 rW
R290 c4 b260 m2521.5 rL
R291 c3 b207 m2261.5 rL
R292 c2 b189 m2054.5 rS
R293 c1 b160 m1960.0 rL
R294 c0 b108 m1800.0 rW
R295 c1 b160 m1908.0 rD
R296 c1 b160 m1908.0 rW
R297 c2 b189 m2068.0 rW
R298 c0 b161 m2257.0 rH
R299 c1 b168 m2096.0 rL
R300 c4 b200 m1928.0 rW
R301 c3 b216 m2328.0 rU
R302 c4 b280 m2760.0 rU
R303 c4 b310 m3040.0 rL
R304 c5 b280 m2730.0 rU
R305 c7 b363 m3290.0 rW
R306 c6 b407 m3653.0 rL
R307 c6 b363 m3246.0 rW
R308 c6 b440 m3972.0 rW
R309 c6 b495 m4412.0 rL
R310 c6 b440 m3917.0 rH
R311 c4 b350 m3477.0 rL
R312 c5 b320 m3127.0 rB
R313 c5 b290 m2807.0 rL
R314 c5 b260 m2517.0 rU
R315 c5 b280 m2777.0 rS
R316 c6 b297 m2637.0 rS
R317 c8 b300 m2488.5 rL
R318 c8 b264 m2188.5 rU
R319 c6 b275 m2452.5 rB
R320 c6 b242 m2177.5 rU
R321 c4 b250 m2419.5 rU
R322 c2 b243 m2669.5 rW
R323 c3 b270 m2912.5 rB
R324 c2 b243 m2642.5 rU
R325 c2 b261 m2885.5 rL
R326 c4 b270 m2624.5 rL
R327 c5 b240 m2354.5 rL
R328 c7 b242 m2114.5 rW
R329 c6 b286 m2598.5 rU
R330 c9 b348 m2884.5 rW
R331 c9 b396 m3232.5 rB
R332 c9 b348 m2836.5 rW
R333 c7 b352 m3184.5 rW
R334 c7 b396 m3536.5 rJ
R335 c5 b420 m4130.5 rS
R336 c5 b400 m3920.5 rH
R337 c4 b360 m3520.5 rU
R338 c4 b390 m3880.5 rU
R339 c4 b470 m4660.5 rW
R340 c5 b520 m5130.5 rU
R341 c5 b570 m5650.5 rB
R342 c4 b510 m5080.5 rW
R343 c6 b616 m5590.5 rU
R344 c7 b693 m6206.5 rL
R345 c8 b672 m5513.5 rD
R346 c9 b672 m5513.5 rW
R347 c8 b744 m6185.5 rB
R348 c7 b605 m5441.5 rU
R349 c7 b671 m6046.5 rH
R350 c5 b540 m5375.5 rD
R351 c2 b486 m5375.5 rU
R352 c2 b576 m6347.5 rH
R353 c3 b522 m5771.5 rB
R354 c2 b477 m5249.5 rH
R355 c5 b430 m4295.5 rW
R356 c4 b480 m4725.5 rL
R357 c4 b430 m4245.5 rU
R358 c4 b520 m5105.5 rU
R359 c4 b570 m5625.5 rS
R360 c3 b486 m5340.5 rB
R361 c2 b441 m4854.5 rL
R362 c2 b405 m4413.5 rU
R363 c2 b441 m4818.5 rS
R364 c2 b414 m4598.0 rU
R365 c2 b495 m5426.0 rH
R366 c3 b450 m4931.0 rH
R367 c2 b405 m4481.0 rW
R368 c3 b477 m5291.0 rW
R369 c5 b630 m6245.0 rU
R370 c5 b690 m6875.0 rL
R371 c5 b620 m6185.0 rW
R372 c4 b690 m6805.0 rB
R373 c5 b620 m6115.0 rH
R374 c4 b550 m5495.0 rS
R375 c5 b530 m5220.0 rB
R376 c5 b470 m4690.0 rL
R377 c5 b430 m4220.0 rL
R378 c6 b418 m3790.0 rU
R379 c6 b473 m4208.0 rB
R380 c7 b418 m3735.0 rU
R381 c6 b462 m4153.0 rU
R382 c5 b470 m4615.0 rW
R383 c4 b510 m5085.0 rU
R384 c6 b616 m5595.0 rW
R385 c4 b630 m6211.0 rL
R386 c5 b560 m5581.0 rS
R387 c4 b540 m5301.0 rL
R388 c7 b528 m4761.0 rB
R389 c7 b473 m4233.0 rJ
R390 c5 b500 m4943.0 rL
R391 c6 b495 m4443.0 rU
R392 c6 b550 m4938.0 rW
R393 c5 b550 m5488.0 rH
R394 c5 b500 m4938.0 rU
R395 c4 b550 m5438.0 rU
R396 c6 b726 m6538.0 rB
R397 c5 b590 m5812.0 rU
R398 c7 b715 m6402.0 rU
R399 c6 b792 m7117.0 rU
R400 c8 b960 m7909.0 rW
R401 c7 b979 m8869.0 rJ
R402 c8 b1248 m10338.0 rW
R403 c6 b1276 m11586.0 rD
R404 c5 b1160 m11586.0 rD
R405 c4 b1160 m11586.0 rB
R406 c5 b1050 m10426.0 rB
R407 c6 b1034 m9376.0 rS
R408 c6 b979 m8859.0 rH
R409 c7 b770 m6901.0 rS
R410 c8 b792 m6516.0 rU
R411 c7 b814 m7308.0 rS
R412 c9 b840 m6901.0 rL
R413 c8 b732 m6061.0 rW
R414 c7 b748 m6793.0 rH
R415 c8 b636 m5297.0 rW
R416 c7 b660 m5933.0 rW
R417 c7 b726 m6593.0 rW
R418 c7 b891 m8045.0 rU
R419 c7 b990 m8936.0 rS
R420 c7 b935 m8441.0 rH
R421 c6 b836 m7506.0 rH
R422 c5 b670 m6670.0 rU
R423 c6 b891 m8010.0 rD
R424 c6 b891 m8010.0 rW
R425 c6 b1078 m9792.0 rB
R426 c7 b968 m8714.0 rH
R427 c8 b936 m7746.0 rS
R428 c7 b803 m7278.0 rL
R429 c5 b650 m6475.0 rL
R430 c8 b708 m5825.0 rJ
R431 c10 b828 m6887.0 rB
R432 c8 b732 m6059.0 rU
R433 c9 b816 m6791.0 rH
R434 c10 b720 m5975.0 rU
R435 c8 b804 m6695.0 rS
R436 c7 b693 m6293.0 rU
R437 c7 b770 m6986.0 rU
R438 c5 b780 m7756.0 rW
R439 c3 b774 m8536.0 rW
R440 c2 b846 m9310.0 rL
R441 c4 b850 m8464.0 rD
R442 c5 b850 m8464.0 rU
R443 c5 b940 m9314.0 rU
R444 c4 b1030 m10254.0 rS
R445 c3 b882 m9739.0 rB
R446 c2 b801 m8857.0 rW
R447 c3 b873 m9658.0 rS
R448 c3 b837 m9221.5 rU
R449 c2 b909 m10058.5 rB
R450 c2 b828 m9149.5 rU
R451 c3 b900 m9977.5 rW
R452 c3 b981 m10877.5 rH
R453 c4 b990 m9896.5 rU
R454 c3 b1071 m11876.5 rU
R455 c3 b1170 m12947.5 rW
R456 c5 b1420 m14117.5 rW
R457 c6 b1716 m15537.5 rU
R458 c5 b1730 m17253.5 rD
R459 c2 b1557 m17253.5 rW
R460 c0 b1323 m18810.5 rS
R461 c2 b1638 m18149.0 rW
R462 c1 b1584 m19787.0 rL
R463 c0 b1098 m18203.0 rL
R464 c2 b1548 m17105.0 rS
R465 c3 b1476 m16331.0 rL
R466 c4 b1490 m14855.0 rU
R467 c4 b1640 m16345.0 rW
R468 c3 b1620 m17985.0 rJ
R469 c4 b2050 m20415.0 rL
R470 c5 b1840 m18365.0 rH
