============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: X
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rL
R2 c0 b658 m9400 rD
R3 c3 b846 m9400 rW
R4 c1 b824 m10246 rH
R5 c4 b950 m9422 rS
R6 c3 b810 m8947.0 rU
R7 c3 b954 m10567.0 rH
R8 c3 b873 m9613.0 rU
R9 c2 b945 m10486.0 rW
R10 c5 b1150 m11431.0 rS
R11 c4 b1090 m10856.0 rL
R12 c6 b1078 m9766.0 rL
R13 c5 b870 m8688.0 rU
R14 c4 b960 m9558.0 rD
R15 c4 b960 m9558.0 rH
R16 c3 b774 m8598.0 rS
R17 c3 b747 m8211.0 rH
R18 c1 b600 m7464.0 rL
R19 c1 b552 m6864.0 rU
R20 c1 b600 m7416.0 rL
R21 c0 b483 m6816.0 rW
R22 c0 b511 m7299.0 rW
R23 c-1 b395 m7810.0 rU
R24 c-1 b430 m8600.0 rH
R25 c-3 b328 m8170.0 rB
R26 c-4 b237 m7842.0 rB
R27 c-5 b231 m7605.0 rL
R28 c-2 b370 m7374.0 rW
R29 c-2 b390 m7744.0 rL
R30 c0 b444 m7354.0 rS
R31 c-1 b360 m7132.0 rD
R32 c-1 b360 m7132.0 rW
R33 c1 b632 m7852.0 rS
R34 c0 b532 m7536.0 rU
R35 c2 b774 m8600.0 rW
R36 c1 b752 m9374.0 rW
R37 c2 b918 m10126.0 rL
R38 c3 b837 m9208.0 rL
R39 c3 b756 m8371.0 rL
R40 c0 b539 m7615.0 rW
R41 c1 b656 m8154.0 rL
R42 c1 b600 m7498.0 rD
R43 c0 b525 m7498.0 rW
R44 c0 b567 m8023.0 rL
R45 c0 b450 m7456.0 rW
R46 c0 b504 m8356.0 rH
R47 c0 b474 m7852.0 rB
R48 c0 b444 m7378.0 rD
R49 c0 b518 m7378.0 rU
R50 c1 b632 m7896.0 rU
R51 c0 b602 m8528.0 rL
R52 c0 b560 m7926.0 rU
R53 c1 b680 m8486.0 rU
R54 c3 b828 m9166.0 rW
R55 c4 b1090 m10822.0 rW
R56 c3 b1179 m13002.0 rL
R57 c3 b1071 m11823.0 rB
R58 c3 b972 m10752.0 rU
R59 c3 b1062 m11724.0 rB
R60 c1 b856 m10662.0 rJ
R61 c2 b1080 m11946.0 rW
R62 c0 b917 m13026.0 rL
R63 c3 b1098 m12109.0 rS
R64 c4 b1160 m11560.0 rH
R65 c4 b1040 m10400.0 rB
R66 c5 b940 m9360.0 rL
R67 c5 b850 m8420.0 rW
R68 c7 b1122 m10120.0 rS
R69 c6 b1056 m9559.0 rJ
R70 c4 b1120 m11143.0 rS
R71 c4 b1060 m10583.0 rW
R72 c4 b1170 m11643.0 rU
R73 c6 b1419 m12813.0 rU
R74 c6 b1573 m14232.0 rU
R75 c8 b2088 m17378.0 rS
R76 c7 b1804 m16334.0 rU
R77 c7 b2002 m18138.0 rU
R78 c6 b2222 m20140.0 rL
R79 c4 b1800 m17918.0 rJ
R80 c2 b1863 m20618.0 rS
R81 c2 b1773 m19686.5 rU
R82 c1 b1720 m21459.5 rL
R83 c0 b1188 m19739.5 rL
R84 c0 b1302 m18551.5 rL
R85 c0 b1038 m17249.5 rH
R86 c0 b978 m16211.5 rL
R87 c1 b1224 m15233.5 rW
R88 c0 b1155 m16457.5 rW
R89 c1 b1416 m17612.5 rW
R90 c0 b1146 m19028.5 rU
R91 c1 b1616 m20174.5 rL
R92 c3 b1674 m18558.5 rS
R93 c3 b1602 m17721.5 rU
R94 c4 b2100 m20925.5 rS
R95 c3 b1791 m19875.5 rB
R96 c3 b1629 m18084.5 rS
R97 c2 b1557 m17270.0 rU
R98 c1 b1512 m18827.0 rD
R99 c2 b1701 m18827.0 rB
R100 c1 b1376 m17126.0 rU
R101 c1 b1488 m18502.0 rL
R102 c3 b1539 m17014.0 rU
R103 c3 b1674 m18553.0 rU
R104 c4 b2030 m20227.0 rU
R105 c4 b2230 m22257.0 rL
R106 c2 b1809 m20027.0 rU
R107 c4 b2370 m23645.0 rH
R108 c4 b1900 m18905.0 rU
R109 c3 b1881 m20805.0 rW
R110 c4 b2270 m22686.0 rL
R111 c4 b2050 m20416.0 rU
R112 c4 b2460 m24516.0 rL
R113 c4 b2210 m22056.0 rU
R114 c3 b2187 m24266.0 rU
R115 c3 b2385 m26453.0 rB
R116 c3 b2169 m24068.0 rS
R117 c2 b2070 m22983.5 rS
R118 c2 b1980 m21948.5 rL
R119 c3 b1800 m19968.5 rL
R120 c4 b1820 m18168.5 rL
R121 c3 b1476 m16348.5 rW
R122 c3 b1611 m17824.5 rD
R123 c2 b1611 m17824.5 rB
R124 c1 b1304 m16213.5 rD
R125 c0 b978 m16213.5 rD
R126 c2 b1467 m16213.5 rS
R127 c2 b1395 m15480.0 rU
R128 c2 b1647 m18270.0 rH
R129 c2 b1503 m16623.0 rS
R130 c1 b1272 m15871.5 rB
R131 c0 b1022 m14599.5 rU
R132 c1 b1256 m15621.5 rH
R133 c3 b1188 m13109.5 rH
R134 c4 b1200 m11921.5 rL
R135 c5 b1080 m10721.5 rU
R136 c4 b1190 m11801.5 rD
R137 c6 b1309 m11801.5 rU
R138 c4 b1320 m13110.5 rU
R139 c3 b1305 m14430.5 rL
R140 c2 b1188 m13125.5 rU
R141 c2 b1296 m14313.5 rW
R142 c1 b1256 m15609.5 rL
R143 c1 b1152 m14353.5 rU
R144 c4 b1560 m15505.5 rD
R145 c5 b1560 m15505.5 rW
R146 c5 b1710 m17065.5 rL
R147 c5 b1540 m15355.5 rW
R148 c7 b2035 m18435.5 rL
R149 c8 b1728 m14365.5 rS
R150 c8 b1632 m13501.5 rD
R151 c6 b1496 m13501.5 rL
R152 c7 b1331 m12005.5 rS
R153 c6 b1254 m11340.0 rS
R154 c6 b1188 m10713.0 rU
R155 c3 b1080 m11901.0 rU
R156 c2 b1170 m12981.0 rU
R157 c1 b1136 m14151.0 rB
R158 c0 b917 m13015.0 rL
R159 c1 b968 m12098.0 rB
R160 c0 b784 m11130.0 rL
R161 c2 b936 m10346.0 rB
R162 c2 b855 m9410.0 rU
R163 c1 b824 m10265.0 rU
R164 c0 b666 m11089.0 rW
R165 c-1 b590 m11755.0 rU
R166 c0 b910 m12935.0 rH
R167 c0 b847 m12025.0 rL
R168 c1 b896 m11178.0 rL
R169 c1 b824 m10282.0 rH
R170 c1 b760 m9458.0 rU
R171 c1 b824 m10218.0 rH
R172 c3 b846 m9394.0 rU
R173 c1 b824 m10240.0 rD
R174 c3 b927 m10240.0 rB
R175 c2 b846 m9313.0 rL
R176 c3 b765 m8467.0 rW
R177 c2 b837 m9232.0 rW
R178 c2 b909 m10069.0 rU
R179 c1 b952 m11887.0 rU
R180 c3 b1161 m12839.0 rB
R181 c2 b1053 m11678.0 rB
R182 c2 b963 m10625.0 rL
R183 c1 b776 m9662.0 rL
R184 c2 b801 m8886.0 rW
R185 c2 b873 m9687.0 rL
R186 c2 b801 m8814.0 rW
R187 c4 b970 m9615.0 rB
R188 c3 b783 m8645.0 rU
R189 c3 b855 m9428.0 rS
R190 c3 b819 m9000.5 rW
R191 c1 b792 m9819.5 rW
R192 c1 b856 m10611.5 rW
R193 c0 b690 m11467.5 rH
R194 c0 b756 m10777.5 rU
R195 c1 b984 m12289.5 rB
R196 c0 b798 m11305.5 rH
R197 c2 b954 m10507.5 rB
R198 c2 b864 m9553.5 rL
R199 c2 b711 m7825.5 rW
R200 c3 b774 m8536.5 rL
R201 c4 b780 m7762.5 rW
R202 c6 b946 m8542.5 rW
R203 c8 b1260 m10434.5 rW
R204 c6 b1287 m11694.5 rS
R205 c5 b1110 m11051.0 rU
R206 c5 b1220 m12161.0 rH
R207 c6 b1210 m10941.0 rD
R208 c6 b1210 m10941.0 rU
R209 c6 b1342 m12151.0 rU
R210 c5 b1350 m13493.0 rU
R211 c5 b1490 m14843.0 rW
R212 c6 b1804 m16333.0 rW
R213 c5 b1820 m18137.0 rW
R214 c6 b2200 m19957.0 rU
R215 c7 b2442 m22157.0 rL
R216 c6 b2178 m19715.0 rW
R217 c4 b2190 m21893.0 rB
R218 c3 b1782 m19703.0 rU
R219 c3 b1935 m21485.0 rL
R220 c3 b1764 m19550.0 rL
R221 c4 b1780 m17786.0 rW
R222 c3 b1764 m19566.0 rW
R223 c4 b2310 m23094.0 rJ
R224 c4 b2660 m26559.0 rU
R225 c4 b2930 m29219.0 rH
R226 c4 b2630 m26289.0 rH
R227 c3 b2133 m23659.0 rD
R228 c1 b1896 m23659.0 rL
R229 c1 b1744 m21763.0 rU
R230 c0 b1652 m23507.0 rW
R231 c3 b2268 m25159.0 rS
R232 c5 b2410 m24025.0 rL
R233 c5 b2170 m21615.0 rU
R234 c5 b2600 m25955.0 rL
R235 c5 b2340 m23355.0 rU
R236 c5 b2570 m25695.0 rJ
R237 c4 b2960 m29550.0 rW
R238 c3 b2934 m32510.0 rL
R239 c6 b3256 m29576.0 rD
R240 c6 b3256 m29576.0 rU
R241 c8 b4332 m36088.0 rD
R242 c6 b3971 m36088.0 rH
R243 c8 b3864 m32117.0 rB
R244 c8 b3396 m28253.0 rU
R245 c8 b3804 m31649.0 rU
R246 c8 b4260 m35453.0 rU
R247 c7 b4378 m39713.0 rS
R248 c6 b4136 m37524.0 rB
R249 c6 b3674 m33388.0 rW
R250 c4 b3710 m37062.0 rW
R251 c4 b4080 m40772.0 rL
R252 c4 b3670 m36692.0 rD
R253 c4 b3670 m36692.0 rL
R254 c3 b2979 m33022.0 rD
R255 c3 b2979 m33022.0 rU
R256 c2 b3249 m36001.0 rL
R257 c3 b2952 m32752.0 rU
R258 c4 b3580 m35704.0 rW
R259 c5 b3930 m39284.0 rL
R260 c4 b3540 m35354.0 rW
R261 c4 b4250 m42434.0 rU
R262 c3 b4203 m46684.0 rW
R263 c7 b6061 m55090.0 rH
R264 c5 b4910 m49029.0 rH
R265 c7 b4862 m44119.0 rW
R266 c6 b5390 m48981.0 rW
R267 c6 b5984 m54371.0 rH
R268 c5 b4840 m48387.0 rL
R269 c4 b4360 m43547.0 rL
R270 c4 b3920 m39187.0 rL
R271 c5 b3530 m35267.0 rU
R272 c6 b4268 m38797.0 rS
R273 c5 b3670 m36663.0 rW
R274 c5 b4040 m40333.0 rL
R275 c6 b3993 m36293.0 rU
R276 c5 b4030 m40286.0 rU
R277 c5 b4440 m44316.0 rW
R278 c6 b5852 m53196.0 rU
R279 c7 b6501 m59048.0 rU
R280 c7 b7216 m65549.0 rW
R281 c7 b8008 m72765.0 rJ
R282 c5 b8480 m84777.0 rH
R283 c4 b7630 m76297.0 rS
R284 c4 b7250 m72482.0 rW
R285 c2 b7182 m79732.0 rW
R286 c4 b8700 m86914.0 rJ
R287 c3 b9000 m99964.0 rJ
R288 c4 b11350 m113464.0 rS
R289 c3 b9702 m107789.0 rH
R290 c5 b8840 m88385.0 rW
R291 c5 b9730 m97225.0 rS
R292 c4 b9240 m92360.0 rW
R293 c4 b10160 m101600.0 rD
R294 c4 b10160 m101600.0 rU
R295 c5 b11180 m111760.0 rJ
R296 c3 b11574 m128530.0 rL
R297 c4 b11700 m116956.0 rS
R298 c3 b10008 m111106.0 rD
R299 c4 b11120 m111106.0 rL
R300 c5 b8890 m88866.0 rJ
R301 c6 b11253 m102201.0 rW
R302 c5 b11350 m113454.0 rH
R303 c6 b11242 m102104.0 rJ
R304 c5 b11900 m118967.0 rU
R305 c6 b15708 m142767.0 rW
R306 c10 b20904 m174183.0 rL
R307 c9 b18396 m153279.0 rB
R308 c8 b16188 m134883.0 rD
R309 c8 b16188 m134883.0 rU
R310 c10 b18132 m151071.0 rH
R311 c10 b15960 m132939.0 rJ
R312 c10 b18828 m156879.0 rU
R313 c8 b21096 m175707.0 rJ
R314 c7 b22814 m207351.0 rU
R315 c7 b25322 m230165.0 rH
R316 c4 b20490 m204843.0 rB
R317 c3 b16596 m184353.0 rH
R318 c3 b15102 m167757.0 rS
R319 c3 b14427 m160206.0 rL
R320 c3 b13122 m145779.0 rU
R321 c3 b14310 m158901.0 rB
R322 c3 b13014 m144591.0 rU
R323 c4 b17070 m170619.0 rL
R324 c4 b15360 m153549.0 rL
R325 c4 b13820 m138189.0 rL
R326 c5 b12440 m124369.0 rW
R327 c3 b12321 m136809.0 rU
R328 c4 b14920 m149130.0 rU
R329 c5 b16410 m164050.0 rH
R330 c7 b16247 m147640.0 rH
R331 c7 b14454 m131393.0 rW
R332 c5 b14590 m145847.0 rJ
R333 c5 b16780 m167732.0 rL
R334 c4 b15100 m150952.0 rL
R335 c5 b13590 m135852.0 rL
R336 c6 b13453 m122262.0 rL
R337 c4 b10890 m108809.0 rD
R338 c3 b9801 m108809.0 rL
R339 c3 b8919 m99008.0 rL
R340 c3 b7308 m81170.0 rW
R341 c2 b7965 m88478.0 rS
R342 c2 b7605 m84495.5 rU
R343 c3 b8298 m92100.5 rL
R344 c4 b8390 m83802.5 rS
R345 c3 b7173 m79607.5 rL
R346 c4 b7250 m72434.5 rH
R347 c6 b6380 m57934.5 rH
R348 c5 b5160 m51554.5 rW
R349 c4 b5680 m56714.5 rL
R350 c5 b5110 m51034.5 rB
R351 c4 b4600 m45924.5 rD
R352 c5 b4600 m45924.5 rL
R353 c6 b4554 m41324.5 rU
R354 c4 b4590 m45878.5 rD
R355 c4 b4590 m45878.5 rW
R356 c2 b4545 m50468.5 rS
R357 c2 b4338 m48196.0 rU
R358 c4 b5260 m52534.0 rL
R359 c4 b4730 m47274.0 rL
R360 c2 b3834 m42544.0 rH
R361 c1 b2792 m34876.0 rU
R362 c0 b2639 m37668.0 rD
R363 c0 b2639 m37668.0 rU
R364 c1 b3440 m42946.0 rW
R365 c2 b4176 m46386.0 rU
R366 c1 b4048 m50562.0 rL
R367 c0 b3262 m46514.0 rS
R368 c1 b3592 m44883.0 rL
R369 c2 b3717 m41291.0 rU
R370 c4 b4510 m45008.0 rL
R371 c6 b4455 m40498.0 rW
R372 c4 b4500 m44953.0 rD
R373 c2 b4050 m44953.0 rJ
R374 c2 b4599 m51028.0 rL
R375 c3 b4185 m46429.0 rL
R376 c2 b3807 m42244.0 rL
R377 c3 b3465 m38437.0 rL
R378 c5 b3500 m34972.0 rB
R379 c4 b3150 m31472.0 rB
R380 c7 b3124 m28322.0 rH
R381 c7 b2431 m22074.0 rD
R382 c7 b2431 m22074.0 rW
R383 c5 b2460 m24505.0 rL
R384 c3 b1989 m22045.0 rL
R385 c3 b1809 m20056.0 rH
R386 c3 b1485 m16438.0 rH
R387 c3 b1350 m14953.0 rU
R388 c1 b1312 m16303.0 rL
R389 c1 b1096 m13679.0 rH
R390 c1 b1008 m12583.0 rW
R391 c2 b1314 m14599.0 rW
R392 c2 b1440 m15913.0 rH
R393 c4 b1450 m14473.0 rU
R394 c5 b1600 m15923.0 rW
R395 c5 b1760 m17523.0 rS
R396 c5 b1670 m16643.0 rS
R397 c4 b1590 m15808.0 rL
R398 c3 b1287 m14218.0 rL
R399 c2 b1170 m12931.0 rW
R400 c1 b1136 m14101.0 rD
R401 c0 b994 m14101.0 rU
R402 c2 b1449 m16089.0 rU
R403 c2 b1710 m18987.0 rS
R404 c1 b1456 m18132.0 rU
R405 c0 b1372 m19588.0 rB
R406 c0 b1098 m18216.0 rL
R407 c0 b1032 m17118.0 rB
R408 c-2 b805 m16086.0 rL
R409 c0 b1015 m14476.0 rL
R410 c0 b875 m12446.0 rW
R411 c2 b1206 m13321.0 rL
R412 c3 b990 m10909.0 rW
R413 c3 b1161 m12889.0 rH
R414 c3 b1062 m11728.0 rH
R415 c1 b856 m10666.0 rW
R416 c2 b1044 m11522.0 rD
R417 c3 b1044 m11522.0 rL
R418 c4 b1050 m10478.0 rU
R419 c6 b1386 m12578.0 rL
R420 c5 b1120 m11192.0 rS
R421 c5 b1070 m10632.0 rU
R422 c6 b1298 m11702.0 rL
R423 c5 b1050 m10404.0 rB
R424 c4 b940 m9354.0 rS
R425 c5 b890 m8884.0 rW
R426 c3 b882 m9774.0 rW
R427 c2 b963 m10656.0 rU
R428 c3 b1053 m11619.0 rU
R429 c1 b1016 m12672.0 rL
R430 c5 b1070 m10640.0 rU
R431 c5 b1280 m12780.0 rB
R432 c6 b1265 m11500.0 rU
R433 c6 b1408 m12765.0 rU
R434 c6 b1562 m14173.0 rL
R435 c6 b1397 m12611.0 rL
R436 c5 b1130 m11214.0 rD
R437 c4 b1130 m11214.0 rU
R438 c5 b1240 m12344.0 rS
R439 c4 b1180 m11724.0 rS
R440 c4 b1120 m11134.0 rW
R441 c2 b1107 m12254.0 rW
R442 c3 b1206 m13361.0 rJ
R443 c4 b1520 m15170.0 rD
R444 c1 b1216 m15170.0 rU
R445 c0 b1148 m16386.0 rU
R446 c1 b1408 m17534.0 rU
R447 c2 b1710 m18942.0 rH
R448 c2 b1404 m15522.0 rU
R449 c0 b1190 m16926.0 rJ
R450 c1 b1504 m18711.0 rB
R451 c1 b1384 m17207.0 rL
R452 c3 b1431 m15823.0 rL
R453 c2 b1296 m14392.0 rH
R454 c0 b917 m13096.0 rU
R455 c2 b1269 m14013.0 rU
