============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: X
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rU
R2 c-1 b530 m10600 rU
R3 c-1 b560 m11130 rL
R4 c0 b606 m10010 rL
R5 c0 b665 m9404 rD
R6 c-1 b475 m9404 rH
R7 c0 b540 m8929 rH
R8 c1 b632 m7849 rL
R9 c1 b584 m7217 rW
R10 c3 b756 m8385 rH
R11 c4 b770 m7629 rU
R12 c4 b840 m8399 rU
R13 c2 b909 m10079 rB
R14 c1 b736 m9170 rH
R15 c1 b616 m7698 rL
R16 c2 b639 m7082 rB
R17 c1 b520 m6443 rH
R18 c0 b420 m5923 rW
R19 c-1 b320 m6343 rB
R20 c-2 b305 m6023 rS
R21 c-2 b295 m5870.5 rB
R22 c-4 b168 m5575.5 rD
R23 c-4 b168 m5575.5 rS
R24 c-4 b165 m5491.5 rH
R25 c-5 b162 m5326.5 rU
R26 c-5 b165 m5488.5 rL
R27 c-6 b108 m5323.5 rL
R28 c-7 b106 m5215.5 rL
R29 c-7 b104 m5109.5 rU
R30 c-7 b106 m5213.5 rH
R31 c-6 b102 m5001.5 rW
R32 c-5 b156 m5103.5 rW
R33 c-4 b159 m5259.5 rD
R34 c-6 b106 m5259.5 rW
R35 c-7 b108 m5365.5 rH
R36 c-6 b106 m5257.5 rB
R37 c-5 b156 m5151.5 rL
R38 c-4 b150 m4995.5 rL
R39 c-4 b147 m4845.5 rU
R40 c-2 b250 m4992.5 rL
R41 c-2 b240 m4742.5 rL
R42 c1 b368 m4502.5 rB
R43 c1 b336 m4134.5 rU
R44 c1 b360 m4470.5 rW
R45 c0 b364 m5190.5 rW
R46 c0 b392 m5554.5 rW
R47 c0 b420 m5946.5 rB
R48 c0 b336 m5526.5 rL
R49 c-1 b260 m5190.5 rH
R50 c-1 b250 m4930.5 rL
R51 c0 b282 m4680.5 rU
R52 c-1 b250 m4962.5 rL
R53 c0 b270 m4462.5 rU
R54 c1 b408 m5002.5 rU
R55 c0 b385 m5410.5 rB
R56 c0 b306 m5025.5 rU
R57 c0 b378 m5331.5 rB
R58 c-1 b250 m4953.5 rW
R59 c-3 b212 m5203.5 rW
R60 c-3 b220 m5415.5 rS
R61 c-4 b162 m5305.5 rD
R62 c-3 b216 m5305.5 rW
R63 c-4 b168 m5521.5 rB
R64 c-4 b162 m5353.5 rU
R65 c-4 b168 m5515.5 rU
R66 c-3 b228 m5683.5 rD
R67 c-6 b114 m5683.5 rU
R68 c-4 b174 m5797.5 rW
R69 c-4 b180 m5971.5 rU
R70 c-4 b186 m6151.5 rL
R71 c-4 b180 m5965.5 rL
R72 c-3 b232 m5785.5 rD
R73 c-4 b174 m5785.5 rW
R74 c-5 b180 m5959.5 rW
R75 c-7 b124 m6139.5 rU
R76 c-6 b126 m6263.5 rL
R77 c-4 b183 m6011.5 rL
R78 c-4 b177 m5828.5 rU
R79 c-4 b183 m6005.5 rS
R80 c-4 b180 m5914.0 rW
R81 c-1 b315 m6274.0 rL
R82 c0 b420 m5959.0 rB
R83 c0 b392 m5539.0 rD
R84 c0 b392 m5539.0 rJ
R85 c0 b372 m6127.0 rU
R86 c-2 b325 m6499.0 rD
R87 c-4 b195 m6499.0 rS
R88 c-4 b195 m6401.5 rW
R89 c-2 b330 m6596.5 rU
R90 c-4 b210 m6926.5 rB
R91 c-5 b204 m6716.5 rH
R92 c-4 b198 m6512.5 rW
R93 c-5 b204 m6710.5 rW
R94 c-5 b210 m6914.5 rU
R95 c-4 b216 m7124.5 rU
R96 c-3 b296 m7340.5 rU
R97 c-5 b231 m7636.5 rB
R98 c-6 b150 m7405.5 rS
R99 c-6 b148 m7330.5 rW
R100 c-6 b150 m7478.5 rU
R101 c-7 b154 m7628.5 rD
R102 c-8 b77 m7628.5 rD
R103 c-8 b77 m7628.5 rS
R104 c-9 b76 m7590.0 rJ
R105 c-10 b78 m7704.0 rD
R106 c-9 b78 m7704.0 rL
R107 c-8 b77 m7626.0 rW
R108 c-7 b156 m7703.0 rJ
R109 c-9 b80 m7937.0 rL
R110 c-9 b79 m7857.0 rB
R111 c-9 b78 m7778.0 rL
R112 c-8 b77 m7700.0 rJ
R113 c-8 b79 m7816.0 rL
R114 c-5 b234 m7737.0 rW
R115 c-6 b160 m7971.0 rU
R116 c-6 b166 m8291.0 rL
R117 c-4 b246 m8125.0 rW
R118 c-5 b252 m8371.0 rD
R119 c-4 b252 m8371.0 rW
R120 c-5 b261 m8623.0 rH
R121 c-5 b252 m8362.0 rW
R122 c-6 b174 m8614.0 rL
R123 c-5 b255 m8440.0 rL
R124 c-5 b246 m8185.0 rU
R125 c-4 b261 m8677.0 rD
R126 c-7 b174 m8677.0 rH
R127 c-8 b86 m8503.0 rL
R128 c-3 b340 m8417.0 rL
R129 c-5 b243 m8077.0 rL
R130 c-4 b237 m7834.0 rS
R131 c-3 b312 m7715.5 rJ
R132 c-3 b328 m8183.5 rW
R133 c-5 b258 m8511.5 rU
R134 c-6 b176 m8769.5 rW
R135 c-7 b180 m8945.5 rH
R136 c-6 b176 m8765.5 rL
R137 c-5 b255 m8413.5 rB
R138 c-6 b164 m8158.5 rL
R139 c-6 b160 m7994.5 rU
R140 c-5 b252 m8314.5 rL
R141 c-6 b162 m8062.5 rL
R142 c-5 b240 m7900.5 rL
R143 c-2 b375 m7420.5 rW
R144 c-1 b390 m7795.5 rL
R145 c0 b426 m7015.5 rW
R146 c-2 b375 m7441.5 rD
R147 c-2 b375 m7441.5 rU
R148 c-4 b237 m7816.5 rJ
R149 c-4 b246 m8172.5 rH
R150 c-4 b240 m7926.5 rU
R151 c-4 b246 m8166.5 rU
R152 c-5 b255 m8412.5 rL
R153 c-4 b246 m8157.5 rU
R154 c-4 b255 m8403.5 rU
R155 c-4 b261 m8658.5 rU
R156 c-6 b180 m8919.5 rU
R157 c-7 b182 m9099.5 rS
R158 c-8 b91 m9008.5 rU
R159 c-4 b276 m9190.5 rW
R160 c-5 b285 m9466.5 rW
R161 c-6 b196 m9751.5 rS
R162 c-6 b194 m9653.5 rS
R163 c-6 b192 m9556.5 rH
R164 c-8 b94 m9364.5 rU
R165 c-6 b192 m9552.5 rW
R166 c-6 b196 m9744.5 rU
R167 c-4 b306 m10136.5 rU
R168 c-3 b420 m10442.5 rU
R169 c-2 b545 m10862.5 rU
R170 c-1 b600 m11952.5 rU
R171 c0 b756 m12552.5 rW
R172 c-2 b670 m13308.5 rW
R173 c-2 b700 m13978.5 rW
R174 c-3 b588 m14678.5 rU
R175 c-5 b459 m15266.5 rB
R176 c-6 b298 m14807.5 rH
R177 c-7 b292 m14509.5 rL
R178 c-6 b280 m13925.5 rB
R179 c-7 b274 m13645.5 rL
R180 c-6 b268 m13371.5 rW
R181 c-7 b274 m13639.5 rW
R182 c-7 b280 m13913.5 rB
R183 c-7 b274 m13633.5 rJ
R184 c-7 b282 m14044.5 rU
R185 c-8 b144 m14326.5 rW
R186 c-9 b145 m14470.5 rL
R187 c-9 b142 m14180.5 rW
R188 c-10 b144 m14322.5 rB
R189 c-10 b142 m14178.5 rH
R190 c-8 b141 m14036.5 rW
R191 c-8 b142 m14177.5 rW
R192 c-7 b288 m14319.5 rU
R193 c-6 b298 m14895.5 rB
R194 c-6 b292 m14597.5 rL
R195 c-6 b288 m14305.5 rW
R196 c-6 b292 m14593.5 rD
R197 c-5 b438 m14593.5 rU
R198 c-3 b604 m15031.5 rH
R199 c-4 b435 m14427.5 rW
R200 c-2 b765 m15297.5 rH
R201 c-1 b730 m14532.5 rW
R202 c-1 b765 m15262.5 rB
R203 c-2 b725 m14497.5 rL
R204 c-4 b414 m13772.5 rW
R205 c-3 b568 m14186.5 rW
R206 c-6 b296 m14754.5 rU
R207 c-7 b302 m15050.5 rB
R208 c-7 b296 m14748.5 rS
R209 c-7 b294 m14600.5 rL
R210 c-6 b288 m14306.5 rB
R211 c-5 b423 m14018.5 rL
R212 c-3 b544 m13595.5 rW
R213 c-5 b426 m14139.5 rB
R214 c-5 b414 m13713.5 rW
R215 c-5 b426 m14127.5 rS
R216 c-5 b420 m13914.5 rH
R217 c-3 b524 m13074.5 rW
R218 c-3 b568 m14122.5 rD
R219 c-6 b284 m14122.5 rL
R220 c-6 b278 m13838.5 rH
R221 c-3 b544 m13560.5 rB
R222 c-4 b393 m13016.5 rU
R223 c-4 b405 m13409.5 rD
R224 c-5 b405 m13409.5 rH
R225 c-4 b393 m13004.5 rU
R226 c-4 b402 m13397.5 rS
R227 c-5 b396 m13196.5 rS
R228 c-4 b390 m12998.5 rS
R229 c-4 b387 m12803.5 rW
R230 c-4 b396 m13190.5 rS
R231 c-4 b390 m12992.5 rW
R232 c-4 b402 m13382.5 rH
R233 c-1 b650 m12980.5 rW
R234 c0 b822 m13630.5 rS
R235 c0 b798 m13219.5 rU
R236 c-3 b564 m14017.5 rH
R237 c-3 b540 m13453.5 rB
R238 c-3 b520 m12913.5 rU
R239 c-3 b540 m13433.5 rU
R240 c-5 b420 m13973.5 rU
R241 c-3 b576 m14393.5 rS
R242 c-2 b710 m14105.5 rW
R243 c-1 b745 m14815.5 rL
R244 c0 b846 m14070.5 rS
R245 c0 b822 m13647.5 rH
R246 c0 b774 m12825.5 rH
R247 c-1 b605 m12051.5 rU
R248 c-3 b508 m12656.5 rL
R249 c-1 b585 m11640.5 rS
R250 c0 b684 m11348.0 rJ
R251 c-2 b620 m12374.0 rS
R252 c-3 b484 m12064.0 rW
R253 c-5 b378 m12548.0 rB
R254 c-5 b366 m12170.0 rL
R255 c-4 b357 m11804.0 rU
R256 c-4 b378 m12518.0 rW
R257 c-4 b387 m12896.0 rW
R258 c-4 b399 m13283.0 rB
R259 c-2 b645 m12884.0 rU
R260 c-2 b680 m13529.0 rB
R261 c-2 b645 m12849.0 rL
R262 c0 b738 m12204.0 rW
R263 c1 b1040 m12942.0 rU
R264 c1 b1120 m13982.0 rL
R265 c0 b774 m12862.0 rB
R266 c-2 b605 m12088.0 rB
R267 c-2 b575 m11483.0 rL
R268 c-1 b550 m10908.0 rW
R269 c-1 b575 m11458.0 rU
R270 c-2 b605 m12033.0 rU
R271 c-1 b635 m12638.0 rH
R272 c-1 b570 m11368.0 rJ
R273 c-2 b615 m12223.0 rW
R274 c-1 b675 m13453.0 rL
R275 c-2 b640 m12778.0 rH
R276 c0 b805 m11498.0 rW
R277 c0 b744 m12303.0 rW
R278 c-2 b655 m13047.0 rS
R279 c-3 b512 m12719.5 rW
R280 c-3 b532 m13231.5 rS
R281 c-3 b520 m12965.5 rS
R282 c-3 b512 m12705.5 rS
R283 c-4 b375 m12449.5 rU
R284 c-5 b387 m12824.5 rD
R285 c-7 b258 m12824.5 rW
R286 c-7 b262 m13082.5 rB
R287 c-7 b258 m12820.5 rD
R288 c-8 b129 m12820.5 rW
R289 c-6 b260 m12949.5 rL
R290 c-6 b254 m12689.5 rD
R291 c-8 b127 m12689.5 rU
R292 c-7 b260 m12943.5 rL
R293 c-6 b254 m12683.5 rS
R294 c-7 b252 m12556.5 rL
R295 c-5 b372 m12304.5 rH
R296 c-5 b360 m11932.5 rU
R297 c-5 b369 m12292.5 rD
R298 c-4 b369 m12292.5 rU
R299 c-3 b508 m12661.5 rL
R300 c-3 b488 m12153.5 rD
R301 c-3 b488 m12153.5 rU
R302 c-3 b508 m12641.5 rU
R303 c-3 b528 m13149.5 rW
R304 c0 b858 m14205.5 rJ
R305 c0 b930 m15492.5 rL
R306 c0 b822 m13632.5 rL
R307 c0 b903 m12810.5 rU
R308 c0 b966 m13713.5 rS
R309 c0 b931 m13230.5 rU
R310 c0 b1057 m15092.5 rL
R311 c0 b987 m14035.5 rW
R312 c1 b1288 m16009.5 rJ
R313 c0 b1260 m17941.5 rL
R314 c0 b1169 m16681.5 rU
R315 c0 b1074 m17850.5 rU
R316 c-1 b950 m18924.5 rL
R317 c-1 b900 m17974.5 rW
R318 c-3 b756 m18874.5 rU
R319 c-3 b788 m19630.5 rL
R320 c-4 b567 m18842.5 rU
R321 c-5 b585 m19409.5 rL
R322 c-8 b189 m18824.5 rB
R323 c-6 b374 m18635.5 rU
R324 c-5 b573 m19009.5 rH
R325 c-2 b925 m18436.5 rU
R326 c-2 b1015 m20286.5 rL
R327 c-1 b965 m19271.5 rH
R328 c-2 b920 m18306.5 rL
R329 c-2 b870 m17386.5 rU
R330 c-3 b732 m18256.5 rU
R331 c-4 b594 m19720.5 rS
R332 c-4 b585 m19423.5 rD
R333 c-4 b585 m19423.5 rL
R334 c-6 b378 m18838.5 rH
R335 c-6 b362 m18082.5 rW
R336 c-5 b567 m18806.5 rS
R337 c-5 b558 m18523.0 rL
R338 c-2 b875 m17407.0 rL
R339 c-2 b830 m16532.0 rU
R340 c-1 b870 m17362.0 rL
R341 c0 b990 m16492.0 rU
R342 c-1 b875 m17482.0 rS
R343 c-2 b855 m17044.5 rJ
R344 c-3 b736 m18327.5 rU
R345 c-3 b764 m19063.5 rD
R346 c-4 b573 m19063.5 rS
R347 c-5 b564 m18777.0 rL
R348 c-3 b732 m18213.0 rS
R349 c-3 b716 m17847.0 rU
R350 c-2 b930 m18563.0 rU
R351 c-4 b585 m19493.0 rB
R352 c-5 b570 m18908.0 rU
R353 c-7 b390 m19478.0 rS
R354 c-6 b386 m19283.0 rU
R355 c-4 b591 m19669.0 rL
R356 c-4 b573 m19078.0 rD
R357 c-2 b955 m19078.0 rU
R358 c-1 b1050 m20988.0 rW
R359 c-3 b884 m22038.0 rH
R360 c-4 b636 m21154.0 rL
R361 c-3 b824 m20518.0 rU
R362 c-2 b1070 m21342.0 rB
R363 c-2 b1015 m20272.0 rH
R364 c0 b1098 m18242.0 rS
R365 c-1 b885 m17693.0 rL
R366 c1 b1280 m15923.0 rU
R367 c2 b1557 m17203.0 rL
R368 c2 b1413 m15646.0 rW
R369 c2 b1539 m17059.0 rL
R370 c2 b1404 m15520.0 rU
R371 c2 b1530 m16924.0 rU
R372 c2 b1665 m18454.0 rL
R373 c1 b1344 m16789.0 rB
R374 c1 b1240 m15445.0 rU
R375 c-1 b835 m16685.0 rL
R376 c-2 b795 m15850.0 rH
R377 c-1 b755 m15055.0 rH
R378 c-3 b572 m14300.0 rL
R379 c-1 b660 m13156.0 rL
R380 c-1 b625 m12496.0 rU
R381 c-2 b660 m13121.0 rU
R382 c-2 b690 m13781.0 rU
R383 c-1 b725 m14471.0 rW
R384 c-2 b760 m15196.0 rW
R385 c-1 b840 m16716.0 rD
R386 c-1 b840 m16716.0 rL
R387 c0 b906 m15036.0 rJ
R388 c-1 b820 m16395.0 rL
R389 c-2 b780 m15575.0 rH
R390 c-1 b740 m14795.0 rS
R391 c-1 b725 m14425.0 rW
R392 c-2 b760 m15150.0 rW
R393 c-1 b800 m15910.0 rD
R394 c0 b960 m15910.0 rH
R395 c-2 b750 m14950.0 rL
R396 c-4 b426 m14200.0 rD
R397 c-4 b426 m14200.0 rD
R398 c-2 b710 m14200.0 rL
R399 c-4 b405 m13490.0 rL
R400 c-2 b655 m13085.0 rJ
R401 c-2 b705 m14068.0 rL
R402 c-3 b536 m13363.0 rU
R403 c-5 b417 m13899.0 rL
R404 c-6 b270 m13482.0 rW
R405 c-6 b276 m13752.0 rH
R406 c-4 b405 m13476.0 rW
R407 c-5 b417 m13881.0 rU
R408 c-4 b429 m14298.0 rL
R409 c-4 b417 m13869.0 rU
R410 c-2 b740 m14703.0 rL
R411 c-1 b700 m13963.0 rB
R412 c-2 b665 m13263.0 rU
R413 c-1 b700 m13928.0 rL
R414 c-1 b665 m13228.0 rD
R415 c-3 b532 m13228.0 rJ
R416 c-3 b564 m14026.0 rU
R417 c-4 b456 m15154.0 rS
R418 c-4 b450 m14926.0 rL
R419 c-2 b725 m14476.0 rS
R420 c-2 b710 m14113.5 rL
R421 c0 b810 m13403.5 rU
R422 c0 b858 m14213.5 rB
R423 c-2 b670 m13355.5 rU
R424 c-2 b705 m14025.5 rW
R425 c-2 b775 m15435.5 rW
R426 c0 b978 m16210.5 rB
R427 c-1 b765 m15232.5 rL
R428 c-2 b725 m14467.5 rU
R429 c-2 b760 m15192.5 rL
R430 c0 b870 m14432.5 rL
R431 c0 b952 m13562.5 rH
R432 c-2 b635 m12610.5 rS
R433 c-2 b615 m12293.0 rB
R434 c-3 b468 m11678.0 rJ
R435 c-3 b496 m12380.0 rB
R436 c-2 b595 m11884.0 rU
R437 c-1 b625 m12479.0 rL
R438 c0 b791 m11229.0 rU
R439 c0 b903 m12811.0 rJ
R440 c0 b852 m14166.0 rW
R441 c2 b1431 m15870.0 rL
R442 c3 b1305 m14439.0 rL
R443 c0 b924 m13134.0 rU
R444 c0 b987 m14058.0 rL
R445 c1 b1048 m13071.0 rS
R446 c1 b1008 m12547.0 rD
R447 c0 b882 m12547.0 rL
R448 c1 b936 m11665.0 rL
R449 c0 b756 m10729.0 rU
R450 c-1 b575 m11485.0 rU
R451 c0 b847 m12060.0 rB
R452 c0 b678 m11213.0 rU
R453 c-1 b595 m11891.0 rW
R454 c-1 b625 m12486.0 rU
R455 c-2 b660 m13111.0 rH
