============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: X
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rW
R2 c0 b742 m10600 rS
R3 c0 b618 m10229.0 rH
R4 c1 b776 m9611.0 rU
R5 c2 b936 m10387.0 rU
R6 c1 b912 m11323.0 rS
R7 c1 b872 m10867.0 rL
R8 c2 b900 m9995.0 rU
R9 c2 b1062 m11795.0 rW
R10 c6 b1540 m13919.0 rB
R11 c5 b1240 m12379.0 rB
R12 c5 b1120 m11139.0 rW
R13 c4 b1230 m12259.0 rU
R14 c4 b1350 m13489.0 rW
R15 c2 b1341 m14839.0 rW
R16 c1 b1296 m16180.0 rL
R17 c1 b1192 m14884.0 rS
R18 c0 b1001 m14288.0 rU
R19 c0 b1071 m15289.0 rL
R20 c0 b1001 m14218.0 rU
R21 c1 b1224 m15219.0 rW
R22 c1 b1320 m16443.0 rL
R23 c1 b1216 m15123.0 rL
R24 c1 b1120 m13907.0 rU
R25 c2 b1359 m15027.0 rL
R26 c2 b1233 m13668.0 rU
R27 c3 b1350 m14901.0 rL
R28 c4 b1360 m13551.0 rU
R29 c6 b1650 m14911.0 rU
R30 c4 b1660 m16561.0 rU
R31 c3 b1647 m18221.0 rL
R32 c3 b1494 m16574.0 rS
R33 c2 b1431 m15827.0 rB
R34 c1 b1152 m14396.0 rL
R35 c2 b1089 m12092.0 rU
R36 c0 b924 m13181.0 rJ
R37 c0 b876 m14567.0 rW
R38 c1 b1240 m15443.0 rD
R39 c1 b1240 m15443.0 rH
R40 c0 b1001 m14203.0 rB
R41 c0 b798 m13202.0 rW
R42 c0 b1036 m14798.0 rW
R43 c0 b954 m15834.0 rW
R44 c-2 b840 m16788.0 rB
R45 c-3 b640 m15948.0 rL
R46 c-4 b462 m15308.0 rS
R47 c-4 b453 m15077.0 rU
R48 c-5 b468 m15530.0 rS
R49 c-6 b306 m15296.0 rB
R50 c-6 b300 m14990.0 rJ
R51 c-6 b310 m15440.0 rB
R52 c-5 b456 m15130.0 rU
R53 c-4 b468 m15586.0 rU
R54 c-6 b322 m16054.0 rL
R55 c-2 b775 m15410.0 rW
R56 c-2 b810 m16185.0 rD
R57 c-3 b648 m16185.0 rW
R58 c-1 b845 m16833.0 rL
R59 c0 b1120 m15988.0 rU
R60 c0 b1204 m17108.0 rW
R61 c0 b1288 m18312.0 rB
R62 c0 b1026 m17024.0 rU
R63 c0 b1086 m18050.0 rD
R64 c-1 b905 m18050.0 rW
R65 c-1 b950 m18955.0 rW
R66 c-2 b1000 m19905.0 rD
R67 c-3 b800 m19905.0 rS
R68 c-2 b980 m19505.0 rU
R69 c-1 b1075 m21465.0 rW
R70 c-1 b1130 m22540.0 rS
R71 c-1 b1100 m21975.0 rD
R72 c0 b1320 m21975.0 rD
R73 c-2 b1100 m21975.0 rH
R74 c-3 b836 m20875.0 rL
R75 c-3 b772 m19203.0 rB
R76 c-3 b740 m18431.0 rW
R77 c0 b1400 m19911.0 rW
R78 c-1 b1070 m21311.0 rB
R79 c-2 b1015 m20241.0 rL
R80 c0 b1158 m19226.0 rS
R81 c-1 b935 m18647.0 rU
R82 c-2 b980 m19582.0 rL
R83 c0 b1122 m18602.0 rW
R84 c-1 b990 m19724.0 rU
R85 c1 b1664 m20714.0 rU
R86 c1 b1792 m22378.0 rW
R87 c0 b1694 m24170.0 rH
R88 c1 b1800 m22476.0 rW
R89 c1 b1944 m24276.0 rL
R90 c1 b1792 m22332.0 rU
R91 c2 b2178 m24124.0 rL
R92 c4 b1980 m19768.0 rU
R93 c2 b1962 m21748.0 rL
R94 c0 b1386 m19786.0 rU
R95 c-1 b1060 m21172.0 rW
R96 c-2 b1115 m22232.0 rS
R97 c-2 b1085 m21674.5 rB
R98 c-3 b824 m20589.5 rU
R99 c-2 b1075 m21413.5 rW
R100 c-2 b1125 m22488.5 rD
R101 c-1 b1125 m22488.5 rL
R102 c0 b1284 m21363.5 rH
R103 c-2 b1005 m20079.5 rS
R104 c-2 b980 m19577.0 rB
R105 c-3 b744 m18597.0 rH
R106 c-2 b895 m17853.0 rL
R107 c-2 b850 m16958.0 rS
R108 c-3 b664 m16533.0 rH
R109 c-1 b765 m15205.0 rH
R110 c-3 b580 m14440.0 rU
R111 c-2 b755 m15020.0 rU
R112 c-3 b632 m15775.0 rL
R113 c0 b912 m15143.0 rJ
R114 c-1 b830 m16511.0 rS
R115 c-1 b805 m16096.0 rW
R116 c-2 b850 m16901.0 rB
R117 c-2 b805 m16051.0 rW
R118 c-3 b676 m16856.0 rL
R119 c-3 b624 m15504.0 rL
R120 c-3 b572 m14256.0 rU
R121 c-3 b596 m14828.0 rB
R122 c-4 b429 m14232.0 rL
R123 c-2 b695 m13803.0 rU
R124 c-2 b725 m14498.0 rU
R125 c-3 b612 m15223.0 rD
R126 c-5 b459 m15223.0 rW
R127 c-4 b471 m15682.0 rU
R128 c-4 b501 m16624.0 rU
R129 c-5 b516 m17125.0 rW
R130 c-5 b531 m17641.0 rW
R131 c-5 b546 m18172.0 rL
R132 c-5 b531 m17626.0 rL
R133 c-4 b513 m17095.0 rL
R134 c-3 b664 m16582.0 rH
R135 c-2 b765 m15254.0 rW
R136 c-2 b805 m16019.0 rJ
R137 c-4 b519 m17227.0 rU
R138 c-4 b534 m17746.0 rU
R139 c-4 b549 m18280.0 rW
R140 c-5 b567 m18829.0 rL
R141 c-4 b549 m18262.0 rW
R142 c-4 b582 m19360.0 rU
R143 c-4 b600 m19942.0 rD
R144 c-3 b800 m19942.0 rW
R145 c-2 b1040 m20742.0 rD
R146 c-3 b832 m20742.0 rU
R147 c-3 b864 m21574.0 rB
R148 c-3 b832 m20710.0 rL
R149 c-3 b796 m19878.0 rL
R150 c-2 b955 m19082.0 rU
R151 c-3 b804 m20037.0 rS
R152 c-2 b985 m19635.0 rW
R153 c-1 b1085 m21605.0 rW
R154 c0 b1589 m22690.0 rB
R155 c0 b1484 m21101.0 rD
R156 c-2 b1060 m21101.0 rS
R157 c-3 b824 m20571.0 rS
R158 c-3 b808 m20159.0 rW
R159 c-3 b840 m20967.0 rD
R160 c-3 b840 m20967.0 rJ
R161 c-2 b1115 m22227.0 rW
R162 c-3 b936 m23342.0 rL
R163 c-1 b1125 m22406.0 rB
R164 c-1 b1065 m21281.0 rW
R165 c-1 b1120 m22346.0 rB
R166 c-2 b1065 m21226.0 rW
R167 c0 b1338 m22291.0 rH
R168 c0 b1470 m20953.0 rL
R169 c0 b1170 m19483.0 rW
R170 c-2 b1035 m20653.0 rU
R171 c-1 b1085 m21688.0 rU
R172 c-2 b1140 m22773.0 rU
R173 c-2 b1200 m23913.0 rJ
R174 c-3 b1032 m25713.0 rW
R175 c-4 b804 m26745.0 rD
R176 c-4 b804 m26745.0 rU
R177 c-2 b1380 m27549.0 rU
R178 c-2 b1450 m28929.0 rW
R179 c-4 b912 m30379.0 rU
R180 c-3 b1292 m32203.0 rJ
R181 c-4 b1026 m34141.0 rB
R182 c-4 b996 m33115.0 rW
R183 c-1 b1710 m34111.0 rB
R184 c-1 b1625 m32401.0 rH
R185 c0 b1752 m29151.0 rU
R186 c0 b1962 m32655.0 rU
R187 c0 b2082 m34617.0 rW
R188 c1 b2936 m36699.0 rW
R189 c2 b3573 m39635.0 rH
R190 c3 b3249 m36062.0 rB
R191 c3 b2961 m32813.0 rW
R192 c4 b3580 m35774.0 rB
R193 c4 b3220 m32194.0 rB
R194 c4 b2900 m28974.0 rD
R195 c2 b2610 m28974.0 rW
R196 c1 b2528 m31584.0 rS
R197 c0 b2128 m30320.0 rL
R198 c0 b1692 m28192.0 rJ
R199 c-2 b1540 m30730.0 rW
R200 c-2 b1615 m32270.0 rJ
R201 c-3 b1388 m34693.0 rU
R202 c-3 b1444 m36081.0 rW
R203 c-2 b1880 m37525.0 rJ
R204 c-3 b1616 m40345.0 rL
R205 c-5 b1164 m38729.0 rD
R206 c-3 b1552 m38729.0 rW
R207 c-3 b1612 m40281.0 rJ
R208 c-5 b1281 m42699.0 rB
R209 c-6 b830 m41418.0 rD
R210 c-6 b830 m41418.0 rJ
R211 c-7 b854 m42663.0 rU
R212 c-6 b872 m43517.0 rL
R213 c-6 b854 m42645.0 rD
R214 c-4 b1281 m42645.0 rU
R215 c-5 b1320 m43926.0 rW
R216 c-5 b1359 m45246.0 rU
R217 c-6 b934 m46605.0 rS
R218 c-5 b1386 m46138.0 rW
R219 c-4 b1470 m48910.0 rL
R220 c-3 b1900 m47440.0 rB
R221 c-3 b1824 m45540.0 rB
R222 c-4 b1314 m43716.0 rW
R223 c-5 b1353 m45030.0 rW
R224 c-4 b1392 m46383.0 rL
R225 c-6 b900 m44991.0 rL
R226 c-4 b1323 m44091.0 rB
R227 c-5 b1284 m42768.0 rW
R228 c-5 b1323 m44052.0 rU
R229 c-5 b1362 m45375.0 rU
R230 c-5 b1404 m46737.0 rH
R231 c-4 b1320 m43929.0 rH
R232 c-2 b2135 m42609.0 rB
R233 c-1 b2025 m40474.0 rJ
R234 c-2 b2180 m43512.0 rB
R235 c-3 b1656 m41332.0 rB
R236 c-2 b1985 m39676.0 rU
R237 c-2 b2085 m41661.0 rJ
R238 c-2 b2240 m44789.0 rS
R239 c-3 b1748 m43669.0 rL
R240 c-4 b1260 m41921.0 rU
R241 c-3 b1780 m44441.0 rL
R242 c-1 b2045 m40881.0 rL
R243 c0 b2723 m38836.0 rL
R244 c-1 b1810 m36113.0 rW
R245 c-3 b1520 m37923.0 rS
R246 c-4 b1116 m37163.0 rU
R247 c-4 b1149 m38279.0 rW
R248 c-2 b2030 m40577.0 rS
R249 c-3 b1584 m39562.0 rU
R250 c-3 b1648 m41146.0 rU
R251 c-5 b1284 m42794.0 rD
R252 c-5 b1284 m42794.0 rB
R253 c-5 b1248 m41510.0 rU
R254 c-6 b856 m42758.0 rU
R255 c-7 b874 m43614.0 rL
R256 c-7 b856 m42740.0 rB
R257 c-6 b838 m41884.0 rH
R258 c-3 b1612 m40208.0 rD
R259 c-3 b1612 m40208.0 rD
R260 c-4 b1209 m40208.0 rU
R261 c-5 b1245 m41417.0 rL
R262 c-6 b804 m40172.0 rH
R263 c-6 b772 m38564.0 rS
R264 c-7 b764 m38178.0 rU
R265 c-6 b780 m38942.0 rU
R266 c-6 b796 m39722.0 rH
R267 c-6 b780 m38926.0 rW
R268 c-6 b796 m39706.0 rL
R269 c-5 b1170 m38910.0 rU
R270 c-5 b1203 m40080.0 rH
R271 c-5 b1167 m38877.0 rL
R272 c-4 b1134 m37710.0 rU
R273 c-3 b1556 m38844.0 rU
R274 c-4 b1212 m40400.0 rL
R275 c-1 b1960 m39188.0 rW
R276 c-3 b1648 m41148.0 rU
R277 c-5 b1284 m42796.0 rL
R278 c-5 b1248 m41512.0 rS
R279 c-4 b1227 m40888.0 rH
R280 c-4 b1155 m38434.0 rU
R281 c-5 b1188 m39589.0 rU
R282 c-4 b1260 m41965.0 rU
R283 c-5 b1299 m43225.0 rL
R284 c-7 b840 m41926.0 rU
R285 c-5 b1284 m42766.0 rS
R286 c-6 b844 m42124.0 rL
R287 c-4 b1215 m40436.0 rU
R288 c-6 b834 m41651.0 rL
R289 c-5 b1227 m40817.0 rL
R290 c-4 b1152 m38363.0 rH
R291 c-4 b1083 m36059.0 rL
R292 c-4 b1050 m34976.0 rS
R293 c-4 b1035 m34451.0 rU
R294 c-5 b1065 m35486.0 rW
R295 c-4 b1098 m36551.0 rW
R296 c-4 b1131 m37649.0 rB
R297 c-5 b1098 m36518.0 rL
R298 c-4 b1065 m35420.0 rL
R299 c-3 b1376 m34355.0 rU
R300 c-1 b1860 m37107.0 rS
R301 c-2 b1810 m36177.0 rL
R302 c-1 b1720 m34367.0 rW
R303 c-4 b1083 m36087.0 rH
R304 c0 b2106 m35004.0 rB
R305 c-1 b1645 m32898.0 rU
R306 c-3 b1384 m34543.0 rU
R307 c-4 b1080 m35927.0 rU
R308 c-5 b1113 m37007.0 rU
R309 c-6 b764 m38120.0 rD
R310 c-8 b382 m38120.0 rW
R311 c-7 b778 m38884.0 rL
R312 c-4 b1146 m38106.0 rB
R313 c-3 b1480 m36960.0 rU
R314 c-4 b1155 m38440.0 rL
R315 c-3 b1448 m36130.0 rD
R316 c-3 b1448 m36130.0 rD
R317 c-3 b1448 m36130.0 rJ
R318 c-5 b1152 m38302.0 rB
R319 c-6 b744 m37150.0 rL
R320 c-5 b1095 m36406.0 rL
R321 c-4 b1062 m35311.0 rL
R322 c-1 b1715 m34249.0 rB
R323 c-1 b1630 m32534.0 rB
R324 c-2 b1550 m30904.0 rH
R325 c-2 b1470 m29354.0 rH
R326 c-5 b837 m27884.0 rH
R327 c-2 b1355 m27047.0 rU
R328 c-3 b1140 m28402.0 rS
R329 c-4 b837 m27832.0 rL
R330 c-3 b1080 m26995.0 rL
R331 c-3 b1040 m25915.0 rS
R332 c-4 b762 m25395.0 rW
R333 c-5 b786 m26157.0 rL
R334 c-5 b762 m25371.0 rU
R335 c-4 b807 m26895.0 rW
R336 c-5 b834 m27702.0 rL
R337 c-4 b807 m26868.0 rU
R338 c-4 b831 m27675.0 rU
R339 c-4 b858 m28506.0 rS
R340 c-2 b1405 m28077.0 rB
R341 c-3 b1068 m26672.0 rD
R342 c-6 b534 m26672.0 rU
R343 c-5 b819 m27206.0 rB
R344 c-6 b528 m26387.0 rB
R345 c-6 b518 m25859.0 rU
R346 c-6 b528 m26377.0 rS
R347 c-7 b524 m26113.0 rL
R348 c-7 b512 m25589.0 rB
R349 c-7 b502 m25077.0 rU
R350 c-5 b783 m26081.0 rL
R351 c-4 b759 m25298.0 rU
R352 c-5 b783 m26057.0 rL
R353 c-5 b735 m24491.0 rW
R354 c-3 b1012 m25226.0 rW
R355 c-3 b1052 m26238.0 rB
R356 c-4 b756 m25186.0 rL
R357 c-5 b735 m24430.0 rW
R358 c-5 b777 m25900.0 rB
R359 c-4 b756 m25123.0 rL
R360 c-6 b488 m24367.0 rU
R361 c-5 b747 m24855.0 rW
R362 c-7 b514 m25602.0 rL
R363 c-5 b753 m25088.0 rL
R364 c-1 b1220 m24335.0 rS
R365 c-1 b1190 m23725.0 rW
R366 c1 b2096 m26105.0 rW
R367 c1 b2424 m30297.0 rB
R368 c2 b2511 m27873.0 rL
R369 c0 b1778 m25362.0 rL
R370 c-1 b1180 m23584.0 rS
R371 c-1 b1150 m22994.0 rU
R372 c0 b1518 m25294.0 rW
R373 c-1 b1345 m26812.0 rW
R374 c-2 b1410 m28157.0 rL
R375 c0 b1524 m25337.0 rW
R376 c-3 b1076 m26861.0 rL
R377 c-1 b1290 m25785.0 rL
R378 c0 b1470 m24495.0 rU
R379 c0 b1560 m25965.0 rL
R380 c-2 b1225 m24405.0 rU
R381 c-2 b1285 m25630.0 rU
R382 c0 b1620 m26915.0 rW
R383 c-2 b1430 m28535.0 rW
R384 c-4 b900 m29965.0 rD
R385 c-4 b900 m29965.0 rL
R386 c-5 b873 m29065.0 rU
R387 c-5 b900 m29938.0 rD
R388 c-4 b900 m29938.0 rL
R389 c-3 b1164 m29038.0 rL
R390 c-3 b1116 m27874.0 rB
R391 c-4 b804 m26758.0 rU
R392 c-3 b1104 m27562.0 rS
R393 c-3 b1084 m27010.0 rS
R394 c-4 b795 m26468.0 rJ
R395 c-4 b831 m27661.0 rH
R396 c-3 b1076 m26830.0 rL
R397 c-2 b1290 m25754.0 rH
R398 c-1 b1225 m24464.0 rS
R399 c-2 b1195 m23851.5 rS
R400 c-2 b1165 m23254.0 rU
R401 c-2 b1225 m24419.0 rW
R402 c-3 b1028 m25644.0 rW
R403 c-1 b1335 m26672.0 rU
R404 c-4 b843 m28007.0 rH
R405 c-2 b1360 m27164.0 rW
R406 c-4 b858 m28524.0 rL
R407 c-2 b1385 m27666.0 rU
R408 c-3 b1164 m29051.0 rS
R409 c-4 b855 m28469.0 rU
R410 c-4 b882 m29324.0 rB
R411 c-4 b855 m28442.0 rS
R412 c-3 b1124 m28014.5 rW
R413 c-3 b1212 m30262.5 rL
R414 c-3 b1164 m29050.5 rU
R415 c-3 b1212 m30214.5 rW
R416 c-3 b1260 m31426.5 rS
R417 c-4 b924 m30796.5 rJ
R418 c-4 b966 m32182.5 rU
R419 c-4 b996 m33148.5 rS
R420 c-4 b981 m32650.5 rW
R421 c-5 b1011 m33631.5 rL
R422 c-4 b981 m32620.5 rU
R423 c-4 b1011 m33601.5 rS
R424 c-5 b993 m33096.0 rW
R425 c-6 b682 m34089.0 rL
R426 c-4 b1005 m33407.0 rW
R427 c-2 b1725 m34412.0 rU
R428 c0 b2534 m36137.0 rL
R429 c0 b2359 m33603.0 rH
R430 c0 b1878 m31244.0 rL
R431 c0 b2058 m29366.0 rS
R432 c0 b1704 m28337.0 rD
R433 c-2 b1420 m28337.0 rD
R434 c-1 b1420 m28337.0 rW
R435 c-2 b1490 m29757.0 rS
R436 c-2 b1455 m29012.0 rS
R437 c-2 b1415 m28284.5 rL
R438 c-1 b1345 m26869.5 rB
R439 c-3 b1024 m25524.5 rL
R440 c-1 b1230 m24500.5 rW
