============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: X
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rL
R2 c1 b752 m9400 rU
R3 c1 b816 m10152 rS
R4 c1 b784 m9744.0 rU
R5 c1 b912 m11312.0 rW
R6 c1 b1056 m13136.0 rD
R7 c2 b1188 m13136.0 rU
R8 c1 b1152 m14324.0 rL
R9 c2 b1188 m13172.0 rW
R10 c1 b1152 m14360.0 rS
R11 c1 b1104 m13784.0 rL
R12 c2 b1044 m11576.0 rH
R13 c1 b848 m10532.0 rH
R14 c0 b679 m9684.0 rL
R15 c0 b637 m9005.0 rW
R16 c2 b873 m9642.0 rB
R17 c2 b792 m8769.0 rU
R18 c3 b936 m10353.0 rW
R19 c3 b1107 m12225.0 rL
R20 c2 b1008 m11118.0 rW
R21 c1 b976 m12126.0 rW
R22 c1 b1128 m14078.0 rD
R23 c1 b1128 m14078.0 rL
R24 c0 b910 m12950.0 rU
R25 c0 b834 m13860.0 rJ
R26 c-2 b760 m15111.0 rL
R27 c-1 b720 m14351.0 rU
R28 c0 b906 m15071.0 rW
R29 c0 b960 m15977.0 rL
R30 c2 b1269 m14057.0 rJ
R31 c2 b1440 m15961.0 rL
R32 c1 b1168 m14521.0 rU
R33 c2 b1521 m16857.0 rD
R34 c3 b1521 m16857.0 rL
R35 c0 b1078 m15336.0 rL
R36 c1 b1144 m14258.0 rD
R37 c1 b1144 m14258.0 rU
R38 c0 b1085 m15402.0 rW
R39 c0 b1155 m16487.0 rU
R40 c0 b1239 m17642.0 rW
R41 c0 b1134 m18881.0 rB
R42 c-2 b890 m17747.0 rW
R43 c0 b1122 m18637.0 rU
R44 c-2 b990 m19759.0 rL
R45 c-1 b940 m18769.0 rL
R46 c-1 b895 m17829.0 rU
R47 c-2 b940 m18724.0 rU
R48 c0 b1182 m19664.0 rW
R49 c-1 b1045 m20846.0 rD
R50 c0 b1463 m20846.0 rU
R51 c0 b1568 m22309.0 rH
R52 c0 b1456 m20741.0 rD
R53 c3 b1872 m20741.0 rU
R54 c4 b2270 m22613.0 rU
R55 c4 b2490 m24883.0 rL
R56 c1 b1792 m22393.0 rU
R57 c1 b1936 m24185.0 rW
R58 c2 b2358 m26121.0 rJ
R59 c0 b2079 m29658.0 rU
R60 c2 b3051 m33816.0 rJ
R61 c1 b3072 m38393.0 rB
R62 c0 b2478 m35321.0 rS
R63 c0 b2046 m34082.0 rL
R64 c-1 b1605 m32036.0 rU
R65 c-2 b1685 m33641.0 rL
R66 c-1 b1600 m31956.0 rL
R67 c-2 b1520 m30356.0 rH
R68 c-2 b1370 m27316.0 rW
R69 c0 b1806 m30056.0 rL
R70 c0 b1981 m28250.0 rB
R71 c0 b1578 m26269.0 rL
R72 c0 b1729 m24691.0 rB
R73 c0 b1610 m22962.0 rB
R74 c0 b1284 m21352.0 rU
R75 c-1 b1135 m22636.0 rS
R76 c-1 b1105 m22068.5 rU
R77 c0 b1458 m24278.5 rH
R78 c1 b1832 m22820.5 rS
R79 c2 b1980 m21904.5 rD
R80 c1 b1760 m21904.5 rL
R81 c3 b1818 m20144.5 rU
R82 c4 b2200 m21962.5 rL
R83 c2 b1782 m19762.5 rU
R84 c1 b1728 m21544.5 rJ
R85 c0 b1452 m24136.5 rW
R86 c0 b1897 m27040.5 rB
R87 c0 b1512 m25143.5 rW
R88 c-2 b1335 m26655.5 rD
R89 c-1 b1335 m26655.5 rU
R90 c-2 b1400 m27990.5 rB
R91 c-2 b1330 m26590.5 rD
R92 c-3 b1064 m26590.5 rS
R93 c-4 b783 m26058.5 rH
R94 c-2 b1265 m25275.5 rL
R95 c0 b1687 m24010.5 rH
R96 c1 b1792 m22323.5 rU
R97 c3 b2178 m24115.5 rS
R98 c2 b2079 m23026.5 rU
R99 c1 b2016 m25105.5 rB
R100 c2 b2079 m23089.5 rU
R101 c3 b2268 m25168.5 rD
R102 c2 b2268 m25168.5 rW
R103 c2 b2475 m27436.5 rU
R104 c2 b2916 m32386.5 rL
R105 c1 b2360 m29470.5 rL
R106 c2 b2448 m27110.5 rB
R107 c3 b2223 m24662.5 rW
R108 c1 b2152 m26885.5 rH
R109 c1 b1984 m24733.5 rD
R110 c0 b1736 m24733.5 rU
R111 c0 b1855 m26469.5 rB
R112 c0 b1482 m24614.5 rD
R113 c-2 b1235 m24614.5 rS
R114 c-3 b960 m23997.0 rU
R115 c-2 b1250 m24957.0 rW
R116 c-2 b1315 m26207.0 rL
R117 c-1 b1245 m24892.0 rL
R118 c0 b1422 m23647.0 rH
R119 c0 b1561 m22225.0 rW
R120 c1 b1904 m23786.0 rH
R121 c-1 b1095 m21882.0 rD
R122 c-1 b1095 m21882.0 rW
R123 c-1 b1150 m22977.0 rL
R124 c0 b1533 m21827.0 rW
R125 c2 b2241 m24893.0 rL
R126 c1 b1640 m20411.0 rW
R127 c2 b1989 m22051.0 rB
R128 c0 b1407 m20062.0 rS
R129 c0 b1164 m19358.5 rH
R130 c-1 b910 m18194.5 rU
R131 c-1 b960 m19104.5 rW
R132 c0 b1477 m21024.5 rW
R133 c1 b1808 m22501.5 rD
R134 c-1 b1130 m22501.5 rB
R135 c-1 b1070 m21371.5 rU
R136 c-1 b1125 m22441.5 rS
R137 c-2 b1095 m21879.0 rS
R138 c-2 b1070 m21331.5 rU
R139 c0 b1350 m22401.5 rW
R140 c-1 b1190 m23751.5 rW
R141 c-1 b1250 m24941.5 rU
R142 c-1 b1310 m26191.5 rB
R143 c-2 b1245 m24881.5 rW
R144 c-2 b1370 m27371.5 rH
R145 c-2 b1235 m24631.5 rL
R146 c-1 b1170 m23396.5 rU
R147 c0 b1722 m24566.5 rH
R148 c0 b1484 m21122.5 rB
R149 c0 b1182 m19638.5 rL
R150 c0 b1295 m18456.5 rU
R151 c0 b1386 m19751.5 rJ
R152 c1 b1752 m21830.5 rW
R153 c0 b1652 m23582.5 rB
R154 c0 b1320 m21930.5 rB
R155 c0 b1449 m20610.5 rU
R156 c0 b1547 m22059.5 rW
R157 c-1 b1185 m23606.5 rW
R158 c0 b1736 m24791.5 rL
R159 c1 b1848 m23055.5 rB
R160 c0 b1491 m21207.5 rJ
R161 c0 b1645 m23444.5 rH
R162 c0 b1308 m21799.5 rJ
R163 c1 b1904 m23761.5 rU
R164 c2 b2313 m25665.5 rB
R165 c1 b1872 m23352.5 rL
R166 c3 b1935 m21480.5 rS
R167 c2 b1854 m20513.0 rW
R168 c0 b1568 m22367.0 rS
R169 c0 b1512 m21583.0 rL
R170 c0 b1407 m20071.0 rU
R171 c2 b2061 m22885.0 rB
R172 c1 b1672 m20824.0 rH
R173 c0 b1152 m19152.0 rW
R174 c0 b1290 m21456.0 rS
R175 c0 b1254 m20811.0 rU
R176 c0 b1326 m22065.0 rS
R177 c0 b1290 m21402.0 rU
R178 c-1 b1135 m22692.0 rL
R179 c0 b1512 m21557.0 rU
R180 c1 b1968 m24581.0 rW
R181 c1 b2128 m26549.0 rD
R182 c4 b2660 m26549.0 rU
R183 c4 b2930 m29209.0 rL
R184 c5 b2340 m23349.0 rS
R185 c5 b2220 m22179.0 rL
R186 c7 b1958 m17739.0 rS
R187 c7 b1848 m16760.0 rU
R188 c4 b1870 m18608.0 rU
R189 c4 b2050 m20478.0 rB
R190 c3 b1665 m18428.0 rS
R191 c2 b1584 m17595.5 rW
R192 c2 b1728 m19179.5 rH
R193 c3 b1422 m15723.5 rW
R194 c3 b1548 m17145.5 rB
R195 c1 b1248 m15597.5 rW
R196 c0 b1014 m16845.5 rJ
R197 c0 b1104 m18366.5 rL
R198 c0 b1134 m16158.5 rW
R199 c0 b1211 m17292.5 rW
R200 c0 b1302 m18503.5 rU
R201 c0 b1194 m19805.5 rB
R202 c0 b1309 m18611.5 rW
R203 c0 b1491 m21229.5 rL
R204 c0 b1386 m19738.5 rU
R205 c0 b1272 m21124.5 rB
R206 c-1 b995 m19852.5 rD
R207 c-1 b995 m19852.5 rL
R208 c-2 b945 m18857.5 rW
R209 c-2 b995 m19802.5 rL
R210 c-2 b945 m18807.5 rH
R211 c0 b1074 m17862.5 rD
R212 c-2 b895 m17862.5 rU
R213 c-3 b752 m18757.5 rB
R214 c-3 b724 m18005.5 rW
R215 c-2 b940 m18729.5 rW
R216 c0 b1182 m19669.5 rU
R217 c0 b1547 m22033.5 rU
R218 c1 b1888 m23580.5 rL
R219 c0 b1519 m21692.5 rS
R220 c1 b1680 m20933.0 rU
R221 c1 b1816 m22613.0 rL
R222 c3 b1710 m18981.0 rU
R223 c4 b2070 m20691.0 rH
R224 c5 b1870 m18621.0 rW
R225 c5 b2050 m20491.0 rL
R226 c3 b1665 m18441.0 rW
R227 c2 b1818 m20106.0 rL
R228 c3 b1647 m18288.0 rL
R229 c2 b1350 m14994.0 rL
R230 c0 b959 m13644.0 rU
R231 c0 b1029 m14603.0 rL
R232 c0 b816 m13574.0 rL
R233 c-1 b640 m12758.0 rU
R234 c0 b987 m14038.0 rL
R235 c1 b1048 m13051.0 rW
R236 c0 b987 m14099.0 rW
R237 c0 b906 m15086.0 rW
R238 c1 b1352 m16898.0 rL
R239 c1 b1248 m15546.0 rW
R240 c3 b1512 m16794.0 rH
R241 c2 b1377 m15282.0 rB
R242 c2 b1260 m13905.0 rL
R243 c4 b1270 m12645.0 rJ
R244 c3 b1314 m14550.0 rW
R245 c4 b1720 m17178.0 rB
R246 c6 b1705 m15458.0 rW
R247 c4 b1720 m17163.0 rD
R248 c4 b1720 m17163.0 rW
R249 c4 b1890 m18883.0 rJ
R250 c2 b1962 m21718.0 rW
R251 c3 b2133 m23680.0 rW
R252 c3 b2331 m25813.0 rB
R253 c4 b2350 m23482.0 rW
R254 c2 b2331 m25832.0 rW
R255 c0 b1974 m28163.0 rL
R256 c2 b2358 m26189.0 rW
R257 c1 b2288 m28547.0 rH
R258 c0 b1578 m26259.0 rU
R259 c0 b1674 m27837.0 rU
R260 c-1 b1480 m29511.0 rD
R261 c-2 b1480 m29511.0 rH
R262 c-1 b1405 m28031.0 rW
R263 c-3 b1180 m29436.0 rD
R264 c-1 b1475 m29436.0 rW
R265 c-3 b1240 m30911.0 rS
R266 c-2 b1515 m30291.0 rU
R267 c-3 b1276 m31806.0 rL
R268 c-2 b1530 m30530.0 rW
R269 c0 b1926 m32060.0 rB
R270 c0 b1812 m30134.0 rW
R271 c-2 b1600 m31946.0 rW
R272 c-2 b1680 m33546.0 rL
R273 c-1 b1595 m31866.0 rL
R274 c1 b2296 m28676.0 rD
R275 c0 b2009 m28676.0 rW
R276 c2 b2763 m30685.0 rU
R277 c1 b2680 m33448.0 rL
R278 c1 b2464 m30768.0 rJ
R279 c2 b3105 m34464.0 rB
R280 c1 b2512 m31359.0 rB
R281 c0 b2023 m28847.0 rU
R282 c2 b2961 m32893.0 rJ
R283 c2 b3366 m37335.0 rJ
R284 c1 b3392 m42384.0 rJ
R285 c0 b3325 m47472.0 rL
R286 c3 b3978 m44147.0 rL
R287 c3 b3618 m40169.0 rW
R288 c3 b4275 m47405.0 rU
R289 c4 b5170 m51680.0 rD
R290 c3 b4653 m51680.0 rU
R291 c3 b5076 m56333.0 rW
R292 c3 b5535 m61409.0 rW
R293 c3 b6030 m66944.0 rU
R294 c1 b5840 m72974.0 rU
R295 c2 b7623 m84654.0 rW
R296 c1 b7384 m92277.0 rL
R297 c0 b5094 m84893.0 rU
R298 c0 b5400 m89987.0 rH
R299 c0 b5076 m84587.0 rS
R300 c0 b4926 m82049.0 rL
R301 c0 b5404 m77123.0 rL
R302 c1 b5744 m71719.0 rU
R303 c0 b5425 m77463.0 rL
R304 c-1 b3605 m72038.0 rH
R305 c0 b4110 m68433.0 rU
R306 c-2 b3630 m72543.0 rH
R307 c-1 b3450 m68913.0 rH
R308 c0 b3930 m65463.0 rB
R309 c0 b3696 m61533.0 rW
R310 c-1 b3265 m65229.0 rW
R311 c-1 b3425 m68494.0 rU
R312 c0 b4524 m75344.0 rL
R313 c0 b4963 m70820.0 rJ
R314 c1 b6264 m78265.0 rW
R315 c1 b7264 m90793.0 rL
R316 c1 b6688 m83529.0 rU
R317 c2 b8127 m90217.0 rU
R318 c2 b8856 m98344.0 rW
R319 c1 b8576 m107200.0 rS
R320 c0 b7210 m102912.0 rU
R321 c0 b7714 m110122.0 rU
R322 c0 b8253 m117836.0 rS
R323 c0 b7966 m113709.5 rB
R324 c0 b7406 m105743.5 rL
R325 c0 b6888 m98337.5 rU
R326 c1 b8424 m105225.5 rD
R327 c3 b9477 m105225.5 rD
R328 c0 b7371 m105225.5 rW
R329 c1 b9600 m119967.5 rW
R330 c2 b12528 m139167.5 rB
R331 c1 b10136 m126639.5 rS
R332 c1 b9728 m121571.5 rL
R333 c0 b7833 m111843.5 rL
R334 c2 b9369 m104010.5 rH
R335 c1 b7576 m94641.5 rD
R336 c2 b8523 m94641.5 rU
R337 c3 b10053 m111687.5 rW
R338 c5 b12180 m121740.5 rW
R339 c4 b13400 m133920.5 rL
R340 c5 b12060 m120520.5 rJ
R341 c4 b13870 m138610.5 rB
R342 c4 b12480 m124740.5 rL
R343 c5 b11230 m112260.5 rD
R344 c4 b11230 m112260.5 rW
R345 c4 b12350 m123490.5 rW
R346 c6 b16302 m148190.5 rB
R347 c6 b14509 m131888.5 rL
R348 c4 b11740 m117379.5 rS
R349 c4 b11160 m111509.5 rU
R350 c5 b12270 m122669.5 rU
R351 c4 b13500 m134939.5 rU
R352 c3 b13365 m148439.5 rU
R353 c3 b15768 m175169.5 rW
R354 c5 b19100 m190937.5 rH
R355 c3 b15471 m171837.5 rL
R356 c3 b14076 m156366.5 rB
R357 c2 b12807 m142290.5 rS
R358 c1 b10872 m135887.0 rW
R359 c1 b11744 m146759.0 rJ
R360 c1 b13152 m164375.0 rU
R361 c3 b17163 m190679.0 rU
R362 c1 b16632 m207842.0 rL
R363 c2 b17217 m191210.0 rU
R364 c3 b20313 m225644.0 rJ
R365 c1 b20496 m256114.0 rS
R366 c3 b22131 m245866.0 rD
R367 c3 b22131 m245866.0 rU
R368 c3 b24120 m267997.0 rU
R369 c3 b26298 m292117.0 rL
R370 c3 b23931 m265819.0 rL
R371 c2 b21771 m241888.0 rW
R372 c3 b23733 m263659.0 rU
R373 c2 b28008 m311125.0 rL
R374 c1 b22656 m283117.0 rU
R375 c4 b32850 m328429.0 rL
R376 c3 b26604 m295579.0 rU
R377 c3 b28998 m322183.0 rS
R378 c2 b27693 m307684.0 rS
R379 c1 b23512 m293837.5 rL
R380 c0 b16224 m270325.5 rU
R381 c-2 b14330 m286549.5 rD
R382 c-1 b14330 m286549.5 rL
R383 c0 b16338 m272219.5 rU
R384 c0 b21343 m304895.5 rB
R385 c0 b17016 m283552.5 rU
R386 c0 b21042 m300568.5 rU
R387 c1 b25736 m321610.5 rD
R388 c1 b25736 m321610.5 rU
R389 c0 b26117 m373082.5 rL
R390 c1 b27760 m346965.5 rW
R391 c1 b29984 m374725.5 rW
R392 c2 b36432 m404709.5 rB
R393 c2 b33147 m368277.5 rB
R394 c2 b30168 m335130.5 rL
R395 c2 b27450 m304962.5 rW
R396 c1 b26600 m332412.5 rJ
R397 c0 b22344 m372312.5 rW
R398 c0 b27629 m394656.5 rB
R399 c0 b25697 m367027.5 rS
R400 c1 b28336 m354179.0 rB
R401 c2 b29331 m325843.0 rW
R402 c4 b35520 m355174.0 rU
R403 c3 b35163 m390694.0 rL
R404 c3 b28836 m320368.0 rU
R405 c2 b31437 m349204.0 rU
R406 c1 b30456 m380641.0 rU
R407 c3 b36999 m411097.0 rH
R408 c2 b33669 m374098.0 rD
R409 c3 b33669 m374098.0 rD
R410 c3 b33669 m374098.0 rW
R411 c0 b28546 m407767.0 rU
R412 c2 b39276 m436313.0 rU
R413 c2 b46341 m514865.0 rL
R414 c1 b37488 m468524.0 rD
R415 c0 b28116 m468524.0 rS
R416 c0 b27270 m454466.0 rW
R417 c2 b45819 m509006.0 rU
R418 c1 b44392 m554825.0 rU
R419 c2 b57933 m643609.0 rH
R420 c4 b52780 m527743.0 rD
R421 c1 b42224 m527743.0 rL
R422 c3 b43704 m485519.0 rL
R423 c3 b39771 m441815.0 rL
R424 c1 b32168 m402044.0 rU
R425 c1 b34744 m434212.0 rW
R426 c0 b32830 m468956.0 rW
R427 c0 b35126 m501786.0 rB
R428 c0 b32669 m466660.0 rL
R429 c0 b26040 m433991.0 rD
R430 c-1 b21700 m433991.0 rW
R431 c0 b33418 m477391.0 rU
R432 c2 b45981 m510809.0 rL
R433 c3 b37701 m418847.0 rL
R434 c4 b38120 m381146.0 rB
R435 c3 b30879 m343026.0 rB
R436 c3 b28098 m312147.0 rB
R437 c2 b25569 m284049.0 rD
R438 c3 b25569 m284049.0 rL
R439 c2 b23265 m258480.0 rS
R440 c2 b22221 m246847.5 rJ
R441 c4 b28020 m280179.5 rL
R442 c6 b27742 m252159.5 rS
R443 c5 b23830 m238288.5 rD
R444 c3 b21447 m238288.5 rW
R445 c3 b23382 m259735.5 rS
R446 c3 b22329 m248044.5 rU
R447 c2 b24336 m270373.5 rU
