============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: O
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rW
R2 c-1 b530 m10600 rL
R3 c2 b808 m10070 rJ
R4 c0 b791 m11282 rH
R5 c1 b735 m10491 rW
R6 c1 b960 m11961 rW
R7 c1 b910 m12921 rL
R8 c0 b726 m12011 rU
R9 c1 b1080 m13463 rB
R10 c1 b868 m12383 rJ
R11 c2 b1096 m13685 rD
R12 c1 b959 m13685 rW
R13 c0 b1029 m14644 rL
R14 c1 b1096 m13615 rW
R15 c1 b1184 m14711 rJ
R16 c0 b1155 m16487 rH
R17 c5 b1540 m15332 rB
R18 c5 b1380 m13792 rW
R19 c5 b1520 m15172 rS
R20 c4 b1450 m14412.0 rU
R21 c1 b1272 m15862.0 rS
R22 c0 b1071 m15226.0 rU
R23 c2 b1304 m16297.0 rL
R24 c3 b1233 m13689.0 rU
R25 c1 b1050 m14922.0 rH
R26 c-1 b695 m13872.0 rB
R27 c-2 b660 m13177.0 rU
R28 c-5 b417 m13837.0 rH
R29 c-6 b270 m13420.0 rJ
R30 c-5 b417 m13825.0 rB
R31 c-7 b270 m13408.0 rH
R32 c-4 b396 m13138.0 rH
R33 c-6 b256 m12742.0 rH
R34 c-4 b375 m12486.0 rL
R35 c-3 b488 m12111.0 rB
R36 c-2 b585 m11623.0 rS
R37 c-2 b570 m11330.5 rL
R38 c0 b756 m10760.5 rW
R39 c1 b928 m11516.5 rL
R40 c-1 b530 m10588.5 rW
R41 c1 b819 m11648.5 rD
R42 c0 b702 m11648.5 rH
R43 c0 b770 m10946.5 rW
R44 c2 b1125 m12486.5 rW
R45 c2 b1096 m13611.5 rB
R46 c2 b1008 m12515.5 rS
R47 c2 b1089 m12011.5 rU
R48 c0 b924 m13100.5 rL
R49 c0 b732 m12176.5 rB
R50 c0 b690 m11444.5 rD
R51 c0 b690 m11444.5 rW
R52 c0 b854 m12134.5 rB
R53 c-2 b565 m11280.5 rU
R54 c-3 b476 m11845.5 rU
R55 c-2 b620 m12321.5 rS
R56 c-2 b605 m12011.5 rW
R57 c-2 b635 m12616.5 rU
R58 c-2 b665 m13251.5 rL
R59 c-2 b600 m11921.5 rL
R60 c1 b912 m11321.5 rS
R61 c0 b763 m10865.5 rU
R62 c0 b702 m11628.5 rS
R63 c-1 b565 m11277.5 rU
R64 c-1 b595 m11842.5 rS
R65 c-2 b580 m11545.0 rL
R66 c0 b660 m10965.0 rL
R67 c-1 b520 m10305.0 rU
R68 c0 b654 m10825.0 rB
R69 c-1 b510 m10171.0 rW
R70 c-4 b321 m10681.0 rU
R71 c-3 b456 m11323.0 rB
R72 c-4 b327 m10867.0 rW
R73 c-4 b336 m11194.0 rS
R74 c-5 b333 m11026.0 rW
R75 c-6 b228 m11359.0 rU
R76 c-4 b348 m11587.0 rD
R77 c-3 b464 m11587.0 rH
R78 c-2 b535 m10659.0 rH
R79 c0 b612 m10124.0 rH
R80 c1 b672 m9512.0 rL
R81 c1 b712 m8840.0 rU
