============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: S
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rL
R2 c0 b564 m9400 rU
R3 c0 b636 m10528 rD
R4 c0 b636 m10528 rS
R5 c0 b618 m10210.0 rW
R6 c0 b654 m10828.0 rH
R7 c0 b576 m9520.0 rL
R8 c0 b540 m8944.0 rL
R9 c0 b510 m8404.0 rL
R10 c0 b474 m7894.0 rD
R11 c0 b474 m7894.0 rL
R12 c0 b450 m7420.0 rH
R13 c0 b420 m6970.0 rU
R14 c0 b474 m7810.0 rH
R15 c0 b444 m7336.0 rS
R16 c0 b432 m7114.0 rU
R17 c0 b456 m7546.0 rJ
R18 c0 b498 m8230.0 rL
R19 c0 b468 m7732.0 rU
R20 c0 b492 m8200.0 rJ
R21 c0 b540 m8938.0 rH
R22 c0 b504 m8398.0 rW
R23 c0 b540 m8902.0 rH
R24 c0 b474 m7822.0 rU
R25 c0 b498 m8296.0 rL
R26 c0 b468 m7798.0 rU
R27 c0 b498 m8266.0 rD
R28 c0 b498 m8266.0 rH
R29 c0 b438 m7270.0 rW
R30 c0 b468 m7708.0 rU
R31 c0 b492 m8176.0 rB
R32 c0 b462 m7684.0 rU
R33 c0 b492 m8146.0 rL
R34 c0 b462 m7654.0 rL
R35 c0 b408 m6730.0 rL
R36 c0 b384 m6322.0 rU
R37 c0 b426 m7090.0 rH
R38 c0 b402 m6664.0 rW
R39 c0 b426 m7066.0 rL
R40 c0 b402 m6640.0 rJ
R41 c0 b438 m7243.0 rU
R42 c0 b462 m7681.0 rS
R43 c0 b450 m7450.0 rW
R44 c0 b474 m7900.0 rL
R45 c0 b420 m6952.0 rL
R46 c0 b372 m6112.0 rS
R47 c0 b360 m5926.0 rS
R48 c0 b348 m5746.0 rL
R49 c0 b324 m5398.0 rL
R50 c0 b306 m5074.0 rL
R51 c0 b288 m4768.0 rH
R52 c0 b270 m4480.0 rH
R53 c0 b258 m4210.0 rB
R54 c0 b240 m3952.0 rL
R55 c0 b228 m3712.0 rL
R56 c0 b210 m3484.0 rU
R57 c0 b240 m3904.0 rH
R58 c0 b222 m3664.0 rU
R59 c0 b234 m3886.0 rU
R60 c0 b252 m4120.0 rW
R61 c0 b264 m4372.0 rW
R62 c0 b282 m4636.0 rW
R63 c0 b312 m5200.0 rS
R64 c0 b306 m5044.0 rU
R65 c0 b342 m5656.0 rH
R66 c0 b324 m5314.0 rL
R67 c0 b300 m4990.0 rB
R68 c0 b282 m4690.0 rU
R69 c0 b318 m5254.0 rW
R70 c0 b336 m5572.0 rU
R71 c0 b360 m5908.0 rL
R72 c0 b336 m5548.0 rL
R73 c0 b318 m5212.0 rL
R74 c0 b294 m4894.0 rB
R75 c0 b276 m4600.0 rD
R76 c0 b276 m4600.0 rW
R77 c0 b294 m4876.0 rL
R78 c0 b276 m4582.0 rU
R79 c0 b294 m4858.0 rL
