============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: T
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rL
R2 c0 b658 m9400 rD
R3 c1 b752 m9400 rU
R4 c2 b918 m10152 rB
R5 c3 b837 m9234 rU
R6 c5 b1010 m10071 rW
R7 c4 b1210 m12091 rJ
R8 c4 b1400 m13906 rW
R9 c6 b1694 m15306 rU
R10 c5 b1870 m18694 rB
R11 c7 b1859 m16824 rU
R12 c5 b1870 m18683 rU
R13 c2 b2025 m22423 rD
R14 c0 b1575 m22423 rU
R15 c-1 b1200 m23998 rH
R16 c0 b1596 m22798 rW
R17 c0 b1820 m25990 rW
R18 c2 b2673 m29630 rW
R19 c1 b2592 m32303 rB
R20 c2 b2682 m29711 rL
R21 c3 b2196 m24347 rJ
R22 c2 b2493 m27641 rL
R23 c0 b1764 m25148 rW
R24 c-1 b1350 m26912 rB
R25 c-2 b1280 m25562 rU
R26 c-3 b1076 m26842 rH
R27 c0 b1806 m25766 rU
R28 c0 b2058 m29378 rH
R29 c2 b2466 m27320 rU
R30 c5 b2980 m29786 rB
R31 c3 b2421 m26806 rJ
R32 c4 b3050 m30438 rL
R33 c5 b2740 m27388 rB
R34 c3 b2223 m24648 rU
R35 c2 b2421 m26871 rH
R36 c5 b2450 m24450 rU
R37 c5 b2690 m26900 rW
R38 c6 b3256 m29590 rS
R39 c5 b2800 m27962.0 rH
R40 c4 b2520 m25162.0 rL
R41 c2 b2043 m22642.0 rW
R42 c2 b2223 m24685.0 rL
R43 c0 b1575 m22462.0 rW
R44 c1 b1928 m24037.0 rL
R45 c4 b2020 m20181.0 rU
R46 c6 b2673 m24221.0 rL
R47 c5 b2160 m21548.0 rL
R48 c6 b2134 m19388.0 rJ
R49 c5 b2260 m22589.0 rL
R50 c2 b1836 m20329.0 rU
R51 c1 b1776 m22165.0 rS
R52 c0 b1491 m21277.0 rU
R53 c-1 b1140 m22768.0 rS
R54 c0 b1554 m22198.0 rD
R55 c0 b1332 m22198.0 rW
R56 c-2 b1245 m24862.0 rU
R57 c-3 b1048 m26107.0 rB
R58 c-4 b753 m25059.0 rU
R59 c-3 b1036 m25812.0 rW
R60 c0 b1614 m26848.0 rS
R61 c-2 b1305 m26041.0 rH
R62 c-4 b744 m24736.0 rL
R63 c-6 b480 m23992.0 rL
R64 c-7 b472 m23512.0 rB
R65 c-9 b231 m23040.0 rL
R66 c-10 b229 m22809.0 rD
R67 c-10 b229 m22809.0 rL
R68 c-10 b226 m22580.0 rL
R69 c-10 b224 m22354.0 rD
R70 c-10 b224 m22354.0 rJ
R71 c-10 b227 m22690.0 rU
R72 c-10 b230 m22917.0 rS
