============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: T
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rU
R2 c2 b954 m10600 rL
R3 c4 b970 m9646 rL
R4 c4 b780 m7706 rB
R5 c1 b560 m6926 rJ
R6 c0 b468 m7766 rU
R7 c-1 b415 m8234 rU
R8 c-1 b435 m8649 rL
R9 c-2 b390 m7779 rW
R10 c-2 b410 m8169 rD
R11 c-3 b328 m8169 rU
R12 c-5 b255 m8497 rH
R13 c-7 b166 m8242 rU
R14 c-10 b85 m8408 rL
R15 c-9 b84 m8323 rS
R16 c-8 b83 m8281.0 rL
R17 c-10 b82 m8198.0 rL
R18 c-10 b82 m8116.0 rL
R19 c-10 b81 m8034.0 rJ
R20 c-10 b82 m8156.0 rD
R21 c-9 b82 m8156.0 rW
R22 c-7 b166 m8238.0 rD
R23 c-9 b83 m8238.0 rL
R24 c-7 b164 m8155.0 rB
R25 c-10 b80 m7991.0 rU
R26 c-10 b81 m8071.0 rH
R27 c-9 b80 m7990.0 rU
R28 c-9 b81 m8070.0 rL
R29 c-10 b80 m7989.0 rU
R30 c-9 b81 m8069.0 rU
R31 c-10 b83 m8231.0 rU
R32 c-10 b84 m8314.0 rL
R33 c-10 b83 m8230.0 rW
R34 c-9 b84 m8313.0 rH
R35 c-10 b83 m8229.0 rJ
R36 c-10 b84 m8354.0 rW
R37 c-9 b85 m8438.0 rJ
R38 c-9 b86 m8566.0 rW
R39 c-8 b87 m8652.0 rU
R40 c-6 b176 m8739.0 rU
R41 c-4 b270 m8915.0 rW
R42 c-2 b460 m9185.0 rW
R43 c-4 b291 m9645.0 rU
R44 c-1 b500 m9936.0 rL
R45 c-1 b475 m9436.0 rU
R46 c-1 b500 m9911.0 rU
R47 c0 b660 m10911.0 rU
R48 c0 b812 m11571.0 rJ
R49 c2 b1152 m12789.0 rB
R50 c0 b819 m11637.0 rH
R51 c0 b763 m10818.0 rH
R52 c-1 b505 m10055.0 rD
R53 c-3 b404 m10055.0 rU
R54 c-1 b525 m10459.0 rH
R55 c0 b700 m9934.0 rJ
R56 c0 b660 m10984.0 rW
R57 c2 b1053 m11644.0 rL
R58 c1 b848 m10591.0 rS
R59 c0 b714 m10167.0 rB
R60 c0 b665 m9453.0 rL
R61 c0 b616 m8788.0 rH
R62 c-1 b410 m8172.0 rW
R63 c1 b688 m8582.0 rU
R64 c-1 b465 m9270.0 rU
R65 c-3 b392 m9735.0 rL
R66 c-2 b470 m9343.0 rL
R67 c-3 b356 m8873.0 rW
R68 c-1 b465 m9229.0 rU
R69 c-2 b485 m9694.0 rU
R70 c-1 b510 m10179.0 rB
R71 c-2 b485 m9669.0 rB
