============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: T
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rW
R2 c0 b636 m10600 rU
R3 c0 b791 m11236 rD
R4 c-1 b565 m11236 rU
R5 c0 b714 m11801 rH
R6 c2 b936 m10373 rU
R7 c3 b1026 m11309 rL
R8 c6 b1133 m10283 rU
R9 c7 b1265 m11416 rU
R10 c5 b1270 m12681 rB
R11 c4 b1150 m11411 rL
R12 c4 b1030 m10261 rS
R13 c5 b980 m9746.0 rL
R14 c5 b880 m8766.0 rU
R15 c8 b1164 m9646.0 rL
R16 c10 b888 m7318.0 rL
R17 c10 b780 m6430.0 rS
R18 c10 b732 m6040.0 rB
R19 c9 b648 m5308.0 rD
R20 c8 b594 m5308.0 rB
R21 c5 b480 m4714.0 rS
R22 c6 b495 m4474.0 rU
R23 c7 b605 m5464.0 rH
R24 c9 b588 m4859.0 rW
R25 c7 b605 m5447.0 rU
R26 c7 b671 m6052.0 rL
R27 c6 b594 m5381.0 rU
R28 c4 b600 m5975.0 rL
R29 c3 b486 m5375.0 rL
R30 c5 b490 m4889.0 rH
R31 c4 b440 m4399.0 rB
R32 c4 b400 m3959.0 rU
R33 c5 b480 m4759.0 rB
R34 c4 b430 m4279.0 rS
R35 c5 b410 m4064.0 rL
R36 c5 b370 m3654.0 rW
R37 c3 b369 m4024.0 rW
R38 c4 b440 m4393.0 rL
R39 c4 b400 m3953.0 rU
R40 c2 b396 m4353.0 rW
R41 c0 b288 m4749.0 rD
R42 c1 b384 m4749.0 rD
R43 c3 b432 m4749.0 rU
R44 c2 b468 m5181.0 rW
R45 c5 b620 m6117.0 rS
R46 c5 b590 m5807.0 rH
R47 c6 b583 m5217.0 rH
R48 c5 b470 m4634.0 rU
R49 c7 b572 m5104.0 rL
R50 c6 b506 m4532.0 rS
R51 c5 b430 m4279.0 rU
R52 c5 b480 m4709.0 rU
R53 c7 b627 m5669.0 rS
R54 c5 b540 m5355.5 rU
R55 c5 b650 m6435.5 rU
R56 c4 b710 m7085.5 rW
R57 c2 b702 m7795.5 rW
R58 c2 b765 m8497.5 rB
R59 c0 b546 m7732.5 rW
R60 c0 b581 m8278.5 rJ
R61 c2 b828 m9150.5 rU
R62 c0 b600 m9978.5 rL
R63 c2 b846 m9378.5 rW
R64 c3 b927 m10224.5 rL
R65 c3 b837 m9297.5 rW
R66 c3 b918 m10134.5 rH
R67 c5 b930 m9216.5 rU
R68 c4 b1020 m10146.5 rB
R69 c3 b828 m9126.5 rL
R70 c2 b747 m8298.5 rU
R71 c3 b819 m9045.5 rL
R72 c3 b747 m8226.5 rL
R73 c1 b600 m7479.5 rW
