============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: T
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rW
R2 c1 b848 m10600 rW
R3 c3 b1107 m12296 rU
R4 c5 b1350 m13403 rU
R5 c5 b1620 m16103 rJ
R6 c4 b1860 m18533 rD
R7 c1 b1488 m18533 rL
R8 c1 b1368 m17045 rW
R9 c0 b1110 m18413 rS
R10 c0 b1253 m17858.0 rL
R11 c0 b1169 m16605.0 rB
R12 c0 b930 m15436.0 rU
R13 c0 b1038 m17296.0 rB
R14 c-1 b815 m16258.0 rU
R15 c0 b1026 m17073.0 rW
R16 c0 b1086 m18099.0 rB
R17 c0 b1197 m17013.0 rL
R18 c0 b1029 m14619.0 rL
R19 c0 b816 m13590.0 rB
R20 c0 b768 m12774.0 rS
R21 c-2 b620 m12390.0 rB
R22 c-4 b354 m11770.0 rU
R23 c-5 b366 m12124.0 rD
R24 c-3 b488 m12124.0 rW
R25 c-2 b635 m12612.0 rB
R26 c-1 b600 m11977.0 rW
R27 c0 b924 m13177.0 rL
R28 c-2 b615 m12253.0 rH
R29 c-1 b585 m11638.0 rU
R30 c0 b738 m12223.0 rW
R31 c-3 b520 m12961.0 rL
R32 c-2 b625 m12441.0 rH
R33 c0 b714 m11816.0 rH
R34 c0 b672 m11102.0 rU
R35 c0 b826 m11774.0 rW
R36 c-2 b630 m12600.0 rS
R37 c0 b738 m12285.0 rU
R38 c0 b786 m13023.0 rS
R39 c-1 b635 m12630.0 rJ
R40 c0 b816 m13583.0 rL
R41 c-2 b640 m12767.0 rW
R42 c-1 b675 m13407.0 rW
R43 c-1 b705 m14082.0 rB
R44 c1 b1072 m13377.0 rL
R45 c0 b791 m11233.0 rJ
R46 c1 b1000 m12420.0 rH
R47 c0 b690 m11420.0 rD
R48 c-1 b575 m11420.0 rD
R49 c-1 b575 m11420.0 rS
R50 c-3 b448 m11132.5 rU
R51 c-4 b348 m11580.5 rL
R52 c-6 b226 m11232.5 rU
R53 c-8 b115 m11458.5 rW
R54 c-6 b232 m11573.5 rL
R55 c-5 b342 m11341.5 rS
R56 c-5 b336 m11170.5 rW
R57 c-3 b464 m11506.5 rU
R58 c-3 b480 m11970.5 rJ
R59 c-5 b381 m12690.5 rS
R60 c-5 b375 m12500.0 rU
R61 c-2 b645 m12875.0 rH
R62 c-1 b615 m12230.0 rU
R63 c-1 b645 m12845.0 rJ
R64 c-3 b556 m13813.0 rL
R65 c-5 b399 m13257.0 rW
R66 c-6 b274 m13656.0 rJ
R67 c-8 b141 m14067.0 rW
R68 c-10 b143 m14208.0 rJ
R69 c-10 b145 m14423.0 rU
R70 c-10 b146 m14568.0 rU
