============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: X
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rB
R2 c0 b564 m9400 rJ
R3 c-1 b515 m10246 rU
R4 c0 b648 m10761 rH
R5 c4 b1020 m10113 rW
R6 c5 b1220 m12153 rL
R7 c3 b990 m10933 rU
R8 c2 b1080 m11923 rH
R9 c1 b872 m10843 rH
R10 c2 b819 m9099 rH
R11 c8 b996 m8280 rJ
R12 c10 b1176 m9774 rB
R13 c10 b1032 m8598 rS
R14 c10 b972 m8082.0 rU
R15 c10 b1212 m10026.0 rD
R16 c10 b1212 m10026.0 rU
R17 c10 b1500 m12450.0 rS
R18 c10 b1404 m11700.0 rW
R19 c8 b1584 m13104.0 rU
R20 c7 b1617 m14688.0 rL
R21 c10 b1572 m13071.0 rL
R22 c7 b1265 m11499.0 rU
R23 c10 b1692 m14029.0 rD
R24 c6 b1551 m14029.0 rL
R25 c7 b1375 m12478.0 rL
R26 c9 b1344 m11103.0 rL
R27 c10 b1020 m8415.0 rL
R28 c8 b888 m7395.0 rW
R29 c10 b996 m8283.0 rB
R30 c10 b876 m7287.0 rW
R31 c7 b902 m8163.0 rU
R32 c10 b1092 m9065.0 rU
R33 c10 b1356 m11249.0 rB
R34 c10 b1188 m9893.0 rU
R35 c10 b1332 m11081.0 rU
R36 c10 b1500 m12413.0 rD
R37 c8 b1500 m12413.0 rU
R38 c8 b1680 m13913.0 rW
R39 c9 b2076 m17273.0 rS
R40 c8 b1956 m16235.0 rH
R41 c7 b1573 m14279.0 rU
R42 c7 b1749 m15852.0 rL
R43 c6 b1562 m14103.0 rW
R44 c4 b1570 m15665.0 rS
R45 c5 b1490 m14880.0 rW
R46 c5 b1640 m16370.0 rL
R47 c10 b1572 m13090.0 rL
R48 c10 b1392 m11518.0 rH
R49 c10 b1224 m10126.0 rW
R50 c7 b1254 m11350.0 rU
R51 c10 b1524 m12604.0 rB
R52 c10 b1332 m11080.0 rS
R53 c10 b1260 m10414.0 rU
R54 c8 b1404 m11674.0 rD
R55 c5 b1170 m11674.0 rU
R56 c8 b1548 m12844.0 rU
R57 c9 b1728 m14392.0 rW
R58 c6 b1782 m16120.0 rH
R59 c8 b1728 m14338.0 rW
R60 c8 b1932 m16066.0 rL
R61 c6 b1562 m14134.0 rL
R62 c10 b1512 m12572.0 rW
R63 c10 b1692 m14084.0 rU
R64 c10 b1896 m15776.0 rD
R65 c10 b1896 m15776.0 rL
R66 c10 b1668 m13880.0 rJ
R67 c10 b1968 m16382.0 rU
R68 c10 b2448 m20318.0 rU
R69 c9 b3036 m25214.0 rU
R70 c10 b3396 m28250.0 rU
R71 c10 b3804 m31646.0 rD
R72 c9 b3804 m31646.0 rU
R73 c10 b4260 m35450.0 rW
R74 c10 b5280 m43970.0 rU
R75 c10 b5916 m49250.0 rU
R76 c8 b6624 m55166.0 rB
R77 c6 b5346 m48542.0 rU
R78 c10 b7116 m59234.0 rD
R79 c10 b7116 m59234.0 rH
R80 c9 b6264 m52118.0 rW
R81 c6 b6424 m58382.0 rU
R82 c5 b6490 m64806.0 rS
R83 c4 b6160 m61561.0 rS
R84 c3 b5265 m58481.0 rW
R85 c0 b4466 m63746.0 rU
R86 c5 b6830 m68212.0 rU
R87 c5 b8190 m81872.0 rL
R88 c10 b8844 m73682.0 rB
R89 c10 b7788 m64838.0 rU
R90 c10 b9660 m80414.0 rW
R91 c7 b9911 m90074.0 rU
R92 c10 b12000 m99985.0 rB
R93 c9 b10560 m87985.0 rD
R94 c10 b10560 m87985.0 rH
R95 c9 b8028 m66865.0 rD
R96 c8 b8028 m66865.0 rL
R97 c10 b7068 m58837.0 rB
R98 c10 b6216 m51769.0 rL
R99 c9 b5472 m45553.0 rH
R100 c10 b4812 m40081.0 rL
R101 c10 b3660 m30457.0 rD
R102 c8 b3660 m30457.0 rU
R103 c10 b4104 m34117.0 rU
R104 c9 b4596 m38221.0 rU
R105 c10 b5148 m42817.0 rS
R106 c10 b4836 m40243.0 rW
R107 c8 b5412 m45079.0 rW
R108 c5 b5050 m50491.0 rL
R109 c5 b4550 m45441.0 rL
R110 c10 b4368 m36341.0 rH
R111 c9 b3840 m31973.0 rW
R112 c10 b4764 m39653.0 rL
R113 c10 b4188 m34889.0 rW
R114 c10 b4692 m39077.0 rJ
R115 c9 b5544 m46115.0 rB
R116 c7 b4466 m40571.0 rL
R117 c10 b4344 m36105.0 rB
R118 c9 b3816 m31761.0 rL
R119 c9 b3360 m27945.0 rW
R120 c10 b3768 m31305.0 rH
R121 c9 b3312 m27537.0 rU
R122 c10 b4104 m34161.0 rW
R123 c9 b4596 m38265.0 rW
R124 c7 b4719 m42861.0 rB
R125 c10 b4584 m38142.0 rU
R126 c10 b5136 m42726.0 rH
R127 c10 b4512 m37590.0 rW
R128 c10 b5064 m42102.0 rU
R129 c7 b5192 m47166.0 rL
R130 c6 b4620 m41974.0 rW
R131 c7 b5126 m46594.0 rW
R132 c8 b6216 m51720.0 rL
R133 c6 b5016 m45504.0 rD
R134 c5 b4560 m45504.0 rW
R135 c5 b5010 m50064.0 rB
R136 c5 b4510 m45054.0 rB
R137 c4 b4060 m40544.0 rL
R138 c5 b3250 m32424.0 rU
R139 c3 b3213 m35674.0 rD
R140 c2 b3213 m35674.0 rD
R141 c4 b3570 m35674.0 rL
R142 c9 b3864 m32104.0 rH
R143 c10 b2928 m24376.0 rW
R144 c7 b3014 m27304.0 rW
R145 c7 b3344 m30318.0 rB
R146 c6 b2970 m26974.0 rL
R147 c10 b2892 m24004.0 rH
R148 c10 b2196 m18220.0 rU
R149 c10 b2460 m20416.0 rU
R150 c10 b2748 m22876.0 rL
R151 c10 b2088 m17380.0 rW
R152 c10 b2340 m19468.0 rU
R153 c8 b2628 m21808.0 rW
R154 c5 b2450 m24436.0 rW
R155 c10 b3528 m29336.0 rW
R156 c8 b3948 m32864.0 rB
R157 c7 b3190 m28916.0 rL
R158 c7 b2838 m25726.0 rL
R159 c8 b2748 m22888.0 rS
R160 c7 b2376 m21514.0 rW
R161 c10 b2868 m23890.0 rU
R162 c10 b3216 m26758.0 rL
R163 c10 b2832 m23542.0 rW
R164 c10 b3168 m26374.0 rL
R165 c9 b2796 m23206.0 rL
R166 c10 b2460 m20410.0 rL
R167 c8 b2160 m17950.0 rS
R168 c7 b1859 m16870.0 rH
R169 c6 b1661 m15011.0 rB
R170 c6 b1474 m13350.0 rU
R171 c6 b1639 m14824.0 rB
R172 c5 b1320 m13185.0 rD
R173 c10 b1584 m13185.0 rW
R174 c10 b1968 m16353.0 rU
R175 c10 b2208 m18321.0 rL
R176 c10 b1944 m16113.0 rW
R177 c8 b2172 m18057.0 rL
R178 c10 b1656 m13713.0 rU
R179 c8 b1848 m15369.0 rS
R180 c8 b1740 m14445.0 rH
R181 c5 b1280 m12705.0 rD
R182 c2 b1152 m12705.0 rL
R183 c4 b1160 m11553.0 rU
R184 c2 b1251 m13873.0 rH
R185 c10 b1368 m11371.0 rL
R186 c10 b1212 m10003.0 rU
R187 c10 b1500 m12427.0 rU
R188 c9 b1860 m15427.0 rB
R189 c8 b1632 m13567.0 rL
R190 c8 b1248 m10303.0 rU
R191 c10 b1392 m11551.0 rD
R192 c10 b1392 m11551.0 rJ
R193 c10 b1644 m13639.0 rL
R194 c10 b1440 m11995.0 rL
R195 c10 b1104 m9115.0 rS
R196 c9 b1032 m8563.0 rB
R197 c9 b912 m7531.0 rL
R198 c10 b804 m6619.0 rH
R199 c8 b708 m5815.0 rL
R200 c9 b624 m5107.0 rL
R201 c10 b540 m4483.0 rL
R202 c10 b480 m3943.0 rW
R203 c8 b540 m4423.0 rL
R204 c6 b429 m3883.0 rL
R205 c5 b350 m3454.0 rL
R206 c9 b384 m3104.0 rW
R207 c10 b468 m3872.0 rL
R208 c10 b420 m3404.0 rD
R209 c10 b420 m3404.0 rU
R210 c9 b468 m3824.0 rW
R211 c10 b516 m4292.0 rW
R212 c10 b588 m4808.0 rD
R213 c10 b588 m4808.0 rJ
R214 c9 b684 m5690.0 rW
R215 c7 b781 m7058.0 rW
R216 c7 b869 m7839.0 rW
R217 c10 b1056 m8708.0 rS
R218 c10 b984 m8180.0 rW
R219 c8 b1104 m9164.0 rL
R220 c5 b810 m8060.0 rH
R221 c10 b876 m7250.0 rW
R222 c10 b984 m8126.0 rW
R223 c7 b1012 m9110.0 rU
R224 c6 b1122 m10122.0 rS
R225 c6 b1056 m9561.0 rD
R226 c10 b1152 m9561.0 rB
R227 c9 b1020 m8409.0 rL
R228 c9 b888 m7389.0 rW
R229 c10 b996 m8277.0 rL
R230 c8 b876 m7281.0 rU
R231 c10 b1092 m9033.0 rD
R232 c10 b1092 m9033.0 rS
R233 c8 b1020 m8487.0 rL
R234 c10 b900 m7467.0 rL
R235 c10 b792 m6567.0 rU
R236 c10 b888 m7359.0 rH
R237 c10 b780 m6471.0 rW
R238 c8 b876 m7251.0 rU
R239 c8 b984 m8127.0 rL
R240 c10 b864 m7143.0 rW
R241 c7 b891 m8007.0 rH
R242 c7 b792 m7116.0 rJ
R243 c5 b840 m8304.0 rW
R244 c10 b1200 m9984.0 rD
R245 c8 b1200 m9984.0 rU
R246 c10 b1344 m11184.0 rL
R247 c10 b1188 m9840.0 rU
R248 c10 b1332 m11028.0 rU
R249 c10 b1488 m12360.0 rD
R250 c10 b1488 m12360.0 rL
R251 c10 b1308 m10872.0 rD
R252 c6 b1199 m10872.0 rL
R253 c10 b1164 m9673.0 rW
R254 c9 b1308 m10837.0 rB
R255 c10 b1152 m9529.0 rJ
R256 c7 b1243 m11257.0 rH
R257 c10 b1212 m10014.0 rB
R258 c9 b1068 m8802.0 rL
R259 c10 b936 m7734.0 rU
R260 c10 b1164 m9606.0 rB
R261 c10 b1020 m8442.0 rW
R262 c10 b1260 m10482.0 rS
R263 c10 b1188 m9852.0 rB
R264 c8 b1044 m8664.0 rH
R265 c10 b792 m6576.0 rB
R266 c10 b696 m5784.0 rS
R267 c8 b660 m5436.0 rU
R268 c10 b732 m6096.0 rS
R269 c9 b696 m5730.0 rU
R270 c9 b780 m6426.0 rW
R271 c10 b876 m7206.0 rW
R272 c10 b972 m8082.0 rW
R273 c8 b1092 m9054.0 rU
R274 c8 b1224 m10146.0 rL
R275 c7 b990 m8922.0 rU
R276 c7 b1100 m9912.0 rJ
R277 c6 b1276 m11562.0 rB
R278 c8 b1236 m10286.0 rL
R279 c10 b948 m7814.0 rU
R280 c10 b1056 m8762.0 rW
R281 c10 b1188 m9818.0 rW
R282 c10 b1464 m12194.0 rU
R283 c7 b1507 m13658.0 rH
R284 c3 b1098 m12151.0 rB
R285 c1 b888 m11053.0 rL
R286 c2 b837 m9277.0 rU
R287 c0 b714 m10114.0 rL
R288 c5 b940 m9400.0 rD
R289 c5 b940 m9400.0 rW
R290 c4 b1040 m10340.0 rW
R291 c2 b1026 m11380.0 rW
R292 c3 b1125 m12406.0 rS
R293 c3 b1071 m11843.5 rH
R294 c10 b1296 m10772.5 rL
R295 c10 b1140 m9476.5 rU
R296 c9 b1284 m10616.5 rU
R297 c10 b1584 m13184.5 rH
R298 c10 b1404 m11600.5 rJ
R299 c10 b1656 m13706.5 rW
R300 c10 b2052 m17018.5 rL
R301 c10 b1800 m14966.5 rL
R302 c10 b1584 m13166.5 rD
R303 c6 b1452 m13166.5 rU
R304 c8 b1764 m14618.5 rL
R305 c10 b1548 m12854.5 rU
R306 c7 b1595 m14402.5 rU
R307 c10 b1920 m15997.5 rU
R308 c7 b1980 m17917.5 rS
R309 c7 b1870 m16927.5 rD
R310 c6 b1870 m16927.5 rU
R311 c5 b1880 m18797.5 rS
R312 c10 b2148 m17857.5 rL
R313 c10 b1632 m13561.5 rU
R314 c8 b1824 m15193.5 rL
R315 c9 b1392 m11545.5 rW
R316 c10 b1560 m12937.5 rU
R317 c9 b1740 m14497.5 rJ
R318 c8 b2064 m17107.5 rL
R319 c8 b1812 m15043.5 rL
R320 c10 b1596 m13231.5 rW
R321 c10 b1788 m14827.5 rL
R322 c7 b1441 m13039.5 rU
R323 c7 b1760 m15921.5 rU
R324 c9 b2124 m17681.5 rB
R325 c7 b1716 m15557.5 rB
R326 c7 b1529 m13841.5 rD
R327 c7 b1529 m13841.5 rL
R328 c6 b1364 m12312.5 rS
R329 c6 b1287 m11630.5 rS
R330 c5 b1100 m10987.0 rS
R331 c5 b1050 m10437.0 rL
R332 c10 b1128 m9387.0 rU
R333 c9 b1272 m10515.0 rH
R334 c10 b1116 m9243.0 rS
R335 c10 b1044 m8685.0 rW
R336 c10 b1296 m10773.0 rB
R337 c10 b1140 m9477.0 rH
R338 c7 b924 m8337.0 rS
R339 c6 b869 m7875.0 rL
R340 c9 b852 m7006.0 rL
R341 c10 b744 m6154.0 rL
R342 c9 b660 m5410.0 rU
R343 c10 b732 m6070.0 rL
R344 c10 b564 m4606.0 rW
R345 c10 b624 m5170.0 rB
R346 c10 b552 m4546.0 rL
R347 c10 b480 m3994.0 rJ
R348 c8 b576 m4714.0 rU
R349 c8 b636 m5290.0 rU
R350 c7 b660 m5926.0 rB
R351 c10 b636 m5266.0 rW
R352 c9 b720 m5902.0 rL
R353 c10 b624 m5182.0 rW
R354 c9 b708 m5806.0 rU
R355 c10 b792 m6514.0 rU
R356 c10 b972 m8098.0 rL
R357 c7 b792 m7126.0 rL
R358 c10 b768 m6334.0 rD
R359 c10 b768 m6334.0 rU
R360 c7 b792 m7102.0 rB
R361 c5 b640 m6310.0 rL
R362 c7 b627 m5670.0 rL
R363 c6 b495 m4416.0 rW
R364 c10 b600 m4911.0 rH
R365 c10 b528 m4311.0 rU
R366 c10 b648 m5367.0 rB
R367 c10 b576 m4719.0 rU
R368 c7 b583 m5295.0 rL
R369 c7 b528 m4712.0 rU
R370 c10 b636 m5240.0 rU
R371 c10 b708 m5876.0 rJ
R372 c9 b840 m6938.0 rB
R373 c10 b732 m6098.0 rB
R374 c9 b648 m5366.0 rU
R375 c10 b732 m6014.0 rS
R376 c10 b684 m5648.0 rU
R377 c9 b768 m6332.0 rW
R378 c10 b852 m7100.0 rW
R379 c10 b960 m7952.0 rJ
R380 c9 b1128 m9392.0 rH
R381 c10 b996 m8264.0 rJ
R382 c7 b1078 m9758.0 rW
R383 c5 b1090 m10836.0 rB
R384 c6 b1078 m9746.0 rH
R385 c6 b957 m8668.0 rH
R386 c10 b816 m6754.0 rU
R387 c9 b912 m7570.0 rS
R388 c9 b864 m7114.0 rU
R389 c10 b960 m7978.0 rL
R390 c10 b852 m7018.0 rL
R391 c8 b744 m6166.0 rW
R392 c7 b770 m6910.0 rW
R393 c10 b1020 m8450.0 rU
R394 c10 b1140 m9470.0 rL
R395 c10 b1008 m8330.0 rW
R396 c9 b1128 m9338.0 rW
R397 c7 b1155 m10466.0 rD
R398 c6 b1155 m10466.0 rJ
R399 c6 b1342 m12199.0 rU
R400 c5 b1490 m14883.0 rW
R401 c3 b1476 m16373.0 rL
R402 c10 b1788 m14897.0 rL
R403 c8 b1584 m13109.0 rW
R404 c10 b1956 m16277.0 rU
R405 c10 b2196 m18233.0 rH
R406 c10 b1668 m13841.0 rU
R407 c8 b1872 m15509.0 rU
R408 c9 b2316 m19253.0 rL
R409 c8 b2040 m16937.0 rD
R410 c8 b2040 m16937.0 rU
R411 c10 b2280 m18977.0 rH
R412 c9 b2004 m16697.0 rS
R413 c8 b1884 m15695.0 rW
R414 c10 b2112 m17579.0 rU
R415 c7 b2167 m19691.0 rJ
R416 c5 b2300 m22942.0 rU
R417 c5 b2530 m25242.0 rU
R418 c9 b3336 m27772.0 rL
R419 c8 b2940 m24436.0 rD
R420 c10 b2940 m24436.0 rL
R421 c10 b2580 m21496.0 rH
R422 c10 b2280 m18916.0 rU
R423 c10 b2820 m23476.0 rU
R424 c8 b3156 m26296.0 rW
R425 c10 b3540 m29452.0 rB
R426 c10 b3120 m25912.0 rS
R427 c8 b2928 m24352.0 rU
R428 c10 b3276 m27280.0 rL
R429 c10 b2496 m20728.0 rS
R430 c8 b2340 m19480.0 rU
R431 c7 b2662 m24160.0 rB
R432 c6 b2365 m21498.0 rJ
R433 c5 b2510 m25046.0 rJ
R434 c4 b2890 m28811.0 rD
R435 c4 b2890 m28811.0 rS
R436 c3 b2466 m27366.0 rW
R437 c3 b2907 m32298.0 rW
R438 c10 b4584 m38112.0 rD
R439 c7 b4202 m38112.0 rB
R440 c6 b3740 m33910.0 rU
R441 c10 b4524 m37650.0 rB
R442 c9 b3984 m33126.0 rU
R443 c10 b4464 m37110.0 rH
R444 c10 b3924 m32646.0 rW
R445 c10 b4392 m36570.0 rJ
R446 c7 b4752 m43158.0 rD
R447 c7 b4752 m43158.0 rB
R448 c6 b4235 m38406.0 rL
R449 c8 b4104 m34171.0 rH
R450 c10 b3120 m25963.0 rW
R451 c8 b3492 m29083.0 rU
R452 c10 b3912 m32575.0 rD
R453 c10 b3912 m32575.0 rW
R454 c9 b4380 m36487.0 rL
R455 c10 b3864 m32107.0 rL
R456 c10 b3396 m28243.0 rJ
