============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: X
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rU
R2 c-2 b530 m10600 rD
R3 c-5 b318 m10600 rD
R4 c-5 b318 m10600 rW
R5 c-7 b220 m10918 rL
R6 c4 b1050 m10478 rH
R7 c8 b1140 m9428 rU
R8 c10 b1272 m10568 rU
R9 c10 b1428 m11840 rW
R10 c8 b1596 m13268 rB
R11 c6 b1287 m11672 rH
R12 c10 b1092 m9098 rW
R13 c10 b1224 m10190 rS
R14 c9 b1152 m9578.0 rH
R15 c10 b1020 m8426.0 rH
R16 c10 b900 m7406.0 rU
R17 c10 b1008 m8306.0 rH
R18 c10 b876 m7298.0 rW
R19 c7 b902 m8174.0 rW
R20 c10 b1200 m9978.0 rB
R21 c10 b1056 m8778.0 rB
R22 c10 b936 m7722.0 rL
R23 c7 b748 m6786.0 rU
R24 c10 b912 m7534.0 rU
R25 c10 b1020 m8446.0 rS
R26 c10 b960 m7936.0 rU
R27 c9 b1068 m8896.0 rW
R28 c10 b1332 m11032.0 rL
R29 c8 b1164 m9700.0 rU
R30 c10 b1308 m10864.0 rH
R31 c8 b1152 m9556.0 rS
R32 c7 b990 m8980.0 rS
R33 c7 b935 m8485.0 rW
R34 c5 b950 m9420.0 rJ
R35 c10 b1308 m10845.0 rL
R36 c9 b996 m8229.0 rD
R37 c10 b996 m8229.0 rU
R38 c10 b1236 m10221.0 rJ
R39 c10 b1452 m12075.0 rU
R40 c8 b1632 m13527.0 rB
R41 c10 b1428 m11895.0 rB
R42 c10 b1260 m10467.0 rW
R43 c7 b1298 m11727.0 rW
R44 c10 b1572 m13025.0 rW
R45 c10 b1752 m14597.0 rB
R46 c8 b1548 m12845.0 rW
R47 c10 b1920 m15941.0 rU
R48 c10 b2148 m17861.0 rB
R49 c9 b1896 m15713.0 rD
R50 c9 b1896 m15713.0 rU
R51 c8 b2124 m17609.0 rW
R52 c10 b2376 m19733.0 rB
R53 c10 b2088 m17357.0 rJ
R54 c9 b2460 m20489.0 rL
R55 c10 b2172 m18029.0 rH
R56 c9 b1908 m15857.0 rL
R57 c9 b1680 m13949.0 rL
R58 c8 b1476 m12269.0 rW
R59 c5 b1380 m13745.0 rU
R60 c5 b1520 m15125.0 rJ
R61 c5 b1750 m17405.0 rL
R62 c4 b1570 m15655.0 rU
R63 c4 b1730 m17225.0 rL
R64 c4 b1550 m15495.0 rB
R65 c2 b1260 m13945.0 rS
R66 c8 b1608 m13315.0 rL
R67 c10 b1212 m10099.0 rU
R68 c9 b1368 m11311.0 rH
R69 c7 b1100 m9943.0 rD
R70 c10 b1200 m9943.0 rL
R71 c10 b1056 m8743.0 rJ
R72 c9 b1248 m10327.0 rD
R73 c10 b1248 m10327.0 rU
R74 c9 b1392 m11575.0 rW
R75 c9 b1560 m12967.0 rB
R76 c10 b1380 m11407.0 rL
R77 c10 b1212 m10027.0 rJ
R78 c7 b1309 m11845.0 rJ
R79 c6 b1529 m13809.0 rB
R80 c6 b1353 m12280.0 rW
R81 c10 b1800 m14986.0 rS
R82 c9 b1692 m14086.0 rW
R83 c9 b1896 m15778.0 rW
R84 c10 b2124 m17674.0 rU
R85 c10 b2640 m21922.0 rU
R86 c10 b2952 m24562.0 rJ
R87 c10 b3480 m28990.0 rW
R88 c8 b3900 m32470.0 rD
R89 c4 b3250 m32470.0 rW
R90 c1 b2864 m35720.0 rU
R91 c0 b2316 m38584.0 rH
R92 c-1 b1815 m36268.0 rS
R93 c0 b2478 m35360.5 rL
R94 c3 b2745 m30404.5 rL
R95 c3 b2250 m24914.5 rS
R96 c2 b2142 m23789.5 rJ
R97 c2 b2439 m27002.5 rB
R98 c6 b2706 m24563.5 rL
R99 c10 b2628 m21857.5 rU
R100 c8 b2940 m24485.5 rH
R101 c10 b2592 m21545.5 rD
R102 c10 b2592 m21545.5 rL
R103 c10 b2280 m18953.5 rB
R104 c10 b2004 m16673.5 rW
R105 c7 b2057 m18677.5 rD
R106 c3 b1683 m18677.5 rL
R107 c4 b1540 m15311.5 rW
R108 c4 b1690 m16851.5 rU
R109 c8 b2232 m18541.5 rL
R110 c10 b1692 m14077.5 rB
R111 c10 b1488 m12385.5 rU
R112 c8 b1668 m13873.5 rD
R113 c8 b1668 m13873.5 rH
R114 c10 b1476 m12205.5 rD
R115 c9 b1476 m12205.5 rL
R116 c10 b1116 m9253.5 rL
R117 c10 b984 m8137.5 rU
R118 c10 b1224 m10105.5 rW
R119 c10 b1368 m11329.5 rW
R120 c10 b1524 m12697.5 rL
R121 c9 b1344 m11173.5 rB
R122 c8 b1188 m9829.5 rU
R123 c7 b1221 m11017.5 rB
R124 c8 b1176 m9796.5 rU
R125 c7 b1210 m10972.5 rL
R126 c7 b1078 m9762.5 rD
R127 c10 b1176 m9762.5 rL
R128 c8 b1032 m8586.5 rW
R129 c8 b1164 m9618.5 rU
R130 c8 b1296 m10782.5 rW
R131 c6 b1331 m12078.5 rW
R132 c7 b1485 m13409.5 rJ
R133 c6 b1727 m15637.5 rU
R134 c5 b1740 m17364.5 rW
R135 c10 b2508 m20844.5 rU
R136 c10 b2808 m23352.5 rL
R137 c10 b2472 m20544.5 rD
R138 c10 b2472 m20544.5 rD
R139 c6 b2266 m20544.5 rU
R140 c6 b2761 m25076.5 rU
R141 c10 b3348 m27837.5 rU
R142 c9 b3744 m31185.5 rB
R143 c10 b3300 m27441.5 rL
R144 c10 b2904 m24141.5 rH
R145 c10 b2556 m21237.5 rU
R146 c10 b2856 m23793.5 rL
R147 c10 b2520 m20937.5 rU
R148 c10 b3120 m25977.5 rL
R149 c9 b2748 m22857.5 rW
R150 c10 b3084 m25605.5 rW
R151 c7 b3157 m28689.5 rB
R152 c5 b2560 m25532.5 rU
R153 c5 b2810 m28092.5 rW
R154 c4 b3100 m30902.5 rL
R155 c5 b2790 m27802.5 rL
R156 c10 b3012 m25012.5 rW
R157 c10 b3372 m28024.5 rH
R158 c8 b2964 m24652.5 rS
R159 c8 b2784 m23170.5 rS
R160 c8 b2616 m21778.5 rS
R161 c7 b2255 m20470.5 rL
R162 c6 b2013 m18215.5 rD
R163 c10 b2196 m18215.5 rD
R164 c9 b2196 m18215.5 rU
R165 c7 b2255 m20411.5 rL
R166 c9 b2184 m18156.5 rU
R167 c10 b2448 m20340.5 rB
R168 c10 b2148 m17892.5 rL
R169 c10 b1896 m15744.5 rD
R170 c10 b1896 m15744.5 rS
R171 c9 b1776 m14796.5 rU
R172 c10 b1992 m16572.5 rW
R173 c8 b2232 m18564.5 rL
R174 c5 b1640 m16332.5 rL
R175 c10 b1764 m14692.5 rL
R176 c10 b1560 m12928.5 rL
R177 c7 b1254 m11368.5 rU
R178 c6 b1397 m12622.5 rL
R179 c10 b1188 m9828.5 rS
R180 c10 b1116 m9234.5 rB
R181 c8 b984 m8118.5 rD
R182 c10 b984 m8118.5 rL
R183 c10 b864 m7134.5 rH
R184 c8 b756 m6270.5 rB
R185 c10 b672 m5514.5 rB
R186 c10 b588 m4842.5 rU
R187 c7 b605 m5430.5 rU
R188 c10 b804 m6640.5 rW
R189 c10 b996 m8248.5 rL
R190 c10 b876 m7252.5 rW
R191 c10 b984 m8128.5 rU
R192 c8 b1104 m9112.5 rB
R193 c7 b891 m8008.5 rL
R194 c7 b792 m7117.5 rD
R195 c10 b864 m7117.5 rW
R196 c8 b960 m7981.5 rD
R197 c7 b880 m7981.5 rL
R198 c10 b864 m7101.5 rL
R199 c10 b756 m6237.5 rH
R200 c10 b660 m5481.5 rW
R201 c9 b744 m6141.5 rB
R202 c8 b648 m5397.5 rL
R203 c10 b576 m4749.5 rJ
R204 c8 b684 m5613.5 rS
R205 c8 b636 m5271.5 rL
R206 c10 b564 m4635.5 rW
R207 c7 b572 m5199.5 rD
R208 c7 b572 m5199.5 rH
R209 c5 b470 m4627.5 rB
R210 c6 b462 m4157.5 rU
R211 c10 b612 m5081.5 rU
R212 c10 b684 m5693.5 rL
R213 c10 b612 m5009.5 rU
R214 c6 b627 m5621.5 rB
R215 c5 b500 m4994.5 rL
R216 c10 b540 m4494.5 rW
R217 c8 b612 m5034.5 rU
R218 c8 b756 m6258.5 rS
R219 c7 b649 m5880.5 rU
R220 c4 b660 m6529.5 rU
R221 c7 b792 m7189.5 rD
R222 c8 b864 m7189.5 rL
R223 c10 b768 m6325.5 rU
R224 c10 b948 m7861.5 rW
R225 c10 b1068 m8809.5 rW
R226 c7 b1089 m9877.5 rS
R227 c6 b1034 m9333.0 rB
R228 c4 b830 m8299.0 rB
R229 c4 b750 m7469.0 rW
R230 c4 b900 m8969.0 rL
R231 c1 b648 m8069.0 rD
R232 c1 b648 m8069.0 rH
R233 c1 b600 m7421.0 rS
R234 c1 b576 m7121.0 rH
R235 c1 b528 m6545.0 rU
R236 c7 b847 m7601.0 rU
R237 c10 b1020 m8448.0 rW
R238 c9 b1140 m9468.0 rJ
R239 c8 b1344 m11178.0 rU
R240 c10 b1668 m13866.0 rH
R241 c10 b1464 m12198.0 rW
R242 c10 b1644 m13662.0 rL
R243 c10 b1452 m12018.0 rB
R244 c9 b1272 m10566.0 rW
R245 c9 b1428 m11838.0 rL
R246 c10 b1080 m8982.0 rL
R247 c8 b960 m7902.0 rW
R248 c7 b979 m8862.0 rU
R249 c7 b1089 m9841.0 rD
R250 c4 b990 m9841.0 rL
R251 c5 b890 m8851.0 rJ
R252 c5 b1020 m10186.0 rW
R253 c4 b1130 m11206.0 rW
R254 c10 b1488 m12336.0 rB
R255 c10 b1308 m10848.0 rU
R256 c10 b1620 m13464.0 rL
R257 c7 b1309 m11844.0 rW
R258 c8 b1740 m14462.0 rW
R259 c10 b2160 m17942.0 rU
R260 c10 b2424 m20102.0 rS
R261 c9 b2268 m18890.0 rW
R262 c10 b2544 m21158.0 rD
R263 c8 b2544 m21158.0 rU
R264 c10 b2856 m23702.0 rL
R265 c9 b2508 m20846.0 rL
R266 c10 b2208 m18338.0 rW
R267 c10 b2472 m20546.0 rJ
R268 c8 b2916 m24254.0 rL
R269 c10 b2568 m21338.0 rW
R270 c10 b2880 m23906.0 rL
R271 c8 b2532 m21026.0 rD
R272 c9 b2532 m21026.0 rW
R273 c8 b2832 m23558.0 rL
R274 c5 b2080 m20726.0 rW
R275 c6 b2519 m22806.0 rW
R276 c6 b2794 m25325.0 rU
R277 c4 b2820 m28119.0 rL
R278 c10 b3036 m25299.0 rJ
R279 c9 b3588 m29853.0 rL
R280 c10 b3156 m26265.0 rL
R281 c10 b2784 m23109.0 rU
R282 c10 b3108 m25893.0 rS
R283 c9 b2928 m24339.0 rL
R284 c6 b2365 m21411.0 rL
R285 c10 b2292 m19046.0 rU
R286 c9 b2568 m21338.0 rU
R287 c8 b2880 m23906.0 rL
R288 c10 b2184 m18146.0 rS
R289 c9 b2052 m17054.0 rW
R290 c10 b2304 m19106.0 rW
R291 c8 b2580 m21410.0 rU
R292 c10 b3192 m26570.0 rU
R293 c10 b3960 m32954.0 rB
R294 c10 b3480 m28994.0 rL
R295 c8 b3072 m25514.0 rL
R296 c7 b2475 m22442.0 rD
R297 c3 b2025 m22442.0 rU
R298 c10 b3180 m26492.0 rU
R299 c10 b3564 m29672.0 rL
R300 c10 b3144 m26108.0 rL
R301 c10 b2760 m22964.0 rS
R302 c9 b2592 m21584.0 rU
R303 c10 b2904 m24176.0 rL
R304 c10 b2556 m21272.0 rU
R305 c10 b3168 m26384.0 rW
R306 c8 b3552 m29552.0 rJ
R307 c7 b3839 m34880.0 rL
R308 c10 b3732 m31041.0 rU
R309 c9 b4176 m34773.0 rU
R310 c10 b4680 m38949.0 rB
R311 c9 b4116 m34269.0 rL
R312 c10 b3132 m26037.0 rD
R313 c10 b3132 m26037.0 rW
R314 c10 b3504 m29169.0 rW
R315 c8 b3924 m32673.0 rB
R316 c8 b3456 m28749.0 rW
R317 c7 b3553 m32205.0 rU
R318 c10 b4296 m35758.0 rB
R319 c10 b3780 m31462.0 rW
R320 c10 b4692 m39022.0 rW
R321 c10 b5820 m48406.0 rL
R322 c10 b5112 m42586.0 rU
R323 c9 b5724 m47698.0 rU
R324 c9 b7104 m59146.0 rU
R325 c8 b7956 m66250.0 rL
R326 c8 b6996 m58294.0 rS
R327 c7 b6028 m54796.0 rL
R328 c6 b5368 m48768.0 rH
R329 c10 b4572 m38032.0 rB
R330 c9 b4020 m33460.0 rL
R331 c10 b3540 m29440.0 rU
R332 c8 b3960 m32980.0 rD
R333 c7 b3630 m32980.0 rB
R334 c6 b3234 m29350.0 rW
R335 c4 b3260 m32584.0 rW
R336 c1 b2872 m35844.0 rL
R337 c10 b3960 m32972.0 rL
R338 c9 b3492 m29012.0 rB
R339 c10 b3072 m25520.0 rU
R340 c10 b3432 m28592.0 rL
R341 c10 b3024 m25160.0 rL
R342 c10 b2664 m22136.0 rU
R343 c8 b2976 m24800.0 rL
R344 c10 b2268 m18848.0 rW
R345 c8 b2544 m21116.0 rS
R346 c10 b2388 m19844.0 rU
R347 c8 b2676 m22232.0 rU
R348 c8 b3000 m24908.0 rH
R349 c8 b2640 m21908.0 rL
R350 c7 b2123 m19268.0 rU
R351 c10 b2568 m21391.0 rL
R352 c8 b2268 m18823.0 rL
R353 c8 b1992 m16555.0 rW
R354 c6 b2046 m18547.0 rL
R355 c4 b1660 m16501.0 rL
R356 c4 b1490 m14841.0 rL
R357 c10 b1608 m13351.0 rS
R358 c10 b1512 m12547.0 rL
R359 c9 b1332 m11035.0 rJ
R360 c9 b1572 m13033.0 rL
R361 c10 b1380 m11461.0 rW
R362 c10 b1716 m14221.0 rS
R363 c9 b1608 m13363.0 rW
R364 c10 b1800 m14971.0 rS
R365 c9 b1692 m14071.0 rB
R366 c10 b1488 m12379.0 rU
R367 c8 b1668 m13867.0 rW
R368 c9 b1872 m15535.0 rU
R369 c10 b2100 m17407.0 rB
R370 c9 b1848 m15307.0 rD
R371 c8 b1848 m15307.0 rW
R372 c10 b2064 m17155.0 rB
R373 c10 b1812 m15091.0 rU
R374 c8 b2040 m16903.0 rJ
R375 c8 b2400 m19963.0 rH
R376 c10 b2112 m17563.0 rW
R377 c10 b2364 m19675.0 rL
R378 c9 b1800 m14947.0 rS
R379 c9 b1692 m14047.0 rW
R380 c10 b2100 m17431.0 rJ
R381 c9 b2472 m20581.0 rB
R382 c10 b2184 m18109.0 rW
R383 c10 b2436 m20293.0 rU
R384 c10 b2736 m22729.0 rL
R385 c8 b2400 m19993.0 rL
R386 c8 b2112 m17593.0 rW
R387 c10 b2376 m19705.0 rW
R388 c10 b2652 m22081.0 rH
R389 c10 b2340 m19429.0 rL
R390 c9 b1776 m14749.0 rB
R391 c8 b1560 m12973.0 rW
R392 c10 b1752 m14533.0 rL
R393 c10 b1536 m12781.0 rL
R394 c10 b1176 m9709.0 rW
R395 c10 b1452 m12061.0 rU
R396 c10 b1632 m13513.0 rL
R397 c10 b1236 m10249.0 rU
R398 c10 b1380 m11485.0 rD
R399 c8 b1380 m11485.0 rJ
R400 c6 b1496 m13555.0 rU
R401 c6 b1661 m15051.0 rU
R402 c10 b2016 m16712.0 rH
R403 c10 b1764 m14696.0 rU
R404 c9 b1980 m16460.0 rU
R405 c10 b2220 m18440.0 rS
R406 c9 b2088 m17330.0 rD
R407 c8 b2088 m17330.0 rW
R408 c7 b2145 m19418.0 rS
R409 c6 b2024 m18345.5 rU
R410 c3 b1836 m20369.5 rS
R411 c8 b2340 m19451.5 rB
R412 c7 b1892 m17111.5 rW
R413 c6 b2101 m19003.5 rW
R414 c10 b2544 m21104.5 rS
R415 c10 b2388 m19832.5 rB
R416 c9 b2100 m17444.5 rW
R417 c10 b2352 m19544.5 rW
R418 c10 b2628 m21896.5 rB
R419 c8 b2316 m19268.5 rL
R420 c8 b2040 m16952.5 rS
R421 c8 b1920 m15932.5 rU
R422 c9 b2376 m19772.5 rH
R423 c10 b2088 m17396.5 rU
R424 c9 b2340 m19484.5 rJ
R425 c7 b2530 m22994.5 rU
R426 c7 b2816 m25524.5 rW
R427 c10 b3408 m28340.5 rU
R428 c9 b3816 m31748.5 rW
R429 c10 b4728 m39380.5 rW
R430 c10 b5304 m44108.5 rW
R431 c8 b5940 m49412.5 rS
R432 c7 b5115 m46442.5 rL
R433 c7 b4554 m41327.5 rW
R434 c10 b5508 m45881.5 rL
R435 c8 b4848 m40373.5 rU
R436 c9 b5436 m45221.5 rL
R437 c9 b4776 m39785.5 rL
R438 c10 b4212 m35009.5 rW
R439 c7 b4323 m39221.5 rW
R440 c10 b5748 m47867.5 rB
R441 c8 b5064 m42119.5 rU
R442 c10 b5664 m47183.5 rL
R443 c9 b4992 m41519.5 rJ
R444 c9 b5892 m49007.5 rU
R445 c8 b6588 m54899.5 rW
R446 c7 b6765 m61487.5 rW
R447 c8 b9012 m75017.5 rH
R448 c10 b7932 m66005.5 rW
R449 c9 b8880 m73937.5 rU
R450 c10 b9948 m82817.5 rL
R451 c10 b8748 m72869.5 rW
R452 c9 b9804 m81617.5 rL
R453 c8 b8628 m71813.5 rD
R454 c6 b7909 m71813.5 rU
