============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: R
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b1100 m10000 rW
R2 c0 b1332 m11100 rS
R3 c0 b735 m10434.0 rH
R4 c0 b1067 m9699.0 rH
R5 c0 b760 m7565.0 rB
R6 c0 b552 m6805.0 rU
R7 c0 b444 m7357.0 rH
R8 c0 b280 m6913.0 rW
R9 c0 b720 m7193.0 rW
R10 c0 b174 m8633.0 rS
R11 c0 b688 m8546.0 rJ
R12 c0 b1056 m9578.0 rD
R13 c0 b384 m9578.0 rJ
R14 c0 b408 m10154.0 rU
R15 c0 b530 m10562.0 rL
R16 c0 b505 m10032.0 rS
R17 c0 b686 m9779.5 rW
R18 c0 b1232 m11151.5 rU
R19 c0 b868 m12383.5 rL
R20 c0 b1160 m11515.5 rL
R21 c0 b208 m10355.5 rL
R22 c0 b918 m10147.5 rD
R23 c0 b1122 m10147.5 rB
R24 c0 b728 m9025.5 rL
R25 c0 b249 m8297.5 rH
R26 c0 b405 m8048.5 rU
R27 c0 b255 m8453.5 rL
R28 c0 b492 m8198.5 rU
R29 c0 b870 m8690.5 rU
R30 c0 b288 m9560.5 rD
R31 c0 b288 m9560.5 rD
R32 c0 b672 m9560.5 rL
R33 c0 b534 m8888.5 rS
R34 c0 b609 m8621.5 rW
R35 c0 b186 m9230.5 rW
R36 c0 b970 m9602.5 rL
R37 c0 b870 m8632.5 rL
R38 c0 b156 m7762.5 rL
R39 c0 b154 m7606.5 rU
R40 c0 b960 m7914.5 rU
R41 c0 b178 m8874.5 rU
R42 c0 b182 m9052.5 rD
R43 c0 b910 m9052.5 rU
R44 c0 b100 m9962.5 rU
R45 c0 b505 m10062.5 rL
R46 c0 b192 m9557.5 rU
R47 c0 b686 m9749.5 rJ
R48 c0 b108 m10778.5 rW
R49 c0 b1199 m10886.5 rJ
R50 c0 b1270 m12685.5 rD
R51 c0 b1270 m12685.5 rW
R52 c0 b840 m13955.5 rJ
R53 c0 b1683 m15215.5 rW
R54 c0 b1859 m16898.5 rL
R55 c0 b1510 m15039.5 rL
R56 c0 b1089 m12019.5 rJ
R57 c0 b274 m13653.5 rB
R58 c0 b268 m13379.5 rU
R59 c0 b560 m13915.5 rW
R60 c0 b1450 m14475.5 rU
R61 c0 b320 m15925.5 rS
R62 c0 b1580 m15765.5 rU
R63 c0 b2088 m17345.5 rU
R64 c0 b216 m21521.5 rD
R65 c0 b1512 m21521.5 rL
R66 c0 b1608 m20009.5 rL
R67 c0 b1110 m18401.5 rL
R68 c0 b1134 m16181.5 rW
R69 c0 b174 m17315.5 rW
R70 c0 b875 m17489.5 rL
R71 c0 b2004 m16614.5 rH
R72 c0 b588 m14610.5 rW
R73 c0 b1216 m15198.5 rW
R74 c0 b1155 m16414.5 rU
R75 c0 b1936 m17569.5 rL
R76 c0 b1884 m15633.5 rU
