============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: R
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b800 m10000 rL
R2 c0 b644 m9200 rD
R3 c0 b184 m9200 rL
R4 c0 b534 m8832 rS
R5 c0 b688 m8565.0 rW
R6 c0 b1116 m9253.0 rW
R7 c0 b1248 m10369.0 rW
R8 c0 b1287 m11617.0 rU
R9 c0 b710 m14191.0 rL
R10 c0 b810 m13481.0 rD
R11 c0 b945 m13481.0 rW
R12 c0 b145 m14426.0 rS
R13 c0 b1440 m14353.5 rS
R14 c0 b1096 m13633.5 rW
R15 c0 b740 m14729.5 rL
R16 c0 b280 m13989.5 rB
R17 c0 b138 m13709.5 rB
R18 c0 b1496 m13571.5 rD
R19 c0 b1632 m13571.5 rW
R20 c0 b1690 m16835.5 rS
R21 c0 b1440 m15990.5 rU
R22 c0 b1512 m18870.5 rS
R23 c0 b364 m18114.5 rW
R24 c0 b1665 m18478.5 rU
R25 c0 b2222 m20143.5 rU
R26 c0 b492 m24587.5 rW
R27 c0 b1757 m25079.5 rH
R28 c0 b1638 m23322.5 rH
R29 c0 b1519 m21684.5 rS
R30 c0 b2520 m20925.0 rL
R31 c0 b2035 m18405.0 rH
R32 c0 b1476 m16370.0 rH
R33 c0 b1788 m14894.0 rW
R34 c0 b334 m16682.0 rL
R35 c0 b1968 m16348.0 rL
R36 c0 b144 m14380.0 rW
R37 c0 b292 m14524.0 rS
R38 c0 b1152 m14378.0 rL
R39 c0 b242 m12074.0 rU
R40 c0 b1116 m12316.0 rH
R41 c0 b1344 m11200.0 rB
R42 c0 b1188 m9856.0 rS
R43 c0 b186 m9262.0 rL
R44 c0 b455 m9076.0 rH
R45 c0 b870 m8621.0 rL
R46 c0 b276 m6881.0 rW
R47 c0 b216 m7157.0 rB
R48 c0 b490 m6941.0 rD
R49 c0 b210 m6941.0 rL
R50 c0 b748 m6731.0 rB
R51 c0 b60 m5983.0 rU
R52 c0 b732 m6043.0 rD
R53 c0 b488 m6043.0 rB
R54 c0 b504 m5555.0 rW
R55 c0 b183 m6059.0 rS
R56 c0 b300 m5967.5 rB
R57 c0 b684 m5667.5 rW
R58 c0 b497 m7035.5 rS
R59 c0 b204 m6787.0 rU
R60 c0 b140 m6991.0 rD
R61 c0 b420 m6991.0 rL
R62 c0 b264 m6571.0 rH
R63 c0 b640 m6307.0 rU
R64 c0 b280 m6947.0 rL
R65 c0 b804 m6667.0 rU
R66 c0 b750 m7471.0 rW
R67 c0 b913 m8221.0 rL
R68 c0 b148 m7308.0 rL
R69 c0 b852 m7012.0 rU
R70 c0 b616 m8716.0 rJ
R71 c0 b970 m9640.0 rB
R72 c0 b174 m8670.0 rW
R73 c0 b637 m9018.0 rD
R74 c0 b273 m9018.0 rL
R75 c0 b88 m8745.0 rW
R76 c0 b180 m8921.0 rL
