============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: R
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b800 m10000 rS
R2 c0 b192 m9600.0 rD
R3 c0 b96 m9600.0 rL
R4 c0 b760 m9408.0 rU
R5 c0 b1210 m10928.0 rU
R6 c0 b1206 m13348.0 rL
R7 c0 b366 m12142.0 rU
R8 c0 b882 m12508.0 rW
R9 c0 b134 m13390.0 rW
R10 c0 b408 m13524.0 rL
R11 c0 b1056 m13116.0 rW
R12 c0 b1136 m14172.0 rB
R13 c0 b393 m13036.0 rL
R14 c0 b508 m12643.0 rU
R15 c0 b1370 m13659.0 rW
R16 c0 b1510 m15029.0 rU
R17 c0 b181 m18049.0 rS
R18 c0 b900 m17958.5 rU
R19 c0 b2178 m19758.5 rS
R20 c0 b748 m18669.5 rU
R21 c0 b1950 m19417.5 rL
R22 c0 b2100 m17467.5 rW
R23 c0 b2156 m19567.5 rU
R24 c0 b2180 m21723.5 rD
R25 c0 b2180 m21723.5 rH
R26 c0 b980 m19543.5 rU
R27 c0 b2060 m20523.5 rU
R28 c0 b2260 m22583.5 rL
R29 c0 b1632 m20323.5 rU
R30 c0 b1320 m21955.5 rW
R31 c0 b466 m23275.5 rJ
R32 c0 b480 m23974.5 rL
R33 c0 b2585 m23494.5 rU
R34 c0 b522 m26079.5 rU
R35 c0 b3204 m26601.5 rW
R36 c0 b598 m29805.5 rB
R37 c0 b2344 m29207.5 rL
R38 c0 b1076 m26863.5 rW
R39 c0 b3080 m27939.5 rB
R40 c0 b2490 m24859.5 rU
R41 c0 b1370 m27349.5 rU
R42 c0 b1204 m30089.5 rL
R43 c0 b2890 m28885.5 rL
R44 c0 b1820 m25995.5 rL
R45 c0 b2662 m24175.5 rS
R46 c0 b2748 m22844.5 rS
R47 c0 b430 m21470.5 rH
R48 c0 b1035 m20610.5 rB
R49 c0 b784 m19575.5 rS
R50 c0 b1536 m19183.5 rU
R51 c0 b2496 m20719.5 rW
R52 c0 b1631 m23215.5 rW
R53 c0 b1494 m24846.5 rH
R54 c0 b876 m21858.5 rH
R55 c0 b2310 m20982.5 rW
R56 c0 b1398 m23292.5 rU
R57 c0 b494 m24690.5 rJ
R58 c0 b2550 m25431.5 rB
R59 c0 b916 m22881.5 rW
R60 c0 b238 m23797.5 rW
R61 c0 b964 m24035.5 rD
R62 c0 b1928 m24035.5 rU
R63 c0 b2860 m25963.5 rD
R64 c0 b3120 m25963.5 rU
R65 c0 b2619 m29083.5 rS
R66 c0 b1390 m27774.0 rB
R67 c0 b264 m26384.0 rB
R68 c0 b786 m26120.0 rD
R69 c0 b2358 m26120.0 rL
R70 c0 b2142 m23762.0 rL
R71 c0 b434 m21620.0 rL
R72 c0 b424 m21186.0 rW
R73 c0 b868 m21610.0 rH
R74 c0 b624 m20742.0 rS
R75 c0 b410 m20430.0 rU
