============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: L
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rU
R2 c0 b636 m10600 rU
R3 c0 b791 m11236 rU
R4 c0 b726 m12027 rB
R5 c0 b684 m11301 rS
R6 c0 b660 m10959.0 rL
R7 c1 b721 m10299.0 rW
R8 c0 b666 m11020.0 rW
R9 c-1 b620 m12352.0 rH
R10 c-1 b590 m11732.0 rL
R11 c1 b784 m11142.0 rU
R12 c1 b840 m11926.0 rB
R13 c1 b777 m11086.0 rD
R14 c0 b666 m11086.0 rB
R15 c-1 b525 m10420.0 rL
R16 c1 b693 m9895.0 rU
R17 c0 b636 m10588.0 rW
R18 c0 b791 m11224.0 rU
R19 c0 b726 m12015.0 rU
R20 c0 b768 m12741.0 rJ
R21 c0 b973 m13893.0 rU
R22 c0 b894 m14866.0 rW
R23 c1 b1169 m16654.0 rU
R24 c1 b1253 m17823.0 rU
R25 c2 b1528 m19076.0 rU
R26 c1 b1656 m20604.0 rL
R27 c2 b1710 m18948.0 rU
R28 c1 b1449 m20658.0 rW
R29 c0 b1332 m22107.0 rU
R30 c0 b1410 m23439.0 rL
R31 c-1 b1105 m22029.0 rB
R32 c-2 b1050 m20924.0 rS
R33 c-2 b1020 m20399.0 rL
R34 c-3 b776 m19379.0 rJ
R35 c-3 b824 m20543.0 rH
R36 c-4 b594 m19719.0 rD
R37 c-3 b792 m19719.0 rU
R38 c-2 b1070 m21303.0 rW
R39 c0 b1410 m23443.0 rL
R40 c1 b1768 m22033.0 rH
R41 c2 b1827 m20265.0 rW
R42 c3 b2160 m23919.0 rS
R43 c2 b2061 m22839.0 rB
R44 c3 b1872 m20778.0 rD
R45 c2 b1664 m20778.0 rW
R46 c2 b1800 m22442.0 rD
R47 c2 b2025 m22442.0 rB
R48 c2 b1640 m20417.0 rW
R49 c1 b1547 m22057.0 rU
R50 c2 b2268 m25151.0 rH
R51 c2 b2061 m22883.0 rD
R52 c2 b1832 m22883.0 rU
R53 c2 b1984 m24715.0 rW
R54 c1 b2296 m28683.0 rJ
R55 c0 b2254 m32127.0 rW
R56 c1 b2752 m34381.0 rL
R57 c1 b2536 m31629.0 rS
R58 c2 b2432 m30361.0 rJ
R59 c1 b2728 m34009.0 rW
R60 c0 b2576 m36737.0 rL
R61 c1 b2736 m34161.0 rU
R62 c1 b2952 m36897.0 rU
R63 c1 b3192 m39849.0 rU
R64 c1 b3017 m43041.0 rU
R65 c0 b2766 m46058.0 rW
R66 c-1 b2445 m48824.0 rW
R67 c-3 b2052 m51269.0 rU
R68 c-3 b2136 m53321.0 rU
R69 c-5 b1665 m55457.0 rU
R70 c-5 b1716 m57122.0 rW
R71 c-6 b1178 m58838.0 rU
R72 c-6 b1202 m60016.0 rL
R73 c-3 b2356 m58814.0 rU
R74 c-3 b2448 m61170.0 rL
R75 c-2 b2940 m58722.0 rW
R76 c-1 b3235 m64602.0 rU
R77 c0 b4266 m71072.0 rU
R78 c0 b4782 m79604.0 rW
R79 c1 b6752 m84386.0 rS
R80 c1 b6488 m81010.0 rU
R81 c0 b6125 m87498.0 rU
R82 c0 b5622 m93623.0 rL
R83 c0 b5286 m88001.0 rU
R84 c0 b5598 m93287.0 rL
R85 c0 b5262 m87689.0 rW
R86 c0 b5580 m92951.0 rU
R87 c1 b8336 m104111.0 rU
R88 c1 b9000 m112447.0 rB
R89 c1 b7245 m103447.0 rW
R90 c2 b9440 m117937.0 rB
R91 c1 b8680 m108497.0 rL
R92 c1 b6993 m99817.0 rL
R93 c1 b7432 m92824.0 rW
R94 c2 b8024 m100256.0 rL
R95 c2 b6744 m84208.0 rD
R96 c1 b6744 m84208.0 rB
R97 c2 b6975 m77464.0 rL
R98 c1 b4935 m70489.0 rH
R99 c1 b4249 m60619.0 rL
R100 c1 b4512 m56370.0 rW
R101 c0 b4263 m60882.0 rL
R102 c1 b3969 m56619.0 rS
R103 c1 b4376 m54634.5 rB
R104 c1 b4024 m50258.5 rS
R105 c1 b3381 m48246.5 rL
R106 c0 b2694 m44865.5 rW
R107 c-1 b2380 m47559.5 rU
R108 c0 b3144 m52319.5 rW
R109 c-1 b2775 m55463.5 rW
R110 c0 b3498 m58238.5 rJ
R111 c-2 b3175 m63485.5 rB
R112 c-2 b3020 m60310.5 rL
R113 c0 b3438 m57290.5 rW
R114 c-1 b3040 m60728.5 rU
R115 c0 b3828 m63768.5 rU
R116 c1 b5005 m71424.5 rL
R117 c1 b4655 m66419.5 rJ
R118 c1 b5145 m73402.5 rU
R119 c0 b5502 m78547.5 rL
R120 c2 b5848 m73045.5 rL
R121 c3 b6048 m67197.5 rW
R122 c2 b6597 m73245.5 rW
R123 c1 b6920 m86439.5 rW
R124 c2 b7472 m93359.5 rL
R125 c4 b7731 m85887.5 rL
R126 c3 b7038 m78156.5 rW
R127 c3 b7668 m85194.5 rB
R128 c4 b6984 m77526.5 rS
R129 c3 b6669 m74034.5 rL
R130 c2 b5392 m67365.5 rS
R131 c1 b5176 m64669.5 rD
R132 c1 b4529 m64669.5 rL
R133 c1 b4816 m60140.5 rW
R134 c1 b5200 m64956.5 rW
R135 c2 b6318 m70156.5 rS
R136 c2 b5360 m66997.5 rW
R137 c1 b5792 m72357.5 rB
R138 c2 b5994 m66565.5 rL
R139 c2 b5454 m60571.5 rU
R140 c2 b5288 m66025.5 rU
R141 c2 b5712 m71313.5 rW
R142 c1 b6168 m77025.5 rD
R143 c1 b5397 m77025.5 rU
R144 c0 b5775 m82422.5 rL
R145 c1 b6136 m76647.5 rW
R146 c2 b7452 m82783.5 rU
R147 c0 b5418 m90235.5 rU
R148 c1 b7077 m101071.5 rU
R149 c2 b10377 m115225.5 rL
R150 c2 b9441 m104848.5 rH
R151 c2 b7640 m95407.5 rU
R152 c1 b7749 m110687.5 rL
R153 c1 b8240 m102938.5 rD
R154 c1 b8240 m102938.5 rB
R155 c2 b8523 m94698.5 rL
R156 c1 b6034 m86175.5 rL
R157 c1 b6416 m80141.5 rS
R158 c2 b6930 m76933.5 rS
R159 c2 b6615 m73468.5 rW
R160 c1 b5607 m80083.5 rD
R161 c0 b5607 m80083.5 rW
R162 c0 b5999 m85690.5 rW
R163 c1 b7336 m91689.5 rW
R164 c3 b8919 m99025.5 rL
R165 c3 b7308 m81187.5 rB
R166 c2 b5912 m73879.5 rU
R167 c2 b6384 m79791.5 rB
R168 c1 b5880 m73407.5 rU
R169 c2 b7668 m85167.5 rH
R170 c1 b6200 m77499.5 rL
R171 c1 b5704 m71299.5 rJ
R172 c1 b5593 m79855.5 rU
R173 c1 b5985 m85448.5 rU
R174 c0 b6405 m91433.5 rB
R175 c1 b5957 m85028.5 rL
R176 c0 b4746 m79071.5 rW
R177 c-2 b4195 m83817.5 rB
R178 c-2 b3985 m79622.5 rU
R179 c1 b6696 m83607.5 rW
R180 c3 b8730 m96999.5 rS
R181 c2 b8343 m92634.5 rU
R182 c1 b8080 m100977.5 rL
R183 c1 b6503 m92897.5 rL
R184 c1 b6912 m86394.5 rJ
R185 c0 b6776 m96762.5 rU
R186 c0 b7252 m103538.5 rW
R187 c0 b6648 m110790.5 rB
R188 c0 b6252 m104142.5 rB
R189 c-1 b4895 m97890.5 rD
R190 c-1 b4895 m97890.5 rB
R191 c-1 b4650 m92995.5 rU
R192 c0 b7161 m102295.5 rS
R193 c0 b5928 m98715.0 rW
R194 c0 b6282 m104643.0 rU
R195 c0 b6660 m110925.0 rW
R196 c0 b7056 m117585.0 rW
R197 c-1 b6235 m124641.0 rL
R198 c0 b7110 m118406.0 rL
R199 c1 b8904 m111296.0 rL
R200 c1 b8192 m102392.0 rW
R201 c1 b7742 m110584.0 rU
R202 c1 b9472 m118326.0 rB
R203 c1 b7623 m108854.0 rW
R204 c0 b6990 m116477.0 rL
R205 c0 b6570 m109487.0 rW
R206 c0 b8127 m116057.0 rU
R207 c0 b8694 m124184.0 rH
R208 c0 b8085 m115490.0 rJ
R209 c1 b8939 m127618.0 rL
R210 c2 b8784 m109740.0 rD
R211 c2 b8784 m109740.0 rL
R212 c0 b7070 m100956.0 rL
R213 c0 b6573 m93886.0 rW
R214 c0 b6030 m100459.0 rU
R215 c0 b7455 m106489.0 rL
R216 c1 b7928 m99034.0 rU
R217 c1 b8560 m106962.0 rB
R218 c0 b6895 m98402.0 rW
R219 c2 b8976 m112192.0 rB
R220 c1 b8264 m103216.0 rW
R221 c0 b6690 m111480.0 rB
R222 c-1 b5240 m104790.0 rL
R223 c-1 b4980 m99550.0 rH
R224 c-2 b4730 m94570.0 rU
R225 c-2 b4965 m99300.0 rJ
R226 c-2 b5340 m106748.0 rU
R227 c-2 b5605 m112088.0 rL
R228 c0 b7455 m106483.0 rS
R229 c1 b8224 m102755.5 rU
R230 c3 b9990 m110979.5 rW
R231 c3 b10890 m120969.5 rL
R232 c4 b11010 m110079.5 rW
R233 c4 b10899 m121089.5 rU
R234 c3 b11880 m131988.5 rB
R235 c2 b10818 m120108.5 rW
R236 c2 b10480 m130926.5 rB
R237 c1 b9640 m120446.5 rU
R238 c2 b10408 m130086.5 rL
R239 c3 b9837 m109270.5 rL
R240 c2 b7960 m99433.5 rH
R241 c2 b8235 m91473.5 rW
R242 c4 b10800 m107943.5 rD
R243 c4 b10800 m107943.5 rD
R244 c5 b10800 m107943.5 rW
R245 c5 b11880 m118743.5 rB
R246 c4 b9621 m106863.5 rW
R247 c2 b10485 m116484.5 rB
R248 c2 b9540 m105999.5 rU
R249 c2 b11259 m125079.5 rL
R250 c2 b9234 m102561.5 rW
R251 c1 b8944 m111795.5 rU
R252 c0 b7248 m120739.5 rH
R253 c1 b7945 m113491.5 rL
R254 c2 b8793 m97601.5 rU
R255 c2 b8512 m106394.5 rH
R256 c2 b7832 m97882.5 rL
R257 c2 b7208 m90050.5 rW
R258 c2 b8360 m104466.5 rL
R259 c3 b8658 m96106.5 rW
R260 c3 b9432 m104764.5 rB
R261 c2 b7632 m95332.5 rU
R262 c3 b9954 m110596.5 rU
R263 c3 b10854 m120550.5 rU
R264 c6 b14465 m131404.5 rL
R265 c6 b11700 m116939.5 rS
R266 c5 b11110 m111089.5 rU
R267 c6 b13442 m122199.5 rW
R268 c5 b13570 m135641.5 rS
R269 c4 b12890 m128856.5 rU
R270 c3 b12762 m141746.5 rU
R271 c2 b12368 m154508.5 rW
R272 c1 b11683 m166876.5 rB
R273 c0 b10864 m155193.5 rD
R274 c1 b10864 m155193.5 rL
R275 c0 b8664 m144329.5 rS
R276 c0 b8400 m139997.5 rW
R277 c-1 b7420 m148397.5 rL
R278 c0 b8460 m140977.5 rW
R279 c1 b11053 m157897.5 rU
R280 c2 b16209 m180003.5 rB
R281 c1 b13104 m163794.5 rW
R282 c2 b14152 m176898.5 rW
R283 c3 b17199 m191050.5 rB
R284 c2 b15651 m173851.5 rS
R285 c2 b13288 m166026.0 rJ
R286 c1 b14880 m185958.0 rW
R287 c2 b18081 m200838.0 rB
R288 c1 b14624 m182757.0 rW
R289 c2 b17766 m197381.0 rS
R290 c4 b16965 m188498.0 rH
R291 c4 b15460 m154568.0 rB
R292 c4 b12528 m139108.0 rU
R293 c4 b13653 m151636.0 rL
R294 c5 b13800 m137983.0 rB
R295 c4 b12420 m124183.0 rU
R296 c4 b12303 m136603.0 rD
R297 c2 b10936 m136603.0 rH
R298 c1 b10056 m125667.0 rD
R299 c2 b10056 m125667.0 rB
R300 c2 b10413 m115611.0 rU
R301 c1 b8827 m126024.0 rH
R302 c3 b9756 m108370.0 rU
R303 c3 b10638 m118126.0 rL
R304 c4 b9675 m107488.0 rU
R305 c2 b10548 m117163.0 rJ
R306 c4 b13300 m132985.0 rW
R307 c3 b13167 m146285.0 rS
R308 c3 b12582 m139701.5 rD
R309 c3 b12582 m139701.5 rD
R310 c3 b12582 m139701.5 rL
R311 c2 b10176 m127119.5 rU
R312 c2 b12357 m137295.5 rH
R313 c3 b11250 m124938.5 rH
R314 c1 b9096 m113688.5 rB
R315 c0 b7322 m104592.5 rJ
R316 c-1 b5780 m115575.5 rW
R317 c-1 b6070 m121355.5 rU
R318 c-1 b6375 m127425.5 rW
R319 c1 b9814 m140175.5 rL
R320 c1 b10432 m130361.5 rW
R321 c0 b8448 m140793.5 rW
R322 c0 b8958 m149241.5 rL
R323 c0 b9821 m140283.5 rL
R324 c1 b10440 m130462.5 rL
R325 c0 b7206 m120022.5 rB
R326 c0 b6774 m112816.5 rJ
R327 c0 b7380 m122977.5 rJ
R328 c-1 b6705 m134047.5 rU
R329 c1 b11800 m147457.5 rW
R330 c0 b9558 m159257.5 rU
R331 c1 b11823 m168815.5 rL
R332 c0 b9420 m156992.5 rB
R333 c-1 b7380 m147572.5 rH
R334 c0 b8412 m140192.5 rW
R335 c3 b14139 m157016.5 rU
R336 c4 b15408 m171155.5 rU
R337 c2 b16794 m186563.5 rU
R338 c3 b18306 m203357.5 rU
R339 c4 b22170 m221663.5 rJ
R340 c3 b22950 m254918.5 rW
R341 c4 b25011 m277868.5 rB
R342 c3 b22761 m252857.5 rS
R343 c2 b21735 m241477.0 rH
R344 c3 b19782 m219742.0 rS
R345 c2 b18891 m209851.0 rD
R346 c1 b14693 m209851.0 rL
R347 c1 b15616 m195158.0 rL
R348 c2 b14368 m179542.0 rW
R349 c3 b18747 m208278.0 rL
R350 c5 b18960 m189531.0 rB
R351 c4 b17060 m170571.0 rU
R352 c4 b16893 m187631.0 rB
R353 c4 b15372 m170738.0 rU
R354 c4 b16758 m186110.0 rU
R355 c3 b18261 m202868.0 rW
R356 c3 b19908 m221129.0 rW
R357 c3 b21699 m241037.0 rU
R358 c4 b25605 m284435.0 rL
R359 c5 b25890 m258830.0 rL
R360 c6 b23300 m232940.0 rW
R361 c6 b25630 m256240.0 rB
R362 c5 b23070 m230610.0 rL
R363 c4 b20760 m207540.0 rW
R364 c5 b22830 m228300.0 rH
R365 c4 b20550 m205470.0 rD
R366 c4 b20550 m205470.0 rU
R367 c4 b20349 m226020.0 rW
R368 c4 b24640 m246369.0 rD
R369 c3 b22176 m246369.0 rW
R370 c2 b24174 m268545.0 rU
R371 c2 b23424 m292719.0 rB
R372 c2 b24237 m269295.0 rS
R373 c2 b20576 m257176.5 rL
R374 c2 b21303 m236600.5 rU
R375 c3 b25137 m279206.5 rH
R376 c2 b20328 m254069.5 rU
R377 c2 b24696 m274397.5 rB
R378 c2 b19984 m249701.5 rW
R379 c2 b21576 m269685.5 rS
R380 c3 b23301 m258897.5 rD
R381 c3 b23301 m258897.5 rB
R382 c4 b21204 m235596.5 rD
R383 c3 b21204 m235596.5 rD
R384 c4 b21204 m235596.5 rB
R385 c3 b19296 m214392.5 rH
R386 c3 b17559 m195096.5 rB
R387 c3 b15984 m177537.5 rU
R388 c4 b18864 m209505.5 rU
R389 c3 b20556 m228369.5 rL
R390 c3 b18711 m207813.5 rS
R391 c3 b17865 m198458.0 rU
R392 c2 b19476 m216323.0 rW
R393 c2 b18864 m235799.0 rW
R394 c2 b20376 m254663.0 rU
R395 c3 b24759 m275039.0 rH
R396 c3 b22527 m250280.0 rU
R397 c3 b24561 m272807.0 rB
R398 c2 b22347 m248246.0 rW
R399 c1 b18942 m270593.0 rU
R400 c2 b26064 m289535.0 rW
R401 c2 b28404 m315599.0 rD
R402 c1 b25248 m315599.0 rH
R403 c2 b23232 m290351.0 rW
R404 c0 b21952 m313583.0 rL
R405 c1 b21576 m269679.0 rU
R406 c3 b26217 m291255.0 rW
R407 c3 b28575 m317472.0 rB
R408 c3 b26001 m288897.0 rB
R409 c4 b23661 m262896.0 rW
R410 c2 b25794 m286557.0 rL
R411 c3 b21150 m234969.0 rU
R412 c3 b23058 m256119.0 rU
R413 c4 b27207 m302235.0 rW
R414 c3 b29655 m329442.0 rL
R415 c4 b26982 m299787.0 rH
R416 c2 b24561 m272805.0 rU
R417 c3 b26766 m297366.0 rW
R418 c2 b25936 m324132.0 rU
R419 c2 b30088 m376004.0 rL
R420 c2 b27680 m345916.0 rW
R421 c0 b22416 m373596.0 rL
R422 c2 b28096 m351180.0 rS
R423 c2 b26976 m337132.0 rU
R424 c2 b32778 m364108.0 rU
R425 c1 b31752 m396886.0 rL
R426 c2 b29216 m365134.0 rU
R427 c2 b38124 m423566.0 rW
R428 c3 b44991 m499814.0 rB
R429 c3 b40941 m454823.0 rD
R430 c2 b40941 m454823.0 rL
R431 c4 b37251 m413882.0 rB
R432 c4 b37670 m376631.0 rS
R433 c4 b32202 m357796.0 rW
R434 c4 b39000 m389998.0 rL
R435 c4 b35100 m350998.0 rJ
R436 c3 b36333 m403648.0 rB
R437 c3 b33066 m367315.0 rL
R438 c2 b30087 m334249.0 rU
R439 c3 b32796 m364336.0 rB
R440 c2 b26528 m331540.0 rW
R441 c2 b28648 m358068.0 rU
R442 c2 b37386 m415364.0 rL
R443 c1 b26460 m377978.0 rD
R444 c0 b26460 m377978.0 rW
R445 c3 b38781 m430898.0 rU
R446 c2 b37576 m469679.0 rW
R447 c2 b40584 m507255.0 rH
R448 c1 b32669 m466671.0 rL
R449 c3 b36126 m401333.0 rD
R450 c3 b36126 m401333.0 rL
R451 c4 b36530 m365207.0 rU
R452 c5 b43830 m438267.0 rL
R453 c4 b35505 m394437.0 rB
R454 c3 b32310 m358932.0 rL
R455 c4 b29403 m326622.0 rU
R456 c5 b35610 m356025.0 rU
R457 c5 b39170 m391635.0 rW
R458 c6 b51700 m469975.0 rL
R459 c7 b46013 m418275.0 rU
R460 c6 b51073 m464288.0 rU
R461 c5 b51540 m515361.0 rH
R462 c6 b51029 m463821.0 rU
R463 c7 b56639 m514850.0 rH
R464 c7 b50413 m458211.0 rD
R465 c7 b50413 m458211.0 rH
R466 c6 b40780 m407798.0 rU
R467 c7 b49346 m448578.0 rB
R468 c6 b39930 m399232.0 rW
R469 c6 b43920 m439162.0 rD
R470 c6 b43920 m439162.0 rW
R471 c5 b48310 m483082.0 rW
R472 c4 b53140 m531392.0 rH
R473 c3 b43047 m478252.0 rW
R474 c3 b46917 m521299.0 rH
R475 c3 b42696 m474382.0 rH
R476 c4 b38853 m431686.0 rD
R477 c4 b43170 m431686.0 rH
R478 c4 b38860 m388516.0 rW
R479 c4 b42740 m427376.0 rW
R480 c4 b47020 m470116.0 rL
R481 c5 b37610 m376076.0 rB
R482 c5 b33850 m338466.0 rB
R483 c5 b30470 m304616.0 rH
R484 c5 b27420 m274146.0 rB
R485 c4 b22212 m246726.0 rW
R486 c5 b29120 m291150.0 rU
R487 c5 b32030 m320270.0 rW
R488 c4 b31707 m352300.0 rL
R489 c4 b28854 m320593.0 rW
R490 c4 b31455 m349447.0 rL
R491 c3 b28620 m317992.0 rW
R492 c2 b31203 m346612.0 rW
R493 c3 b34011 m377815.0 rB
R494 c3 b30951 m343804.0 rU
R495 c2 b29984 m374755.0 rU
R496 c3 b36432 m404739.0 rU
R497 c3 b39708 m441171.0 rW
R498 c3 b43281 m480879.0 rW
R499 c2 b41936 m524160.0 rW
R500 c2 b54729 m608032.0 rW
R501 c4 b64575 m717490.0 rD
R502 c3 b64575 m717490.0 rW
R503 c2 b62568 m782065.0 rH
R504 c2 b57560 m719497.0 rU
R505 c0 b54397 m777057.0 rL
R506 c2 b53464 m668263.0 rL
R507 c2 b55332 m614799.0 rU
R508 c3 b60318 m670131.0 rS
R509 c3 b57600 m639972.0 rL
R510 c4 b52416 m582372.0 rW
R511 c4 b57132 m634788.0 rU
R512 c3 b62280 m691920.0 rU
R513 c3 b67878 m754200.0 rD
R514 c2 b67878 m754200.0 rU
R515 c2 b73989 m822078.0 rL
R516 c3 b67329 m748089.0 rB
R517 c3 b61272 m680760.0 rB
R518 c3 b55755 m619488.0 rW
R519 c1 b54024 m675243.0 rJ
R520 c1 b52941 m756279.0 rL
R521 c0 b42204 m703338.0 rJ
R522 c-1 b38335 m766644.0 rW
R523 c-2 b40250 m804979.0 rW
R524 c-1 b44275 m885479.0 rL
R525 c-1 b42065 m841204.0 rU
R526 c-1 b44165 m883269.0 rW
R527 c-1 b46375 m927434.0 rU
R528 c1 b77912 m973809.0 rU
R529 c2 b84144 m1051721.0 rL
R530 c0 b67732 m967577.0 rB
R531 c1 b71992 m899845.0 rH
R532 c2 b66232 m827853.0 rH
R533 c3 b68553 m761621.0 rU
R534 c4 b80892 m898727.0 rD
R535 c4 b80892 m898727.0 rS
R536 c4 b77247 m858281.0 rW
R537 c5 b93560 m935528.0 rH
R538 c4 b84200 m841968.0 rD
R539 c4 b75780 m841968.0 rD
R540 c4 b84200 m841968.0 rL
R541 c4 b68202 m757768.0 rJ
R542 c3 b77409 m860071.0 rU
R543 c2 b75000 m937480.0 rU
R544 c1 b81000 m1012480.0 rW
R545 c1 b76545 m1093480.0 rU
R546 c1 b81907 m1170025.0 rH
R547 c1 b76174 m1088118.0 rL
R548 c1 b80960 m1011944.0 rW
R549 c0 b76510 m1092904.0 rS
R550 c1 b73829 m1054649.0 rU
R551 c2 b90280 m1128478.0 rW
R552 c3 b117819 m1309038.0 rW
R553 c3 b128421 m1426857.0 rJ
R554 c3 b145755 m1619489.0 rL
R555 c1 b117904 m1473734.0 rW
R556 c4 b153864 m1709542.0 rB
R557 c3 b140013 m1555678.0 rJ
R558 c3 b158913 m1765698.0 rL
R559 c5 b160680 m1606785.0 rD
R560 c4 b160680 m1606785.0 rL
R561 c5 b128550 m1285425.0 rU
R562 c6 b141400 m1413975.0 rU
R563 c7 b171094 m1555375.0 rS
