============ BLACKJACK AI LOG ============
R597 c2 b96 m1161.5 rD
R598 c3 b108 m1161.5 rW
R599 c3 b117 m1269.5 rU
R600 c3 b144 m1503.5 rD
R601 c2 b144 m1503.5 rL
R602 c3 b126 m1359.5 rW
R603 c4 b170 m1611.5 rL
R604 c5 b150 m1441.5 rW
R605 c4 b160 m1591.5 rW
R606 c4 b162 m1751.5 rH
R607 c2 b144 m1589.5 rL
R608 c2 b135 m1445.5 rL
R609 c1 b112 m1310.5 rL
R610 c4 b99 m1086.5 rU
R611 c5 b120 m1185.5 rW
R612 c4 b126 m1305.5 rL
R613 c4 b120 m1179.5 rW
R614 c4 b117 m1299.5 rH
R615 c4 b108 m1182.5 rD
R616 c2 b96 m1182.5 rB
R617 c2 b88 m1086.5 rU
R618 c1 b96 m1174.5 rB
R619 c0 b77 m1078.5 rU
R620 c0 b72 m1155.5 rH
R621 c1 b88 m1083.5 rL
R622 c2 b80 m995.5 rW
R623 c3 b99 m1075.5 rH
R624 c4 b90 m976.5 rB
R625 c3 b81 m886.5 rU
R626 c3 b90 m967.5 rL
R627 c2 b72 m877.5 rL
R628 c2 b81 m805.5 rL
R629 c2 b72 m724.5 rH
R630 c4 b70 m652.5 rH
R631 c4 b54 m582.5 rU
R632 c3 b63 m690.5 rW
R633 c3 b72 m753.5 rD
R634 c3 b72 m753.5 rU
R635 c2 b72 m825.5 rL
R636 c1 b64 m753.5 rD
R637 c3 b72 m753.5 rS
R638 c2 b72 m717.5 rU
R639 c3 b72 m789.5 rU
R640 c3 b90 m933.5 rW
R641 c3 b99 m1023.5 rB
R642 c4 b90 m924.5 rW
R643 c4 b99 m1014.5 rW
R644 c3 b108 m1113.5 rU
R645 c2 b117 m1221.5 rL
R646 c3 b108 m1104.5 rB
R647 c2 b90 m996.5 rL
R648 c4 b90 m906.5 rU
R649 c4 b99 m1086.5 rU
R650 c3 b108 m1185.5 rU
R651 c3 b117 m1293.5 rU
R652 c4 b135 m1410.5 rL
R653 c4 b108 m1140.5 rJ
R654 c5 b140 m1302.5 rB
R655 c4 b108 m1162.5 rJ
R656 c3 b126 m1324.5 rD
R657 c4 b126 m1324.5 rB
R658 c3 b108 m1198.5 rW
R659 c3 b126 m1306.5 rH
R660 c1 b84 m1180.5 rU
R661 c2 b112 m1348.5 rJ
R662 c1 b128 m1516.5 rH
R663 c1 b98 m1388.5 rL
R664 c1 b104 m1290.5 rL
R665 c2 b99 m1082.5 rL
R666 c3 b90 m983.5 rB
R667 c2 b72 m893.5 rW
R668 c1 b70 m965.5 rD
R669 c0 b60 m965.5 rU
R670 c0 b77 m1025.5 rS
R671 c0 b60 m987.0 rB
R672 c0 b70 m927.0 rW
R673 c-1 b50 m997.0 rH
R674 c-1 b50 m947.0 rU
R675 c-1 b50 m997.0 rW
R676 c-1 b55 m1047.0 rS
R677 c-2 b55 m1019.5 rD
R678 c0 b66 m1019.5 rL
R679 c0 b60 m953.5 rD
R680 c0 b70 m953.5 rU
R681 c0 b77 m1023.5 rL
R682 c0 b70 m946.5 rS
R683 c0 b70 m911.5 rS
R684 c0 b54 m876.5 rL
R685 c1 b63 m822.5 rU
R686 c3 b81 m885.5 rL
R687 c4 b81 m804.5 rJ
R688 c3 b90 m926.5 rJ
R689 c3 b99 m1061.5 rW
R690 c1 b96 m1160.5 rW
R691 c0 b78 m1256.5 rW
R692 c1 b120 m1412.5 rJ
R693 c2 b128 m1592.5 rJ
R694 c2 b144 m1784.5 rU
R695 c3 b180 m1928.5 rH
R696 c3 b162 m1748.5 rL
R697 c3 b144 m1586.5 rW
R698 c5 b190 m1874.5 rL
R699 c4 b170 m1684.5 rU
R700 c5 b190 m1854.5 rS
R701 c4 b180 m1759.5 rW
R702 c3 b180 m1939.5 rL
R703 c4 b180 m1759.5 rL
R704 c4 b160 m1579.5 rU
R705 c6 b198 m1739.5 rU
R706 c5 b200 m1937.5 rD
R707 c5 b200 m1937.5 rH
R708 c7 b198 m1737.5 rH
R709 c7 b176 m1539.5 rL
R710 c7 b154 m1363.5 rU
R711 c7 b176 m1517.5 rL
R712 c7 b132 m1165.5 rW
R713 c6 b130 m1297.5 rW
R714 c4 b150 m1427.5 rL
R715 c3 b117 m1277.5 rW
R716 c3 b126 m1394.5 rB
R717 c2 b117 m1268.5 rL
R718 c2 b99 m1034.5 rH
R719 c1 b80 m935.5 rL
R720 c0 b63 m855.5 rH
R721 c0 b48 m792.5 rL
R722 c2 b56 m696.5 rL
R723 c2 b63 m640.5 rL
R724 c5 b60 m577.5 rS
R725 c4 b60 m547.5 rS
R726 c4 b54 m517.5 rL
R727 c5 b50 m409.5 rW
R728 c4 b45 m459.5 rU
R729 c5 b60 m504.5 rL
R730 c6 b50 m444.5 rW
R731 c6 b55 m494.5 rW
R732 c6 b60 m549.5 rL
R733 c8 b55 m489.5 rL
R734 c8 b60 m434.5 rU
R735 c7 b55 m494.5 rD
R736 c5 b50 m494.5 rL
R737 c6 b55 m444.5 rL
R738 c5 b40 m389.5 rU
R739 c4 b50 m429.5 rH
R740 c5 b40 m379.5 rU
R741 c4 b45 m419.5 rU
R742 c4 b45 m464.5 rU
R743 c5 b60 m509.5 rL
R744 c6 b50 m449.5 rU
R745 c5 b50 m499.5 rD
R746 c4 b50 m499.5 rL
R747 c5 b50 m449.5 rW
R748 c6 b50 m499.5 rD
R749 c6 b50 m499.5 rU
R750 c6 b60 m549.5 rL
R751 c7 b55 m489.5 rL
R752 c7 b44 m379.5 rL
R753 c9 b48 m335.5 rB
R754 c8 b33 m287.5 rB
R755 c8 b33 m254.5 rL
R756 c8 b24 m188.5 rB
R757 c8 b24 m164.5 rS
R758 c8 b22 m152.5 rD
R759 c6 b20 m152.5 rW
R760 c4 b20 m172.5 rU
R761 c4 b20 m192.5 rS
R762 c4 b18 m182.5 rU
R763 c4 b30 m200.5 rS
R764 c4 b20 m185.5 rH
R765 c3 b18 m165.5 rU
R766 c4 b27 m201.5 rL
R767 c3 b18 m174.5 rS
R768 c3 b18 m165.5 rU
R769 c3 b18 m183.5 rW
R770 c3 b27 m201.5 rL
R771 c3 b18 m174.5 rW
R772 c2 b18 m192.5 rL
R773 c5 b20 m156.5 rU
R774 c7 b22 m176.5 rU
