============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: L
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rS
R2 c0 b582 m9700.0 rB
R3 c0 b552 m9118.0 rU
R4 c0 b679 m9670.0 rH
R5 c2 b720 m8991.0 rL
R6 c2 b664 m8271.0 rD
R7 c1 b664 m8271.0 rB
R8 c0 b539 m7607.0 rJ
R9 c0 b510 m8416.0 rL
R10 c0 b560 m7906.0 rL
R11 c0 b444 m7346.0 rB
R12 c1 b490 m6902.0 rL
R13 c0 b390 m6412.0 rH
R14 c1 b399 m5632.0 rU
R15 c1 b488 m6031.0 rU
R16 c1 b528 m6519.0 rW
R17 c1 b497 m7047.0 rL
R18 c0 b462 m6550.0 rU
R19 c1 b600 m7474.0 rL
R20 c0 b414 m6874.0 rL
R21 c1 b455 m6460.0 rU
R22 c2 b560 m6915.0 rW
R23 c3 b675 m7475.0 rD
R24 c3 b675 m7475.0 rL
R25 c3 b612 m6800.0 rH
R26 c3 b558 m6188.0 rH
R27 c4 b570 m5630.0 rL
R28 c4 b459 m5060.0 rJ
R29 c3 b522 m5749.0 rD
R30 c2 b522 m5749.0 rJ
R31 c2 b594 m6532.0 rU
R32 c2 b648 m7126.0 rH
R33 c2 b520 m6478.0 rL
R34 c1 b420 m5958.0 rU
R35 c2 b512 m6378.0 rU
R36 c1 b552 m6890.0 rL
R37 c2 b512 m6338.0 rU
R38 c1 b483 m6850.0 rL
R39 c0 b413 m5884.0 rU
R40 c0 b476 m6710.0 rU
R41 c1 b616 m7662.0 rU
R42 c1 b581 m8278.0 rU
R43 c1 b760 m9440.0 rL
R44 c0 b522 m8680.0 rL
R45 c1 b539 m7636.0 rL
R46 c1 b568 m7097.0 rW
R47 c1 b539 m7665.0 rU
R48 c1 b664 m8204.0 rL
R49 c1 b532 m7540.0 rU
R50 c2 b648 m8072.0 rS
R51 c2 b624 m7748.0 rW
R52 c4 b840 m8372.0 rL
R53 c5 b670 m6692.0 rU
R54 c5 b740 m7362.0 rW
R55 c4 b738 m8102.0 rH
R56 c3 b666 m7364.0 rU
R57 c1 b609 m8696.0 rL
R58 c0 b486 m8087.0 rH
R59 c0 b462 m7601.0 rU
R60 c0 b567 m8063.0 rW
R61 c1 b609 m8630.0 rB
R62 c0 b567 m8021.0 rD
R63 c0 b486 m8021.0 rW
R64 c-1 b430 m8507.0 rU
R65 c-1 b450 m8937.0 rB
R66 c-1 b425 m8487.0 rL
R67 c-2 b405 m8062.0 rJ
R68 c-1 b435 m8670.0 rW
R69 c-1 b460 m9105.0 rJ
R70 c-1 b490 m9795.0 rB
R71 c-1 b470 m9305.0 rH
R72 c-3 b356 m8835.0 rD
R73 c-3 b356 m8835.0 rB
R74 c-3 b340 m8479.0 rU
R75 c-2 b445 m8819.0 rB
R76 c-2 b420 m8374.0 rL
R77 c-2 b400 m7954.0 rL
R78 c-2 b360 m7154.0 rH
R79 c0 b408 m6794.0 rL
R80 c1 b448 m6386.0 rL
R81 c1 b385 m5490.0 rL
R82 c0 b336 m4720.0 rH
R83 c1 b352 m4384.0 rL
R84 c0 b287 m4032.0 rW
R85 c1 b308 m4319.0 rL
R86 c1 b328 m4011.0 rU
R87 c1 b329 m4667.0 rD
R88 c1 b376 m4667.0 rB
R89 c2 b387 m4291.0 rH
R90 c2 b320 m3904.0 rU
R91 c1 b301 m4224.0 rH
R92 c0 b240 m3923.0 rL
R93 c0 b222 m3683.0 rU
R94 c-1 b200 m3905.0 rU
R95 c0 b264 m4305.0 rJ
R96 c0 b288 m4701.0 rU
R97 c-1 b250 m4989.0 rW
R98 c-1 b275 m5489.0 rW
R99 c0 b348 m5764.0 rH
R100 c0 b385 m5416.0 rS
R101 c0 b318 m5223.5 rL
R102 c1 b350 m4905.5 rJ
R103 c0 b330 m5430.5 rD
R104 c-1 b275 m5430.5 rS
R105 c0 b318 m5293.0 rL
R106 c-2 b250 m4975.0 rD
R107 c-1 b250 m4975.0 rW
R108 c0 b318 m5225.0 rU
R109 c0 b354 m5861.0 rB
R110 c1 b392 m5507.0 rW
R111 c1 b413 m5899.0 rU
R112 c0 b448 m6312.0 rU
R113 c0 b408 m6760.0 rL
R114 c0 b448 m6352.0 rW
R115 c0 b476 m6800.0 rH
R116 c0 b448 m6324.0 rB
R117 c0 b354 m5876.0 rU
R118 c0 b378 m6230.0 rU
R119 c-1 b335 m6608.0 rH
R120 c-2 b300 m5938.0 rU
R121 c-2 b315 m6238.0 rB
R122 c-1 b300 m5923.0 rB
R123 c-1 b285 m5623.0 rU
R124 c-3 b240 m5908.0 rL
R125 c-2 b285 m5668.0 rW
R126 c-3 b240 m5953.0 rL
R127 c-1 b290 m5713.0 rU
R128 c0 b366 m6003.0 rU
R129 c-1 b320 m6369.0 rU
R130 c-2 b335 m6689.0 rU
R131 c-3 b284 m7024.0 rL
R132 c-3 b260 m6456.0 rS
R133 c0 b384 m6326.0 rL
R134 c0 b360 m5942.0 rW
R135 c1 b469 m6662.0 rB
R136 c1 b434 m6193.0 rD
R137 c-1 b310 m6193.0 rS
R138 c-1 b305 m6038.0 rJ
R139 c-2 b325 m6496.0 rB
R140 c-3 b248 m6171.0 rW
R141 c-1 b325 m6419.0 rL
R142 c0 b366 m6094.0 rU
R143 c0 b390 m6460.0 rB
R144 c-1 b305 m6070.0 rL
R145 c-1 b290 m5765.0 rU
R146 c0 b366 m6055.0 rB
R147 c0 b342 m5689.0 rD
R148 c0 b399 m5689.0 rL
R149 c0 b318 m5290.0 rU
R150 c-1 b285 m5608.0 rB
R151 c-2 b270 m5323.0 rU
R152 c-3 b224 m5593.0 rL
R153 c-3 b216 m5369.0 rU
R154 c-3 b224 m5585.0 rW
R155 c-4 b177 m5809.0 rW
R156 c-3 b240 m5986.0 rW
R157 c-3 b252 m6226.0 rS
R158 c-3 b244 m6100.0 rW
R159 c-2 b320 m6344.0 rD
R160 c-2 b320 m6344.0 rU
R161 c-3 b268 m6664.0 rW
R162 c-2 b350 m6932.0 rL
R163 c-2 b330 m6582.0 rJ
R164 c-1 b355 m7077.0 rL
R165 c0 b408 m6722.0 rS
R166 c-1 b330 m6518.0 rW
R167 c-2 b345 m6848.0 rD
R168 c-3 b276 m6848.0 rS
R169 c-3 b272 m6710.0 rU
R170 c-2 b350 m6982.0 rS
R171 c-2 b345 m6807.0 rH
R172 c-2 b310 m6117.0 rH
R173 c-4 b177 m5807.0 rL
R174 c-2 b285 m5630.0 rW
R175 c-3 b240 m5915.0 rW
R176 c-2 b320 m6395.0 rU
R177 c-2 b340 m6715.0 rW
R178 c-3 b284 m7055.0 rL
R179 c-3 b272 m6771.0 rS
R180 c-3 b268 m6635.0 rU
R181 c-4 b210 m6903.0 rS
R182 c-4 b204 m6798.0 rL
R183 c-5 b192 m6390.0 rU
R184 c-6 b132 m6582.0 rU
R185 c-6 b136 m6714.0 rL
R186 c-3 b264 m6578.0 rD
R187 c-5 b198 m6578.0 rU
R188 c-6 b136 m6776.0 rD
R189 c-7 b136 m6776.0 rW
R190 c-6 b140 m6912.0 rL
R191 c-4 b204 m6772.0 rU
R192 c-4 b210 m6976.0 rW
R193 c-4 b216 m7186.0 rL
R194 c-4 b210 m6970.0 rS
R195 c-4 b207 m6865.0 rU
R196 c-3 b284 m7072.0 rW
R197 c-2 b370 m7356.0 rL
R198 c-2 b350 m6986.0 rL
R199 c-3 b268 m6636.0 rU
R200 c-3 b280 m6904.0 rH
R201 c-5 b201 m6624.0 rL
R202 c-4 b195 m6423.0 rJ
R203 c-3 b272 m6716.0 rW
R204 c-3 b280 m6988.0 rU
R205 c-3 b292 m7268.0 rW
R206 c-4 b228 m7560.0 rH
R207 c-4 b216 m7104.0 rS
R208 c-5 b210 m6996.0 rJ
R209 c-6 b148 m7311.0 rU
R210 c-6 b150 m7459.0 rL
R211 c-4 b222 m7309.0 rL
R212 c-4 b213 m7087.0 rU
R213 c-4 b219 m7300.0 rD
R214 c-4 b219 m7300.0 rL
R215 c-3 b284 m7081.0 rU
R216 c-3 b296 m7365.0 rW
R217 c-2 b400 m7957.0 rU
R218 c-3 b336 m8357.0 rL
R219 c-2 b405 m8021.0 rU
R220 c-2 b445 m8831.0 rB
R221 c-3 b336 m8386.0 rB
R222 c-3 b324 m8050.0 rD
R223 c-1 b405 m8050.0 rW
R224 c-3 b340 m8455.0 rU
R225 c-4 b264 m8795.0 rW
R226 c-6 b182 m9059.0 rW
R227 c-7 b186 m9241.0 rL
R228 c-6 b178 m8869.0 rB
R229 c-6 b174 m8691.0 rL
R230 c-4 b258 m8517.0 rH
R231 c-3 b332 m8259.0 rW
R232 c-3 b344 m8591.0 rU
R233 c-2 b450 m8935.0 rW
R234 c-3 b376 m9385.0 rL
R235 c-3 b364 m9009.0 rL
R236 c-1 b435 m8645.0 rS
R237 c-2 b425 m8427.5 rL
R238 c-3 b324 m8002.5 rB
R239 c-3 b308 m7678.5 rU
R240 c-3 b320 m7986.5 rU
R241 c-1 b435 m8626.5 rU
R242 c-2 b455 m9061.5 rH
R243 c-3 b348 m8606.5 rU
R244 c-4 b270 m8954.5 rU
R245 c-4 b279 m9224.5 rS
R246 c-4 b273 m9085.0 rB
R247 c-5 b267 m8812.0 rH
R248 c-5 b258 m8545.0 rJ
R249 c-4 b270 m8932.0 rW
R250 c-5 b279 m9202.0 rW
R251 c-5 b285 m9481.0 rL
R252 c-4 b276 m9196.0 rB
R253 c-4 b270 m8920.0 rU
R254 c-3 b368 m9190.0 rH
R255 c-3 b356 m8822.0 rD
R256 c-4 b267 m8822.0 rH
R257 c-3 b332 m8288.0 rW
R258 c-4 b261 m8620.0 rW
R259 c-4 b267 m8881.0 rL
R260 c-3 b348 m8614.0 rJ
R261 c-4 b276 m9136.0 rL
R262 c-4 b258 m8584.0 rU
R263 c-3 b364 m9100.0 rU
R264 c-2 b495 m9828.0 rL
R265 c-3 b376 m9333.0 rW
R266 c-3 b392 m9709.0 rU
R267 c-3 b408 m10101.0 rW
R268 c-3 b424 m10509.0 rU
R269 c-4 b330 m10933.0 rS
R270 c-5 b324 m10768.0 rS
R271 c-4 b321 m10606.0 rH
R272 c-4 b309 m10285.0 rU
R273 c-4 b318 m10594.0 rW
R274 c-5 b330 m10912.0 rL
R275 c-3 b424 m10582.0 rU
R276 c-3 b444 m11006.0 rU
R277 c-2 b595 m11894.0 rD
R278 c-2 b595 m11894.0 rW
R279 c-1 b625 m12489.0 rW
R280 c0 b792 m13114.0 rU
R281 c0 b980 m13906.0 rW
R282 c-1 b745 m14886.0 rD
R283 c-2 b745 m14886.0 rW
R284 c-2 b785 m15631.0 rB
R285 c-1 b745 m14846.0 rL
R286 c-1 b710 m14101.0 rL
R287 c-1 b670 m13391.0 rU
R288 c-2 b705 m14061.0 rL
R289 c-2 b670 m13356.0 rW
R290 c-2 b705 m14026.0 rL
R291 c-1 b670 m13321.0 rU
R292 c0 b840 m13991.0 rS
R293 c-1 b680 m13571.0 rW
R294 c-1 b715 m14251.0 rW
R295 c-3 b600 m14966.0 rU
R296 c-3 b624 m15566.0 rB
R297 c-3 b600 m14942.0 rU
R298 c-3 b624 m15542.0 rH
R299 c-3 b600 m14918.0 rU
R300 c-3 b648 m16118.0 rL
R301 c-3 b620 m15470.0 rU
R302 c-3 b644 m16090.0 rS
R303 c-4 b474 m15768.0 rS
R304 c-4 b468 m15531.0 rL
R305 c-3 b604 m15063.0 rD
R306 c-3 b604 m15063.0 rU
R307 c-4 b471 m15667.0 rB
R308 c-5 b456 m15196.0 rB
R309 c-5 b444 m14740.0 rW
R310 c-6 b304 m15184.0 rS
R311 c-6 b302 m15032.0 rB
R312 c-6 b296 m14730.0 rW
R313 c-5 b462 m15322.0 rL
R314 c-3 b576 m14398.0 rU
R315 c-4 b450 m14974.0 rW
R316 c-2 b775 m15424.0 rD
R317 c-3 b620 m15424.0 rW
R318 c-3 b644 m16044.0 rU
R319 c-2 b835 m16688.0 rB
R320 c-2 b795 m15853.0 rU
R321 c-3 b668 m16648.0 rD
R322 c-3 b668 m16648.0 rW
R323 c-3 b696 m17316.0 rW
R324 c-1 b905 m18012.0 rS
R325 c-2 b880 m17559.5 rU
R326 c-1 b925 m18439.5 rL
R327 c-3 b704 m17514.5 rS
R328 c-3 b688 m17162.5 rS
R329 c-3 b676 m16818.5 rU
R330 c-3 b700 m17494.5 rU
R331 c-3 b728 m18194.5 rL
R332 c-3 b700 m17466.5 rB
R333 c-3 b672 m16766.5 rJ
R334 c-3 b712 m17774.5 rW
R335 c-2 b925 m18486.5 rW
R336 c-2 b1020 m20336.5 rW
R337 c-3 b856 m21356.5 rU
R338 c-4 b669 m22212.5 rL
R339 c-5 b648 m21543.5 rS
R340 c-5 b639 m21219.5 rL
R341 c-5 b618 m20580.5 rD
R342 c-6 b412 m20580.5 rH
R343 c-5 b606 m20168.5 rW
R344 c-4 b642 m21380.5 rH
R345 c-5 b624 m20738.5 rL
R346 c-5 b606 m20114.5 rB
R347 c-5 b588 m19508.5 rL
R348 c-5 b570 m18920.5 rL
R349 c-5 b552 m18350.5 rJ
R350 c-4 b576 m19178.5 rL
R351 c-5 b561 m18602.5 rB
R352 c-6 b362 m18041.5 rL
R353 c-5 b531 m17679.5 rL
R354 c-3 b688 m17148.5 rW
R355 c-3 b716 m17836.5 rS
R356 c-4 b525 m17478.5 rH
R357 c-3 b680 m16953.5 rU
R358 c-4 b531 m17633.5 rB
R359 c-4 b516 m17102.5 rB
R360 c-5 b498 m16586.5 rU
R361 c-4 b528 m17582.5 rU
R362 c-2 b910 m18110.5 rU
R363 c-3 b764 m19020.5 rL
R364 c-2 b915 m18256.5 rB
R365 c-3 b696 m17341.5 rL
R366 c-3 b668 m16645.5 rW
R367 c-4 b522 m17313.5 rU
R368 c-4 b537 m17835.5 rJ
R369 c-4 b561 m18641.5 rL
R370 c-3 b704 m17519.5 rH
R371 c-3 b676 m16815.5 rD
R372 c-3 b676 m16815.5 rW
R373 c-2 b875 m17491.5 rB
R374 c-2 b835 m16616.5 rW
R375 c-3 b700 m17451.5 rU
R376 c-3 b728 m18151.5 rL
R377 c-2 b875 m17423.5 rL
R378 c-2 b830 m16548.5 rD
R379 c-2 b830 m16548.5 rW
R380 c-2 b870 m17378.5 rW
R381 c-4 b549 m18248.5 rU
R382 c-3 b752 m18797.5 rW
R383 c-3 b784 m19549.5 rL
R384 c-3 b752 m18765.5 rL
R385 c0 b1038 m17261.5 rL
R386 c0 b978 m16223.5 rJ
R387 c1 b1239 m17690.5 rU
R388 c0 b1330 m18929.5 rL
R389 c0 b1056 m17599.5 rW
R390 c0 b1188 m19711.5 rB
R391 c0 b1302 m18523.5 rJ
R392 c1 b1640 m20476.5 rU
R393 c0 b1332 m22116.5 rU
R394 c0 b1410 m23448.5 rJ
R395 c-1 b1280 m25563.5 rJ
R396 c-3 b1100 m27483.5 rL
R397 c-2 b1320 m26383.5 rB
R398 c-2 b1255 m25063.5 rH
R399 c-4 b717 m23808.5 rL
R400 c-3 b896 m22374.5 rU
R401 c-4 b699 m23270.5 rU
R402 c-4 b720 m23969.5 rU
R403 c-4 b741 m24689.5 rL
R404 c-4 b720 m23948.5 rU
R405 c-5 b741 m24668.5 rU
R406 c-5 b765 m25409.5 rH
R407 c-4 b741 m24644.5 rW
R408 c-4 b762 m25385.5 rL
R409 c-1 b1235 m24623.5 rL
R410 c-1 b1170 m23388.5 rS
R411 c-1 b1145 m22803.5 rU
R412 c-2 b1200 m23948.5 rB
R413 c-2 b1140 m22748.5 rU
R414 c-2 b1195 m23888.5 rW
R415 c-3 b1004 m25083.5 rL
R416 c-3 b964 m24079.5 rB
R417 c-3 b928 m23115.5 rU
R418 c-4 b723 m24043.5 rU
R419 c-5 b744 m24766.5 rJ
R420 c-5 b777 m25882.5 rL
R421 c-4 b756 m25105.5 rU
R422 c-5 b777 m25861.5 rS
R423 c-6 b510 m25473.0 rW
R424 c-5 b780 m25983.0 rD
R425 c-4 b780 m25983.0 rD
R426 c-3 b1040 m25983.0 rJ
R427 c-3 b1104 m27543.0 rB
R428 c-3 b1060 m26439.0 rW
R429 c-2 b1375 m27499.0 rU
R430 c-3 b1156 m28874.0 rH
R431 c0 b1596 m26562.0 rL
R432 c0 b1500 m24966.0 rB
R433 c0 b1410 m23466.0 rH
R434 c-1 b1105 m22056.0 rS
R435 c-1 b1080 m21503.5 rU
R436 c0 b1356 m22583.5 rH
R437 c-2 b1065 m21227.5 rD
R438 c-2 b1065 m21227.5 rU
R439 c-1 b1115 m22292.5 rU
R440 c-2 b1175 m23407.5 rH
R441 c-3 b892 m22232.5 rU
R442 c-5 b696 m23124.5 rH
R443 c-5 b675 m22428.5 rL
R444 c-4 b654 m21753.5 rJ
R445 c-5 b684 m22734.5 rU
R446 c-4 b705 m23418.5 rW
R447 c-4 b726 m24123.5 rL
R448 c-3 b908 m22671.5 rL
R449 c-3 b872 m21763.5 rD
R450 c-3 b872 m21763.5 rS
R451 c-3 b856 m21327.5 rS
R452 c-4 b627 m20899.5 rD
R453 c-3 b836 m20899.5 rL
R454 c-4 b603 m20063.5 rU
R455 c-4 b639 m21269.5 rD
R456 c-1 b1065 m21269.5 rJ
R457 c-3 b916 m22867.5 rU
R458 c-1 b1190 m23783.5 rL
R459 c-3 b904 m22593.5 rW
R460 c-3 b940 m23497.5 rL
R461 c-3 b904 m22557.5 rW
R462 c-2 b1220 m24365.5 rL
R463 c-3 b880 m21925.5 rL
R464 c0 b1266 m21045.5 rW
R465 c1 b1568 m22311.5 rL
R466 c0 b1248 m20743.5 rU
R467 c-1 b1100 m21991.5 rB
R468 c-1 b1045 m20891.5 rW
R469 c-2 b1100 m21936.5 rL
R470 c-3 b836 m20836.5 rB
R471 c-4 b603 m20000.5 rW
R472 c-3 b828 m20603.5 rJ
R473 c-3 b876 m21845.5 rL
R474 c-3 b840 m20969.5 rL
R475 c-2 b1010 m20129.5 rW
R476 c-2 b1060 m21139.5 rH
R477 c-1 b1005 m20079.5 rU
R478 c1 b1688 m21084.5 rL
R479 c0 b1358 m19396.5 rH
R480 c1 b1448 m18038.5 rB
R481 c0 b1162 m16590.5 rW
R482 c0 b1246 m17752.5 rU
R483 c0 b1140 m18998.5 rL
R484 c-1 b895 m17858.5 rU
R485 c-1 b940 m18753.5 rS
R486 c-1 b915 m18283.5 rU
R487 c-2 b960 m19198.5 rB
R488 c-3 b732 m18238.5 rL
R489 c-2 b880 m17506.5 rL
R490 c-3 b668 m16626.5 rW
R491 c-1 b900 m17962.5 rU
R492 c-1 b945 m18862.5 rL
R493 c-2 b900 m17917.5 rW
R494 c-2 b945 m18817.5 rW
R495 c-3 b792 m19762.5 rU
R496 c-1 b1030 m20554.5 rL
R497 c-2 b980 m19524.5 rU
R498 c-1 b1030 m20504.5 rW
R499 c-3 b864 m21534.5 rW
R500 c-3 b896 m22398.5 rB
R501 c-3 b864 m21502.5 rU
R502 c-4 b672 m22366.5 rL
R503 c-1 b1055 m21022.5 rU
R504 c-3 b884 m22077.5 rS
R505 c-3 b868 m21635.5 rB
R506 c-4 b624 m20767.5 rS
R507 c-3 b820 m20455.5 rL
R508 c-2 b985 m19635.5 rL
R509 c-2 b935 m18650.5 rL
R510 c-4 b534 m17715.5 rW
R511 c-3 b732 m18249.5 rH
R512 c-3 b672 m16785.5 rD
R513 c-4 b504 m16785.5 rL
R514 c-3 b652 m16281.5 rJ
R515 c-3 b692 m17259.5 rU
R516 c-4 b540 m17951.5 rU
R517 c-4 b555 m18491.5 rW
R518 c-3 b764 m19046.5 rW
R519 c-4 b597 m19810.5 rS
R520 c-4 b588 m19512.0 rU
R521 c-5 b603 m20100.0 rH
R522 c-4 b585 m19497.0 rS
R523 c-4 b579 m19204.5 rS
R524 c-5 b570 m18915.0 rS
R525 c-5 b561 m18630.0 rU
R526 c-5 b576 m19191.0 rU
R527 c-4 b612 m20343.0 rW
R528 c-2 b1050 m20955.0 rU
R529 c-2 b1105 m22005.0 rB
R530 c-3 b836 m20900.0 rJ
R531 c-2 b1110 m22154.0 rJ
R532 c-2 b1195 m23819.0 rB
R533 c-2 b1135 m22624.0 rW
R534 c-3 b952 m23759.0 rB
R535 c-3 b916 m22807.0 rL
R536 c-3 b876 m21891.0 rL
R537 c-3 b844 m21015.0 rL
R538 c-3 b808 m20171.0 rW
R539 c-5 b630 m20979.0 rS
R540 c-5 b621 m20664.0 rD
R541 c-5 b621 m20664.0 rH
R542 c-5 b603 m20043.0 rL
R543 c-4 b585 m19440.0 rU
R544 c-2 b1035 m20610.0 rS
R545 c-3 b804 m20092.5 rL
R546 c-2 b965 m19288.5 rU
R547 c-3 b812 m20253.5 rL
R548 c-2 b935 m18629.5 rL
R549 c-2 b840 m16759.5 rU
R550 c0 b1110 m18439.5 rS
R551 c-1 b895 m17884.5 rJ
R552 c0 b1158 m19227.5 rU
R553 c-1 b1020 m20385.5 rB
R554 c-1 b970 m19365.5 rD
R555 c-1 b970 m19365.5 rD
R556 c-1 b970 m19365.5 rB
R557 c-1 b920 m18395.5 rL
R558 c-2 b875 m17475.5 rH
R559 c-3 b668 m16600.5 rL
R560 c-2 b800 m15932.5 rL
R561 c0 b912 m15132.5 rJ
R562 c0 b996 m16500.5 rH
R563 c0 b936 m15504.5 rW
R564 c-2 b825 m16440.5 rW
R565 c-3 b692 m17265.5 rB
R566 c-3 b664 m16573.5 rH
R567 c-4 b480 m15909.5 rS
R568 c-4 b471 m15669.5 rH
