============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: 7
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rS
R2 c0 b679 m9700.0 rL
R3 c0 b637 m9021.0 rD
R4 c0 b546 m9021.0 rB
R5 c0 b595 m8475.0 rS
R6 c1 b656 m8177.5 rD
R7 c0 b574 m8177.5 rB
R8 c0 b462 m7603.5 rU
R9 c-1 b405 m8065.5 rW
R10 c-1 b425 m8470.5 rU
R11 c-1 b445 m8895.5 rW
R12 c-1 b470 m9340.5 rU
R13 c0 b721 m10280.5 rH
R14 c1 b623 m8838.5 rL
R15 c1 b581 m8215.5 rU
R16 c1 b616 m8796.5 rL
R17 c1 b656 m8180.5 rW
R18 c1 b623 m8836.5 rU
R19 c2 b760 m9459.5 rW
R20 c1 b721 m10219.5 rW
R21 c0 b770 m10940.5 rS
R22 c1 b742 m10555.5 rH
R23 c1 b792 m9813.5 rU
R24 c2 b1026 m11397.5 rW
R25 c3 b1125 m12423.5 rJ
R26 c3 b1278 m14111.5 rU
R27 c2 b1386 m15389.5 rW
R28 c3 b1638 m18161.5 rU
R29 c4 b1980 m19799.5 rJ
R30 c4 b2280 m22769.5 rW
R31 c3 b2259 m25049.5 rL
R32 c3 b2052 m22790.5 rD
R33 c3 b2052 m22790.5 rL
R34 c5 b2080 m20738.5 rU
R35 c5 b2290 m22818.5 rU
R36 c4 b2520 m25108.5 rL
R37 c2 b2034 m22588.5 rW
R38 c3 b2223 m24622.5 rH
R39 c3 b2016 m22399.5 rB
R40 c3 b1836 m20383.5 rW
R41 c4 b2007 m22219.5 rH
R42 c3 b1827 m20212.5 rU
R43 c6 b2210 m22039.5 rL
R44 c6 b1947 m17619.5 rD
R45 c7 b1947 m17619.5 rS
R46 c6 b1837 m16646.0 rS
R47 c6 b1738 m15727.5 rU
R48 c6 b1925 m17465.5 rW
R49 c6 b2134 m19390.5 rL
R50 c5 b1520 m15122.5 rW
R51 c5 b1820 m18162.5 rW
R52 c5 b2000 m19982.5 rD
R53 c3 b1800 m19982.5 rW
R54 c3 b2124 m23582.5 rL
R55 c6 b2134 m19334.5 rB
R56 c7 b1903 m17200.5 rD
R57 c5 b1730 m17200.5 rS
R58 c5 b1640 m16335.5 rW
R59 c6 b1800 m17975.5 rU
R60 c5 b1980 m19775.5 rU
R61 c6 b2398 m21755.5 rB
R62 c6 b1940 m19357.5 rW
R63 c6 b2343 m21297.5 rJ
R64 c7 b2739 m24812.5 rU
R65 c7 b3036 m27551.5 rU
R66 c9 b4044 m33623.5 rU
R67 c9 b4524 m37667.5 rU
R68 c8 b5064 m42191.5 rS
R69 c8 b4764 m39659.5 rW
R70 c6 b4895 m44423.5 rL
R71 c5 b3960 m39528.5 rU
R72 c6 b4785 m43488.5 rU
R73 c7 b5313 m48273.5 rU
R74 c6 b5896 m53586.5 rW
R75 c7 b6545 m59482.5 rW
R76 c5 b6610 m66027.5 rW
R77 c5 b7270 m72637.5 rL
R78 c6 b7194 m65367.5 rJ
R79 c6 b7620 m76158.5 rW
R80 c4 b8380 m83778.5 rB
R81 c4 b6786 m75398.5 rD
R82 c5 b7540 m75398.5 rL
R83 c6 b6644 m60318.5 rU
R84 c6 b7370 m66962.5 rU
R85 c7 b8998 m81702.5 rD
R86 c5 b8180 m81702.5 rB
R87 c4 b7360 m73522.5 rL
R88 c4 b5890 m58802.5 rU
R89 c4 b6470 m64692.5 rJ
R90 c5 b7440 m74397.5 rU
R91 c7 b9823 m89277.5 rW
R92 c6 b10912 m99100.5 rL
R93 c9 b10584 m88188.5 rU
R94 c7 b10868 m98772.5 rL
R95 c8 b10560 m87904.5 rU
R96 c10 b11820 m98464.5 rW
R97 c9 b13236 m110284.5 rU
R98 c8 b14832 m123520.5 rL
R99 c8 b13044 m108688.5 rH
R100 c8 b10527 m95644.5 rS
R101 c7 b9944 m90381.0 rJ
R102 c6 b10530 m105297.0 rU
R103 c6 b12749 m115827.0 rW
R104 c6 b12860 m128576.0 rW
R105 c7 b15565 m141436.0 rB
R106 c6 b13849 m125871.0 rW
R107 c8 b16776 m139720.0 rD
R108 c6 b15378 m139720.0 rW
R109 c8 b18755 m170476.0 rU
R110 c8 b22716 m189231.0 rL
R111 c9 b19992 m166515.0 rD
R112 c8 b19992 m166515.0 rS
R113 c8 b18792 m156519.0 rW
